ID,SortName_lang,UiOrderIndex,Flags
1,Épica,0,0
21,Halloween,0,0
22,Estacional,0,0
23,Cataclysm,0,0
24,Herboristería,0,0
25,Campos de batalla,0,0
41,Festividad de los Muertos,0,0
61,Brujo,0,0
81,Guerrero,0,0
82,Chamán,0,0
101,Pesca,0,0
121,Herrería,0,0
141,Paladín,0,0
161,Mago,0,0
162,Pícaro,0,0
181,Alquimia,0,0
182,Peletería,0,0
201,Ingeniería,0,0
221,Mapa de tesoro,0,0
241,Torneo,3,0
261,Cazador,0,0
262,Sacerdote,0,0
263,Druida,0,0
264,Sastrería,0,0
284,Especial,0,0
304,Cocina,0,0
324,Primeros auxilios,0,0
344,Legendaria,0,1
364,Feria de la Luna Negra,0,0
365,Guerra de Ahn'Qiraj,0,0
366,Festival Lunar,0,0
367,Reputación,0,0
368,Invasión,0,0
369,Verano,0,0
370,Fiesta de la Cerveza,0,0
371,Inscripción,0,0
372,Caballero de la Muerte,0,0
373,Joyería,0,0
374,Jardín Noble,0,0
375,Generosidad del Peregrino,0,0
376,Amor en el aire,0,0
377,Arqueología,0,0
378,La Semana de los Niños,0,0
379,Invasión de las Tierras de Fuego,0,0
380,Los Zandalari,0,0
381,Vínculos elementales,0,0
391,Maestros cerveceros pandaren,0,0
392,Gesta,0,0
394,Mascotas de duelo,2,0
395,Monje,0,0
396,Desembarco,0,0
397,Campaña pandaren,0,0
398,Equitación,0,0
399,Gremio de luchadores,0,0
400,Terreno de Pruebas,0,0
401,Campaña de fortaleza,0,0
402,Asalto al Portal Oscuro,0,0
403,Soporte para fortaleza,0,0
404,Leñar,0,0
405,Carterista,0,0
406,Artefacto,0,0
407,Cazador de demonios,0,0
408,Minería,0,0
409,Evento de fin de semana,0,0
410,Encantamiento,0,0
411,Desuello,0,0
412,Misión de mundo,0,0
413,Campaña de caballero de la muerte,0,0
416,Campaña de cazador de demonios,0,0
417,Campaña de druida,0,0
418,Campaña de cazador,0,0
419,Campaña de monje,0,0
420,Campaña de mago,0,0
421,Campaña de sacerdote,0,0
422,Campaña de paladín,0,0
423,Campaña de chamán,0,0
424,Campaña de pícaro,0,0
425,Campaña de brujo,0,0
426,Campaña de guerrero,0,0
427,Sala de orden,0,0
428,Campaña de Legión caída,0,0
429,La cacería de Illidan Tempestira,0,0
430,Día de los Piratas,0,0
431,Expedición de Argus,0,0
432,Frentes de batalla,0,0
433,Festival del lechúcico lunar,0,0
434,La senda del rey,0,0
435,Las muertes de Cromi,0,0
436,Gallina cohete,0,0
437,Draenei templeluz,0,0
438,Tauren de Altamontaña,0,0
439,Elfo del Vacío,0,0
440,Natonocturno,0,0
441,Calabozo,0,0
442,Banda,0,0
444,Razas aliadas,0,0
445,La agenda de la Jefa de Guerra,0,0
446,Viaje de aventuras,0,0
447,Campaña de guerra de la Alianza,0,0
448,Campaña de guerra de la Horda,0,0
449,Enano Hierro Negro,0,0
450,Orco mag'har,0,0
451,El Cazador de las Sombras,0,0
453,Expediciones insulares,0,0
555,JcJ en el mundo,0,0
556,El Orgullo de Kul Tiras,0,0
557,JcJ puntuado,0,0
559,Trol zandalari,0,0
560,Legado,0,0
561,Questfall,0,0
562,La venganza de Tyrande,0,0
563,El destino de Colmillosauro,0,0
564,Día de camisetas gratis,0,0
565,Crisol de Tormentas,0,0
566,Kultirano,0,0
567,Asalto,0,0
569,Corazón de Azeroth,0,0
571,Profesiones,0,0
573,Seguidores de Nazjatar,0,0
574,Caída del Pecado,0,0
575,La venganza de Korrak,0,0
576,Sagrario de Pacto,0,0
579,Recluta a un amigo,0,0
580,Visiones de N'Zoth,0,0
582,Vulpera,0,0
583,Mecagnomo,0,0
584,Campaña del Imperio Negro,0,0
586,Corte de Brasas,0,0
587,A través del cielo destrozado,0,0
588,La muerte acecha,0,0
589,Llamamientos kyrianos,0,0
590,Llamamientos de los noctifeéricos,0,0
591,Llamamientos de los necroseñores,0,0
592,Llamamientos venthyrianos,0,0
593,Costura abominable,0,0
594,Campaña de Cronoviaje,0,0
595,Senda de Ascensión,0,0
596,Creación legendaria,0,0
600,Campaña 9.1,0,0
601,Códigos de los Primeros,0,0
602,Campaña de Zereth Mortis,0,0
603,El Códice de los Archivistas,0,0
604,Asaltos de pactos,0,0
606,Síntesis de protoformas,0,0
607,Capítulo 6 - Rastreo de símbolos,0,0
608,Tempestad liberada,0,0
609,Expedición Dragontina,0,0
610,Tormentas primalistas,0,0
611,Colmillarr de Iskaara,0,0
612,Centauros Maruuk,0,0
613,Acuerdo de Valdrakken,0,0
614,Evocador,0,0
615,Puesto de venta,0,0
616,Máquina de innovación,0,0
617,Sociedad de Artesanos,0,0
618,Campamentos de Coalescencia,0,0
620,Tareas de enviados,0,0
622,Investigadores bajo fuego,0,0
623,Archivos azerothianos,0,0
624,Desafío de estilos,0,0
625,Sistemas,0,0
626,Fallas temporales,0,0
627,Guardería de Crías Escamosas,0,0
628,Oleada onírica,0,0
629,Celadores Oníricos,0,0
630,La recuperación de Gilneas,0,0
631,Copa de Kalimdor,0,0
632,Copa de los Reinos del Este,0,0
633,Copa de Terrallende,0,0
634,Copa de Rasganorte,0,0
635,Copa de Pandaria,0,0
636,Copa de las Islas Quebradas,0,0
637,La Emisaria,0,0
638,Aniversario de Hearthstone,0,0
639,Cronotravesía,0,0
640,Terráneos,0,0
642,Sistema de mejoras,0,0
643,Tropas,0,0
645,Metamisiones,10,1
646,Secretos de Azeroth,0,0
652,Abismos,0,0
