ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
7,Laderas de Trabalomas,¡Únete a la máquina de guerra de los Renegados en su marcha hacia las Laderas de Trabalomas para la Horda!,Iniciar misión,,,0,33200,0,3,236779,0,28571,0,250,250,0,0,25,33600,33200,1,0
8,Vallefresno,¡Expulsa a los elfos nocturnos de Vallefresno y gana sus recursos para la Horda!,Iniciar misión,,,0,33201,0,3,236713,0,28493,0,250,250,0,0,63,33636,33201,1,0
9,Cuevas de los Lamentos,Aventúrate al interior de las Cuevas de los Lamentos y lucha contra los malvados Druidas del Colmillo.,Unirse al grupo,,,6,33956,0,1,236450,1,0,0,90,90,0,0,0,33955,33956,0,0
10,Minas de la Muerte,"Explora las minas abandonadas bajo los Páramos de Poniente, donde la Hermandad Defias amasa su ejército de forajidos.",Unirse al grupo,,,6,33202,0,1,236409,6,0,0,90,90,0,0,0,33957,33202,0,0
12,Castillo de Colmillo Oscuro,"Un castillo en ruinas que domina el Bosque de Argénteos, esta oscura fortaleza es el hogar de un conciliábulo de la nobleza Gilneana ahora caída.",Unirse al grupo,,,6,33774,0,1,463876,8,0,0,90,90,0,0,0,33958,33774,0,0
13,Garganta Grito de Guerra,Obtén la Garganta Grito de Guerra para la Horda en este campo de batalla de capturar la bandera.,¡Únete a la pelea!,,,5,33717,1,4,236350,0,0,2,10,10,0,0,0,34691,33717,1,0
14,Cuenca de Arathi,Lucha contra jugadores de la Alianza para obtener el control de la Cuenca de Arathi en este campo de batalla de carrera de recursos.,¡Únete a la pelea!,,,5,33718,1,4,236712,0,0,3,10,10,0,0,0,34691,33718,1,0
17,Sima Ígnea,¡Lucha contra el culto oscuro conocido como la Hoja abrasadora dentro de las cavernas volcánicas bajo Orgrimmar!,Unirse al grupo,,,6,33674,0,1,136216,4,0,0,90,90,0,0,0,33959,33674,0,0
21,Calabozo aleatorio,¡Juega en un calabozo aleatorio de Warlords of Draenor para mejorar el equipamiento de tu personaje!,Unirse al grupo,,,6,33723,0,1,1042626,788,0,0,90,90,0,0,0,0,33723,0,0
27,Campo de batalla aleatorio,¡Lucha con otros jugadores en un Campo de batalla aleatorio!,¡Únete a la pelea!,,,5,34154,0,8,132269,0,0,32,10,10,0,0,0,33559,34154,4,0
29,Bosque de Argénteos,¡Ayuda al Alto Mando Renegado a conquistar el puerto de Gilneas para la Horda!,Iniciar misión,,,0,33561,0,3,236830,0,28568,0,250,250,0,0,21,33596,33561,1,0
30,Vashj'ir,"¡Únete a la flota de invasión para asegurar una nueva isla en la costa de Ventormenta, capital de la Alianza!",Iniciar misión,,,0,33562,0,3,409551,0,27718,0,250,250,0,0,203,33597,33562,0,0
31,Monte Hyjal,"Los secuaces de Alamuerte están atacando el Árbol del Mundo. ¡Nuestros aliados, el Círculo Cenarion, necesitan tu ayuda!",Iniciar misión,,,0,33563,0,3,409547,0,27721,0,250,250,0,0,198,33598,33563,0,0
32,Infralar,¡Thrall y el Anillo de la Tierra necesitan tu ayuda para atacar el plano elemental de Infralar!,Iniciar misión,,,0,33564,0,3,409546,0,27722,0,250,250,0,0,207,33599,33564,0,0
33,Laderas de Trabalomas,¡Únete a la máquina de guerra de los Renegados en su marcha hacia las Laderas de Trabalomas para la Horda!,Iniciar misión,,,0,33565,1,3,236779,0,28089,0,250,250,0,0,0,33600,33565,0,0
34,Los Baldíos del Norte,¡Se necesita tu ayuda para proteger Los Baldíos del Norte de los jabaespines y los centauros que se acercan!,Iniciar misión,,,0,33566,0,3,236717,0,28494,0,250,250,0,0,10,33601,33566,1,1
35,Azshara,"¡Por la gloria de la Horda, ayuda a hacer retroceder a las fuerzas invasoras de la Alianza y a asegurar Azshara!",Iniciar misión,,,0,33567,0,3,236714,0,28496,0,250,250,0,0,76,33602,33567,1,1
36,Las Mil Agujas,Únete a las fuerzas de la Horda para luchar contra los Tótem Siniestro que dominan Las Mil Agujas.,Iniciar misión,,,0,33568,0,3,236848,0,28504,0,250,250,0,0,64,33603,33568,1,1
37,Tanaris,¡Ayuda a la Horda y al Cártel Pantoque a establecer presencia en Tanaris antes de que lo haga la Alianza!,Iniciar misión,,,0,33569,0,3,236846,0,28509,0,250,250,0,0,71,33604,33569,1,0
38,Feralas,Ayuda a la Horda a proteger el gran bosque de Feralas de la Alianza y de los Tótem Siniestro.,Iniciar misión,,,0,33570,0,3,236764,0,28510,0,250,250,0,0,69,33605,33570,1,1
39,Cráter de Un'Goro,Ayuda al personal de las Expediciones Marshal a descubrir los secretos del Cráter de Un'Goro.,Iniciar misión,,,0,33571,0,3,236850,0,28526,0,250,250,0,0,78,33606,33571,1,0
40,Silithus,Nuestros aliados de Cenarion necesitan tu ayuda en su batalla para expulsar a Martillo Crepuscular de Silithus.,Iniciar misión,,,0,33572,0,3,236829,0,28527,0,250,250,0,0,81,33607,33572,1,0
41,Sierra Espolón,Las fuerzas de la Horda en Sierra Espolón necesitan tu ayuda para expulsar a los invasores de la Alianza y proteger a nuestra gente.,Iniciar misión,,,0,33573,0,3,236831,0,28532,0,250,250,0,0,65,33611,33573,1,0
42,Frondavil,¡El Círculo Cenarion necesita tu ayuda para arrebatarle el control de Frondavil a los demonios y otras criaturas corruptas!,Iniciar misión,,,0,33574,0,3,236763,0,28542,0,250,250,0,0,77,33612,33574,1,0
43,Winterspring,Donova Cubilnevado puede haber descubierto la clave para hacerle frente a la amenaza de los fúrbolg Nevada en Cuna del Invierno de una vez por todas.,Iniciar misión,,,0,33575,0,3,236854,0,28545,0,250,250,0,0,83,33613,33575,1,0
44,Desolace,Los valientes guerreros de la Horda de Desolace necesitan tu ayuda para rechazar a los ejércitos de la Alianza y a antiguos demonios.,Iniciar misión,,,0,33576,0,3,236742,0,28548,0,250,250,0,0,66,33614,33576,1,0
45,Los Baldíos del Sur,"Con las recientes victorias de la Alianza en Los Baldíos, nuestros enemigos amenazan con cortar nuestras líneas de suministros. ¡Hay que detenerlos!",Iniciar misión,,,0,33577,0,3,236717,0,28549,0,250,250,0,0,199,33615,33577,1,0
46,Marjal Revolcafango,El Marjal Revolcafango está infestado de muchos tipos de enemigos y las fuerzas de la Alianza que se encuentran ahí son peligrosamente fuertes.,Iniciar misión,,,0,33578,0,3,236758,0,28554,0,250,250,0,0,70,33616,33578,1,1
47,Uldum,Existen textos antiguos que indican que Uldum alberga tesoros y riquezas incalculables. ¡Consíguelos en nombre de la Horda!,Iniciar misión,,,0,33579,0,3,409550,0,28557,0,250,250,0,0,249,33617,33579,0,0
48,Tierras Fantasma,Se necesita tu ayuda para hacer retroceder a los innumerables invasores de la Plaga y para conseguir la ayuda de los Renegados para luchar contra ella.,Iniciar misión,,,0,33580,0,3,236765,0,28560,0,250,250,0,0,95,33618,33580,1,0
49,Tierras Altas de Arathi,Las fuerzas de la Dama Oscura necesitan tu ayuda para extender los dominios de la Horda y expulsar a la Alianza.,Iniciar misión,,,0,33581,0,3,236712,0,28572,0,250,250,0,0,14,33619,33581,1,1
50,Tierras del Interior,Los enanos Martillo Salvaje de las Tierras del Interior se han unido oficialmente a la Alianza. ¡Deben ser derrotados!,Iniciar misión,,,0,33582,0,3,236780,0,28574,0,250,250,0,0,26,33620,33582,1,1
51,Tierras de la Peste del Oeste,Las fuerzas de la Alianza están adentrándose en la ciudad en ruinas de Andorhal. ¡Ponles un freno antes de que aseguren su posición!,Iniciar misión,,,0,33583,0,3,236851,0,28575,0,250,250,0,0,22,33621,33583,1,1
52,Tierras de la Peste del Este,La Cruzada Argenta ha reforzado su presencia en las Tierras de la Peste del Este y necesita tu ayuda para consolidar sus victorias.,Iniciar misión,,,0,33584,0,3,236760,0,28577,0,250,250,0,0,23,33622,33584,1,1
53,Tierras Inhóspitas,La Alianza está desesperada por establecerse en las Tierras Inhóspitas. ¡Mantenlos a raya a toda costa!,Iniciar misión,,,0,33585,0,3,236716,0,28580,0,250,250,0,0,15,33623,33585,1,0
54,La Garganta de Fuego,"La Mano Destrozada informa que, al parecer, los enanos Hierro Negro de La Garganta de Fuego se están preparando para la guerra.",Iniciar misión,,,0,33586,0,3,236815,0,28581,0,250,250,0,0,32,33624,33586,1,0
55,Las Estepas Ardientes,"El hijo de Eitrigg, Ariok, necesita tu ayuda para detener el enceguecido ataque de los orcos Roca Negra.",Iniciar misión,,,0,33587,0,3,236734,0,28667,0,250,250,0,0,36,33625,33587,1,0
56,Las Tierras Devastadas,"Okrilla, el comandante de las fuerzas de la Horda en el Bastión Machacamiedo, necesita tu ayuda para afianzar la avanzada contra los ogros rebeldes.",Iniciar misión,,,0,33588,0,3,236720,0,28671,0,250,250,0,0,17,33629,33588,1,0
57,Pantano de las Penas,¡Convence al Barón mercante Brochargento de que siga suministrándole armas y municiones a la Horda!,Iniciar misión,,,0,33589,0,3,236720,0,28677,0,250,250,0,0,51,33630,33589,1,0
58,Norte de la Vega de Tuercespina,El comandante en el Norte de la Vega de Tuercespina necesita tu ayuda para mantener abiertas las rutas de suministros.,Iniciar misión,,,0,33591,0,3,236844,0,28688,0,250,250,0,0,50,33631,33591,1,0
59,El Cabo de Tuercespina,Nuestras fuerzas en el Cabo de Tuercespina necesitan tu ayuda para lidiar con los piratas y los naga que infestan la jungla.,Iniciar misión,,,0,33592,0,3,236844,0,28704,0,250,250,0,0,210,33632,33592,1,0
60,Terrallende,Se necesitan tus habilidades para luchar por la presencia de la Legión Ardiente en las destrozadas ruinas de Terrallende.,Iniciar misión,,,0,33593,0,3,236813,0,28705,0,250,250,0,0,100,33633,33593,0,0
61,Rasganorte,La Ofensiva Grito de Guerra en Rasganorte necesita tu ayuda para derrotar la amenaza continua de la Plaga de los no-muertos.,Iniciar misión,,,0,33594,0,3,236812,0,28711,0,250,250,0,0,114,33634,33594,0,0
62,Tierras Altas Crepusculares,¡El Jefe de Guerra necesita tu ayuda para preparar un ataque a las Tierras Altas Crepusculares!,Iniciar misión,,,0,33595,0,3,409549,0,28717,0,250,250,0,0,241,33635,33595,0,0
63,Montañas Crestagrana,Las fuerzas de la Alianza en las Montañas Crestagrana están dispersas y necesitan tu ayuda.,Iniciar misión,,,0,33637,0,3,236814,0,28563,0,250,250,0,0,49,33638,33637,1,0
64,Tierras del Interior,Nuestros nuevos hermanos de la Alianza necesitan tu ayuda para repeler el agresivo ataque de la Horda en su querida tierra.,Iniciar misión,,,0,33639,0,3,236780,0,26542,0,250,250,0,0,26,33640,33639,1,0
65,Páramos de Poniente,"Los crímenes de los Páramos de Poniente han aumentado ya que la gente lucha por refugio y comida. Si quieres ayudar a la Alianza, empieza aquí.",Iniciar misión,,,0,33641,0,3,236852,0,28562,0,250,250,0,0,52,33642,33641,1,0
66,Bosque del ocaso,¡Los ciudadanos del Bosque del Ocaso necesitan tu ayuda con urgencia!,Iniciar misión,,,0,33643,0,3,236757,0,28564,0,250,250,0,0,47,33644,33643,1,0
67,Vashj'ir,¡Debemos responder con fuerza rápida y justa a los recientes ataques de la Horda a nuestras naves comerciales en la costa del Puerto de Ventormenta!,Iniciar misión,,,0,33645,0,3,409551,0,27724,0,250,250,0,0,203,33646,33645,0,0
68,Monte Hyjal,Se necesita tu ayuda en el Monte Hyjal. ¡El Círculo Cenarion informa que los esbirros de Alamuerte lanzaron una ofensiva destructora contra el Árbol del Mundo!,Iniciar misión,,,0,33648,0,3,409547,0,27726,0,250,250,0,0,198,33649,33648,0,0
69,Infralar,¡El Anillo de la Tierra necesita tu ayuda! ¡Nos informan que el plano elemental de Infralar amenaza con tomar nuestro mundo y con destruir toda la vida de Azeroth!,Iniciar misión,,,0,33650,0,3,409546,0,27727,0,250,250,0,0,207,33651,33650,0,0
70,Costa Oscura,La gente de Lor'danel necesita tu ayuda para asegurar su ciudad contra el Martillo Crepuscular.,Iniciar misión,,,0,33652,0,3,236739,0,28490,0,250,250,0,0,62,33653,33652,1,0
71,Vallefresno,¡No podemos permitir que continúe la agresión de la Horda en Vallefresno! Repele a los invasores y restaura el bosque sagrado.,Iniciar misión,,,0,33657,0,3,236713,0,28492,0,250,250,0,0,63,33658,33657,1,1
72,Las Mil Agujas,Los centinelas de Las Mil Agujas necesitan tu ayuda para repeler a los atacantes Tótem Siniestro que dominan el área.,Iniciar misión,,,0,33659,0,3,236848,0,28503,0,250,250,0,0,64,33660,33659,1,1
73,Tanaris,La Alianza necesita tu ayuda para ganar concesiones del barón local de Tanaris y acceder a los valiosos recursos del desierto.,Iniciar misión,,,0,33661,0,3,236846,0,28507,0,250,250,0,0,71,33662,33661,1,0
74,Feralas,"Las fuerzas de la Alianza de Feralas necesitan tu ayuda para derrotar a nuestros enemigos, la Horda y los Tótem Siniestro.",Iniciar misión,,,0,33663,0,3,236764,0,28511,0,250,250,0,0,69,33664,33663,1,1
75,Cráter de Un'Goro,La Alianza precisa tu ayuda en las Expediciones Marshal para descubrir los secretos del Cráter de Un'Goro.,Iniciar misión,,,0,33665,0,3,236850,0,28525,0,250,250,0,0,78,33666,33665,1,0
76,Silithus,Nuestros aliados del Círculo Cenarion en Silithus necesitan tu ayuda para luchar contra el embate del Martillo Crepuscular.,Iniciar misión,,,0,33667,0,3,236829,0,28528,0,250,250,0,0,81,33668,33667,1,0
77,Desolace,"Los valientes soldados de Desolace están siendo atacados por demonios y los ejércitos de la Horda, necesitan tu ayuda.",Iniciar misión,,,0,33669,0,3,236742,0,28531,0,250,250,0,0,66,33670,33669,1,0
78,Sierra Espolón,¡Debemos detener a las fuerzas de la Horda que se preparan para atacar Espolón!,Iniciar misión,,,0,33671,0,3,236742,0,28539,0,250,250,0,0,65,33672,33671,1,0
79,Frondavil,El Santuario Esmeralda necesita tu ayuda para liberar Frondavil de las influencias demoníacas que gobiernan el bosque.,Iniciar misión,,,0,33673,0,3,236763,0,28543,0,250,250,0,0,77,33675,33673,1,0
80,Winterspring,Donova Cubilnevado en Cuna del Invierno necesita tu ayuda para vencer a la amenaza de los fúrbolg Nevada.,Iniciar misión,,,0,33676,0,3,236854,0,28544,0,250,250,0,0,83,33677,33676,1,0
81,Los Baldíos del Sur,Los soldados de la Alianza han hecho grandes avances en Los Baldíos del Sur. ¡Necesitamos tu ayuda para consolidar su victoria!,Iniciar misión,,,0,33678,0,3,236717,0,28550,0,250,250,0,0,199,33679,33678,1,0
82,Marjal Revolcafango,"Debes ayudar a Calia Castilla de la IV:7 a descubrir las amenazas que se ciernen sobre Theramore, tanto dentro de la ciudad como fuera de sus muros.",Iniciar misión,,,0,33680,0,3,236758,0,28552,0,250,250,0,0,70,33681,33680,1,1
83,Uldum,¡Sé uno de los primeros en entrar a la gloriosa Uldum y reclamar sus tesoros en honor de la Alianza!,Iniciar misión,,,0,33682,0,3,409550,0,28558,0,250,250,0,0,249,33683,33682,0,0
84,Isla Bruma de Sangre,La gente de Bruma de Sangre necesita tu ayuda para lidiar con los traicioneros elfos de sangre y con las peligrosas criaturas que hay sueltas por la isla.,Iniciar misión,,,0,33684,0,3,236721,0,28559,0,250,250,0,0,106,33685,33684,1,0
85,Los Humedales,"¡Con la devastación producida por el cataclismo, los Humedales se infestaron de bestias salvajes, bandidos orcos y gnolls salvajes!",Iniciar misión,,,0,33686,0,3,236853,0,28565,0,250,250,0,0,56,33687,33686,1,0
86,Loch Modan,La destrucción de la Presa de las Tres Cabezas tiene a los montaraces enanos contra las cuerdas. ¡Necesitan refuerzos desesperadamente!,Iniciar misión,,,0,33688,0,3,236808,0,28567,0,250,250,0,0,48,33689,33688,1,0
87,Tierras Altas de Arathi,Se necesita tu ayuda en las Tierras Altas de Arathi. ¡Debemos redimir el honor del Antiguo Stromgarde!,Iniciar misión,,,0,33690,0,3,236712,0,28573,0,250,250,0,0,14,33691,33690,1,0
88,Tierras de la Peste del Oeste,"A la vista de nuestras primeras victorias en Andorhal, los Renegados han decidido lanzar un contraataque. Se necesita tu ayuda para rechazar a la Plaga y a la Horda, y reclamar la perdida Andorhal en las Tierras de la Peste del Oeste.",Iniciar misión,,,0,33692,0,3,236851,0,28576,0,250,250,0,0,22,33693,33692,1,1
89,Tierras de la Peste del Este,La Cruzada Argenta necesita tu ayuda para recuperar las Tierras de la Peste del Este del control de la Plaga.,Iniciar misión,,,0,33694,0,3,236760,0,28578,0,250,250,0,0,23,33695,33694,1,0
90,Tierras Inhóspitas,Se necesita tu ayuda para evaluar el daño causado por Alamuerte y la disposición de las fuerzas de la Horda en las Tierras Inhóspitas.,Iniciar misión,,,0,33696,0,3,236716,0,28579,0,250,250,0,0,15,33697,33696,1,0
91,La Garganta de Fuego,La IV:7 informa que los enanos Hierro Negro de La Garganta de Fuego se están preparando para atacar. ¡Detenlos antes de que sea demasiado tarde!,Iniciar misión,,,0,33698,0,3,236815,0,28582,0,250,250,0,0,32,33699,33698,1,0
92,Las Estepas Ardientes,¡Se necesita urgentemente tu ayuda para terminar con la amenaza de los orcos Roca Negra en las Estepas Ardientes!,Iniciar misión,,,0,33700,0,3,236734,0,28666,0,250,250,0,0,36,33701,33700,1,0
93,Las Tierras Devastadas,¡La fortaleza de Nethergarde necesita tu ayuda para detener el avance de la Horda en las Tierras Devastadas!,Iniciar misión,,,0,33702,0,3,236720,0,28673,0,250,250,0,0,17,33703,33702,1,0
94,Pantano de las Penas,¡La Alianza te necesita para asegurar que el Barón mercante Brochargento en el Pantano de las Penas siga suministrando municiones de forma continua!,Iniciar misión,,,0,33704,0,3,236845,0,28675,0,250,250,0,0,51,33705,33704,1,0
95,Norte de la Vega de Tuercespina,"Años después de la traición del coronel Kurzen contra Ventormenta, su suerte continúa siendo un misterio. Ayuda a los supervivientes a descubrir qué pasó con el coronel.",Iniciar misión,,,0,33706,0,3,236844,0,28699,0,250,250,0,0,224,33707,33706,1,0
96,El Cabo de Tuercespina,La Liga de Expedicionarios en el Cabo de Tuercespina te necesita para proteger su sitio y descubrimientos de los ogros merodeadores.,Iniciar misión,,,0,33708,0,3,236844,0,28702,0,250,250,0,0,210,33709,33708,1,0
97,Terrallende,¡Las fuerzas expedicionarias necesitan tu ayuda para derrotar a los ejércitos demoníacos de La Legión Ardiente que invaden desde Terrallende!,Iniciar misión,,,0,33710,0,3,236813,0,28708,0,250,250,0,0,100,33713,33710,0,0
98,Rasganorte,¡La Expedición de Denuedo necesita tu ayuda en Rasganorte para mantener bajo control a las fuerzas de la Plaga y proteger las tierras civilizadas!,Iniciar misión,,,0,33712,0,3,236812,0,28709,0,250,250,0,0,113,33713,33712,0,0
99,Tierras Altas Crepusculares,El rey Wrynn necesita un héroe comprobado y de confianza para una misión de vital importancia.,Iniciar misión,,,0,33715,0,3,409549,0,28716,0,250,250,0,0,241,33716,33715,0,0
100,Pandaria,¡Ve al Fuerte Grommash para jurar lealtad hacia el nuevo Jefe de Guerra!,Iniciar misión,,,0,33727,0,3,652174,0,29611,0,250,250,0,0,371,33728,33727,0,0
101,Valle de los Cuatro Vientos,Los habitantes locales hablan de un poderoso monje pandaren que viaja hacia el Valle de los Cuatro Vientos. ¿Puedes convencerlo de que sea nuestro aliado?,Iniciar misión,,,0,33730,0,3,618317,0,38935,0,250,250,0,0,376,33731,33730,0,0
102,Kun-Lai Summit,Los sobrevivientes de la batalla en el Bosque de Jade se dirigieron a la Cima Kun-Lai y necesitan tu ayuda desesperadamente.,Iniciar misión,,,0,33735,0,3,617832,0,38936,0,250,250,0,0,379,33736,33735,0,0
103,Estepas de Tong Long,Los Shadopan llevarán a cabo una incursión para atravesar el gran muro y llegar a las Estepas de Tong Long. ¡Ayúdalos a lanzar este ataque temerario!,Iniciar misión,,,0,33738,0,3,618796,0,39127,0,250,250,0,0,388,33739,33738,0,0
104,Desierto del Pavor,Los Shadopan del gran muro están pidiendo refuerzos contra las fuerzas mántides del Desierto del Pavor. ¡Necesitan tu ayuda!,Iniciar misión,,,0,33740,0,3,624970,0,31000,0,250,250,0,0,422,33741,33740,0,0
105,Valle de la Flor Eterna,"El Valle de la Flor Eterna está siendo atacado. El Príncipe Anduin Wrynn necesita tu ayuda en el Templo del Tigre Blanco, en la Cima Kun-Lai, para convencer a los habitantes de Pandaria para que permitan la entrada de forasteros al Valle y puedan ayudarles en este momento de necesidad.",Iniciar misión,,,0,33743,0,3,618798,0,31392,0,250,250,0,0,390,33744,33743,0,0
106,Valle de la Flor Eterna,El Valle de la Flor Eterna está siendo atacado. Caminasol Dezco necesita tu ayuda en el Templo del Tigre Blanco.,Iniciar misión,,,0,33745,0,3,618798,0,31393,0,250,250,0,0,390,33746,33745,0,0
107,Draenor,"El archimago Khadgar, héroe de la Segunda Guerra, está reuniendo una coalición de los más fuertes de Azeroth para aventurarse a través del Portal Oscuro.",Iniciar misión,,¡Ayuda al Archimago Khadgar a luchar contra la Horda de Hierro y cierra el Portal Oscuro en la Jungla Tanaan!,0,33747,0,3,1048305,0,34398,0,250,250,0,0,577,33748,33747,0,0
