Field_11_0_0_54935_000_lang,ID,Field_11_0_0_54935_002,GossipXUIDisplayInfoID
|cnWHITE_FONT_COLOR:Recuerdos perdidos|r|n¡Recupera los recuerdos robados de los kóbolds invasores!,3,122390,51
|cnWHITE_FONT_COLOR:Enjambre de kóbolds|r|n¡Los kóbolds han invadido el Descanso de Kriegval y hay que expulsarlos!,4,122392,51
|cnWHITE_FONT_COLOR:Día de campo de Dagran|r|nDagran Thaurissan II busca ayuda para recibir entrenamiento de campo.,5,122393,51
"|cnWHITE_FONT_COLOR:Velas inusuales|r|nSquick escuchó que los Mechaoscura habían dejado algunas velas inusuales. ¡Vino a buscarlas, pero en su lugar encontró Vacío!",6,122394,51
|cnWHITE_FONT_COLOR:Ritual oscuro|r|n¡La Orden de la Noche está llevando a cabo un ritual profano para corromper la zona!,7,122376,59
|cnWHITE_FONT_COLOR:Asalto de Kyron|r|n¡El Gran Kyron está lanzando un ataque al Sagrario del Ocaso y necesita tu ayuda!,8,122377,59
|cnWHITE_FONT_COLOR:Ruido de señal|r|nTermina el trabajo de los faroleros asesinados para rescatar a los rehenes de la Orden de la Noche.,9,122378,59
|cnWHITE_FONT_COLOR:NYI|r|n,10,122379,59
|cnWHITE_FONT_COLOR:Víctimas de tortura|r|nLos nerubianos evolucionados están torturando prisioneros dentro de la Subfortaleza.,11,122380,60
|cnWHITE_FONT_COLOR:Rescate de la Tejedora|r|nTres de los agentes de la Tejedora están presos en la Subfortaleza.,12,122382,60
|cnWHITE_FONT_COLOR:Investigación evolucionada|r|nUn investigador nerubiano evolucionado está realizando experimentos retorcidos.,13,122384,60
|cnWHITE_FONT_COLOR:Evolución fugitiva|r|nUn experimento de la Subfortaleza ha salido mal y amenaza con escapar al exterior.,14,122385,60
|cnWHITE_FONT_COLOR:Mineros perdidos|r|nRescata a un grupo de mineros terráneos que han sido capturados por los fungálidos.,15,122386,50
|cnWHITE_FONT_COLOR:Descomposición en expansión|r|nUn mago del Kirin Tor intenta hacer retroceder la descomposición fúngica que se extiende.,16,122387,50
|cnWHITE_FONT_COLOR:Competencia del expedicionario|r|nLos miembros de la Liga de Expedicionarios han iniciado una competencia amistosa en las profundidades de la cueva.,17,122388,50
|cnWHITE_FONT_COLOR:Problemas de teletransporte|r|nAyuda a un ingeniero locuaz a reparar su red de teletransporte.,18,122389,50
|cnWHITE_FONT_COLOR:Cerdos desaparecidos|r|nLos cerdos de una granjera desaparecieron en las cuevas y hay que recuperarlos.,19,122332,58
|cnWHITE_FONT_COLOR:La gran búsqueda del tesoro|r|nEl chef Dinaire está organizando una búsqueda del tesoro.,20,122333,58
|cnWHITE_FONT_COLOR:NYI|r|n,21,122334,58
|cnWHITE_FONT_COLOR:Bocado de champiñones|r|nAliya Yelmonte necesita ayuda para recuperar un champiñón de un monstruo especialmente desagradable.,22,122335,58
|cnWHITE_FONT_COLOR:Ingenieros capturados|r|nLos kóbolds han tomado las Vías Acuáticas y secuestraron a los ingenieros que ayudan a dirigirlas.,23,122395,52
|cnWHITE_FONT_COLOR:Problemas de confianza|r|nAyuda a una kóbold y a un tecnóglota a recuperar tesoros dentro de las Vías Acuáticas.,24,122396,52
|cnWHITE_FONT_COLOR:Sentido común a pisotones|r|nLos tecnóglotas necesitan ayuda para probar un dispositivo que permite recuperar materiales robados.,25,122397,52
|cnWHITE_FONT_COLOR:NYI|r|n,26,122399,52
"|cnWHITE_FONT_COLOR:Rescate ilusorio|r|nRescata a Arathor, que ha sido secuestrado por los kobismales.",27,122400,53
|cnWHITE_FONT_COLOR:NYI|r|n,28,122401,53
