ID,Name_lang,Quantity,Flags
2,Gemas de joyero,3,1
3,Piedra de salud,1,0
4,Gema de maná,1,0
6,Joya de tormenta,1,1
7,Perla encantada,1,1
8,Luz vinculante,1,1
9,Piedra vinculante,1,1
10,Elección de la Muerte,1,1
11,Veredicto de la muerte,1,1
12,Juramento de Eitrigg,1,1
13,Fervor de los Natoescarcha,1,1
14,Fetiche de poder volátil,1,1
15,Vitalidad del gigante,1,1
16,Reino de los muertos,1,1
17,Reino de los sin vida,1,1
18,Escarabajo trabador de Satrina,1,1
19,Consuelo de los derrotados,1,1
20,Consuelo de los caídos,1,1
21,Dije de poder volátil,1,1
22,Venganza de los Renegados,1,1
23,Llamada de Victor,1,1
24,Sortija de agresión inconmovible,1,0
25,Sortija de violencia deplorable,1,1
26,Sortija del rey traidor,1,0
27,Sortija de las Gemelas Val'kyr,1,1
28,Sortija del temperamento violento,1,1
29,Sortija carnívora,1,1
30,Aro del Ensalmador oscuro,1,1
31,Sortija de tormenta de Fuego,1,1
32,Anillo de tormenta de Fuego,1,1
33,Sortija de Gormok,1,1
34,Aro de las Gemelas Val'kyr,1,1
35,Manifestación escabrosa,1,1
36,Sortija de acechallanos,1,1
37,Sello de acechallanos,1,1
38,Anillo de agresión inconmovible,1,1
39,Anillo de agresión inconmovible,1,1
40,Anillo del Ensalmador oscuro,1,1
41,Anillo del temperamento violento,1,1
42,Sello del rey traidor,1,1
43,Probar límite de anillo,1,1
44,Ábaco de Althor,1,1
45,Adorno de sangre verdadera,1,1
46,Moneda de la lengua de un cadáver,1,1
47,Testamento del Libramorte,1,1
48,Objeto desprendido extraño,1,1
49,Filacteria del exánime innombrable,1,1
50,Abominación diminuta en un tarro,1,1
51,Colmillo impecable de Sindragosa,1,1
52,Anillo sangriento de abominación,1,1
53,Sello de putrefacción,1,1
54,Anillo enrollado color guinda,1,1
55,Anillo desintegrador de Carapútrea,1,1
56,Sortija forjada en frío de Colmillosauro,1,1
57,Sello de la Reina del Crepúsculo,1,1
58,Sello de tres colmillos,1,1
59,Sortija del coloso de hueso,1,1
60,Anillo eternamente frío de Devium,1,1
61,Sello de muchas bocas,1,1
62,Anillo de zafiro Razaescarcha,1,1
63,Sortija de gigante,1,1
64,Aro del laberinto interminable,1,1
65,Ojo gélido de Tuétano,1,1
66,Memoria de Malygos,1,1
67,Poderío de añublo,1,1
68,Anillo de susurros enloquecedores,1,1
69,Anillo de rápido ascenso,1,1
70,Círculo de señor esqueleto,1,1
71,El otro sello de Valanar,1,1
72,Sortija de alivio encarnada,1,1
73,Catalejo de Muradin,1,1
74,Esquirla de hielo puro,1,1
75,Órgano inidentificable,1,1
76,Calavera dentuda susurrante,1,1
77,Escama Crepuscular,1,1
78,Anillo de regeneración por fase,1,1
79,Tributo a Saviana,1,1
80,Sello de crepúsculo,1,1
81,Ofrenda de Zarithrian,1,1
82,Escama Crepuscular afilada,1,1
83,Escama Crepuscular petrificada,1,1
84,Escama Crepuscular resplandeciente,1,1
85,Escama Crepuscular carbonizada,1,1
86,Frasco de hermandad,1,0
89,Peso aplastante,1,1
90,Esencia del ciclón,1,1
91,Caída de mortalidad,1,1
92,Corazón de Ignacious,1,1
93,Espejo de Theralion,1,1
94,Vial de recuerdos robados,1,1
95,Campana de resonancia enfurecedora,1,1
96,Corazón de ira,1,1
97,Tarro de remedios antiguos,1,1
98,Dije de maquinación de Prestor,1,1
99,Gusano simbiótico,1,1
100,Poderío del océano,1,1
101,Cangrejo de porcelana,1,1
102,Estrella de mar,1,1
103,Gracia del Heraldo,1,1
104,Reloj de arena de brujería,1,1
105,Llave a la Cámara sin Fin,1,1
106,Desesperación plomiza,1,1
107,Espejo de calamita,1,1
108,Lágrima de sangre,1,1
109,Zarcillos de oscuridad penetrante,1,1
110,Corazón de trueno,1,1
111,Cantolluvia,1,1
112,Corazón de consuelo,1,1
113,Canción de penas,1,1
114,Gracia de Tia,1,1
115,Cantoral de Anhuur,1,1
116,Sangre de Isiset,1,1
117,Ojo izquierdo de Rajh,1,1
118,Ojo derecho de Rajh,1,1
119,Cáscara de huevo corrupto,1,1
120,Vendaval de sombras,1,1
121,Marca de Khardros,1,1
122,Gracia de skardyn,1,1
123,Dedo de Throngus,1,1
129,Tuerca del Bilistrón,1,1
130,Piedra de alquimista,1,1
132,Balanza de vida,1,1
133,Condensador de relámpagos de pulso variable,1,1
134,Mandíbulas de la derrota,1,1
135,El Hambriento,1,1
136,Artefacto de Khaz'goroth,1,1
137,Huso de seda de araña,1,1
138,Foco nigromántico,1,1
139,Ojo de Poder llameante,1,1
140,Estabilizador de matriz,1,1
141,Vasija de aceleración,1,1
142,Ejecución pospuesta,1,1
143,Runa de Zeth,1,1
145,Quintaesencia ígnea,1,1
146,Semilla petrificada antigua,1,1
147,Esencia de la llama eterna,1,1
148,Joya ardiente,1,1
150,Sello de los Vengadores,1,1
151,Beso de viuda,1,1
152,Anillo Prisión de cristal,1,1
153,Anillo de Alysrazor,1,1
155,Anillo de azufre,1,1
158,Sello de ascuas de Theck,1,1
166,Aro de caída de emergencia,1,1
167,Sello del gran arquitecto,1,1
168,Sortija de reconstrucción,1,1
169,Sello del resuelto,1,1
170,Anillo de carna desgarrada,1,1
171,Sortija robadora de aliento,1,1
172,Anillo de corazón duro,1,1
173,Sello de sombra primordial,1,1
174,Anillo infinito,1,1
175,Sello de sutura,1,1
176,Sello de bocas avariciosas,1,1
177,Anillo del quebrado,1,1
178,Garra Crepuscular enrollada,1,1
179,Reflejo de luz,1,1
180,Deseos embotellados,1,1
181,Sigilo quiroptérico,1,1
182,Calavera putrefacta,1,1
183,Fuego de las profundidades,1,1
184,Ojo de destrucción,1,1
185,Cólera de desencadenamiento,1,1
186,Resolución de eternidad,1,1
187,Voluntad de desvinculación,1,1
188,Corazón sin vida,1,1
189,Nido del último dragón,1,1
