Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
,,2,61892,0,132332,4,49,-1,6,7,0
El centro de lógica de una ardilla mecánica le ordena recolectar tanto nueces como tuercas para el invierno.,|cFFFFD200Profesión: |rIngeniería,39,2671,4055,656559,9,2,3,6,7,0
Donni Anthania quiere que la entierren junto a un bombay. Un aventurero sensato daría mucho mejor uso a los talentos de su mascota.,|cFFFFD200Vendedor: |rDonni Anthania|n|cFFFFD200Zona: |rBosque de Elwynn|n|cFFFFD200Coste: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,40,7385,10673,656575,7,2,2,6,7,0
"Donni Anthania invita a estos gatos a tomar el té, pero no sirve su bebida favorita: las lágrimas de sus enemigos.",|cFFFFD200Vendedor: |rDonni Anthania|n|cFFFFD200Zona: |rBosque de Elwynn|n|cFFFFD200Coste: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,41,7384,10674,656577,7,2,2,6,7,0
"Un antiguo refrán de Alterac: 'Un gato tiene siete vidas, pero solo necesita una'.",|cFFFFD200Botín: |rBotín del mundo|n|cFFFFD200Zona: |rLaderas de Trabalomas,42,7383,10675,656574,7,2,0,6,7,0
La última persona que intentó domesticar a este gato no tardó en aceptar que es mejor tener una alfombra sucia que toda una casa con arañazos.,"|cFFFFD200Vendedor: |rDonni Anthania, Steven Lisbane|n|cFFFFD200Zona: |rBosque de Elwynn|n|cFFFFD200Coste: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",43,7382,10676,656578,7,2,2,6,7,0
Conocido por sus ojos azules. Los múrlocs gigantes lo consideran una delicia.,|cFFFFD200Vendedor: |rTratante Rashaad|n|cFFFFD200Zona: |rTormenta Abisal|n|cFFFFD200Coste: |r60|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,44,7380,10677,656579,7,2,2,6,7,0
Dormir es la segunda actividad favorita de este gato. La primera es bostezar.,|cFFFFD200Vendedor: |rDonni Anthania|n|cFFFFD200Zona: |rBosque de Elwynn|n|cFFFFD200Coste: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,45,7381,10678,656580,7,2,2,6,7,0
"La reina tenía tres gatitos. El primero le trajo una jugosa rata. El segundo, una deliciosa liebre. El blanco, su favorito, le trajo la cabeza de su rival'.",|cFFFFD200Vendedor: |rPequeño Timmy|n|cFFFFD200Zona: |rCiudad de Ventormenta|n|cFFFFD200Coste: |r60|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,46,7386,10679,656581,7,2,2,6,7,0
"Hay quien dice que este pájaro inteligente puede aprender a hablar, pero es lo bastante listo como para mantener el pico cerrado.","|cFFFFD200Vendedor: |rHarry Sin Anzuelo, Narkk|n|cFFFFD200Zona: |rEl Cabo de Tuercespina|n|cFFFFD200Coste: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",47,7390,10680,132921,2,2,2,6,7,0
"Los trols de la selva adiestran a estos pájaros para que imiten gritos de auxilio, con el objetivo de atraer a viajeros confiados hasta sus trampas.","|cFFFFD200Botín: |rBotín del mundo|n|cFFFFD200Zona: |rNorte de la Vega de Tuercespina, El Cabo de Tuercespina",49,7391,10682,132921,2,2,0,6,7,0
"Este colorido pájaro, la mascota favorita de los piratas Defias, viene bien para recordar contraseñas, listas de la compra y recetas de galletas.",|cFFFFD200Botín: |rPirata Defias|n|cFFFFD200Zona: |rLas Minas de la Muerte,50,7387,10683,132925,2,2,0,6,7,0
"Este colorido pájaro, la mascota favorita de los goblins de Bahía del Botín, es famoso por su habilidad a la hora de contar monedas, equilibrar presupuestos y mentir sobre contratos.","|cFFFFD200Vendedor: |rNarkk, Harry Sin Anzuelo|n|cFFFFD200Zona: |rEl Cabo de Tuercespina|n|cFFFFD200Coste: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendedor: |rTratante Rashaad|n|cFFFFD200Zona: |rTormenta Abisal|n|cFFFFD200Coste: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",51,7389,10684,132924,2,2,2,6,7,0
Él también piensa que sabes a pollo.,"|cFFFFD200Vendedor: |r""Desplumado"" Johnson|n|cFFFFD200Zona: |rLas Mil Agujas|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",52,7394,10685,135996,2,2,2,6,7,0
"La curiana suele ser una compra impulsiva. A sus dueños les cuesta separarse de ella, incluso después de varios intentos.",|cFFFFD200Vendedor: |rTratante Rashaad|n|cFFFFD200Zona: |rTormenta Abisal|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendedor: |rJeremiah Payson|n|cFFFFD200Zona: |rClaros de Tirisfal|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,55,7395,10688,294474,4,2,2,6,7,0
"Quiere hacerse mayor para arrasar aldeas, igual que mamá.","|cFFFFD200Botín: |rVástagos|n|cFFFFD200Zona: |rLos Humedales, Marjal Revolcafango, Tierras Inhóspitas, Las Estepas Ardientes",56,7543,10695,134154,1,2,0,6,7,0
"Al igual que otros miembros del Vuelo Azul, estos caprichosos animalitos muestran una gran afinidad con la magia arcana.",|cFFFFD200Botín: |rBotín del mundo|n|cFFFFD200Zona: |rCuna del Invierno,57,7547,10696,134155,1,2,0,6,7,0
"Este joven dragón, originario de Los Humedales, está aprendiendo a cazar, soplar fuego y sembrar adorables ríos de destrucción.",|cFFFFD200Botín: |rBotín del mundo|n|cFFFFD200Zona: |rLos Humedales,58,7544,10697,134158,1,2,0,6,7,0
"Esta raza única, engendrada y criada por el dragón verde Itharius, se ha asentado en las selvas de Feralas.",|cFFFFD200Botín: |rCría nociva|n|cFFFFD200Zona: |rFeralas,59,7545,10698,134157,1,2,0,6,7,0
Los vendedores de la Feria de la Luna Negra ofrecen maravillas extrañas y exóticas. También venden ranas de bosque.,|cFFFFD200Vendedor: |rFlik|n|cFFFFD200Zona: |rIsla Luna Negra|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,64,7550,10703,237579,8,2,2,6,7,0
Conocida por sus potentes patas y su aguda vista.,|cFFFFD200Vendedor: |rFlik|n|cFFFFD200Zona: |rIsla Luna Negra|n|cFFFFD200Coste: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,65,7549,10704,237579,8,2,2,6,7,0
Los druidas de Teldrassil suelen ver a esta ave de presa de plumas oscuras como un heraldo de la fatalidad.,|cFFFFD200Vendedor: |rShylenai|n|cFFFFD200Zona: |rTeldrassil|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,67,7555,10706,132150,2,2,2,6,7,0
A los bebés elfos de la noche se les regala una pluma de búho en su primer cumpleaños como amuleto de buena suerte.,|cFFFFD200Vendedor: |rShylenai|n|cFFFFD200Zona: |rTeldrassil|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,68,7553,10707,132150,2,2,2,6,7,0
Los fúrbolgs de Cuna del Invierno atesoran las plumas blancas y brillantes de estas criaturas majestuosas para sus rituales.,|cFFFFD200Duelo de mascotas: |rCuna del Invierno|n|cFFFFD200Temporada: |rInvierno,69,7554,0,132150,2,26,4,6,7,0
Un complejo sistema de túneles protege al perro de la pradera de las enormes pezuñas de sus vecinos.,"|cFFFFD200Vendedor: |rHalpa, Naleen|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",70,14421,10709,2126349,4,2,2,6,7,0
"Si persigues conejos Pataneve, sabes que acabarás por caerte.",|cFFFFD200Vendedor: |rYarlyn Semperámbar|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Coste: |r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,72,7560,10711,132762,4,2,2,6,7,0
"No está claro si este reptil, el compañero predilecto de los magos del Kirin Tor, es realmente una serpiente o algo totalmente distinto.",|cFFFFD200Vendedor: |rBreanni|n|cFFFFD200Zona: |rDalaran|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,74,7561,10713,136040,7,2,2,6,7,0
"Xan'tish rastrea, captura y adiestra a estas nobles serpientes sin descanso, para que ayuden a sus camaradas en el combate.",|cFFFFD200Vendedor: |rXan'tish|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,75,7565,10714,136040,7,2,2,6,7,0
La culebra marrón es originaria de los territorios controlados por la Horda. Es imperceptible hasta que sus víctimas están al alcance.,|cFFFFD200Vendedor: |rXan'tish|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,77,7562,10716,136040,7,2,2,6,7,0
"La culebra carmesí es la favorita de los trols Lanza Negra no solo por su naturaleza sañosa, sino también por su lealtad inquebrantable.",|cFFFFD200Vendedor: |rTratante Rashaad|n|cFFFFD200Zona: |rTormenta Abisal|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendedor: |rXan'tish|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Coste: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,78,7567,10717,136040,7,2,2,6,7,0
No te preocupes; los mecanismos de combate y la lógica de rastreo de esta unidad están desactivados. Creo. -- Oglethorpe Obnoticus,|cFFFFD200Misión:|r Tu propio OOX|n|cFFFFD200Zona:|r Bahía del Botín|n,83,8376,12243,656513,9,18,1,6,7,0
