Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
El granjero Fung te considera un %s. Al granjero Fung le gustan los lirios de marisma y el ave silvestre asada.,,,2,1283,604882,0
Chee Chee te considera un %s. A Chee Chee le gustan las plumas azules y el revuelto del valle.,,,16,1277,604882,0
Ella te considera un %s. A Ella le gustan los gatos de jade y las empanadillas de gambas.,,,17,1275,604882,0
Pez Junco Talado te considera un %s. A Pez le gustan los gatos de jade y las fuentes de peces gemelos.,,,18,1282,604882,0
Gina Zarpa Fangosa te considera un %s. A Gina le gustan los lirios de marisma y la sopa de niebla espiral.,,,19,1281,604882,0
Haohan Zarpa Fangosa te considera un %s. A Haohan le gustan los fragmentos de rubí y los filetes de tigre a la brasa.,,,20,1279,604882,0
Jogu el Ebrio te considera un %s. A Jogu le gustan las manzanas preciosas y las zanahorias salteadas.,,,21,1273,604882,0
El viejo Zarpa Collado te considera un %s. Al viejo Zarpa Collado le gustan las plumas azules y la tortuga estofada.,,,22,1276,604882,0
Sho te considera un %s. A Sho le gustan las manzanas preciosas y los pescados de Flor Eterna.,,,23,1278,604882,0
Tina Zarpa Fangosa te considera un %s. A Tina le gustan los fragmentos de rubí y el salmón de espíritu de fuego.,,,24,1280,604882,0
"Nomi es un cocinero %s con un gran talento. ¡Con cada lección que le das, se vuelve más brillante!",,,25,1357,604882,0
"Nat te considera un %s. A Nat le gusta beber. Tal vez si le encuentras más peces raros, compartirá contigo.",,,26,1358,604882,0
En este momento eres %s en la Arena Liza'gar.,,,28,2372,666624,0
En este momento eres %s en el Club de Lucha de Bizmo.,,,43,2371,666623,0
La Rebelión Lanza Negra te considera un %s.,,,72,1440,666624,0
Tormmok es tu actual %s.,,,160,1736,666623,0
Defensora Illona es tu actual %s.,,,162,1738,666623,0
Aeda Alba Brillante es tu actual %s.,,,163,1740,666623,0
Delvar Puño de Hierro es tu actual %s.,,,164,1733,666623,0
Vivianne es tu actual %s.,,,165,1739,666623,0
Sacerdote de la garra Ishaal es tu actual %s.,,,166,1737,666623,0
Leorajh es tu actual %s.,,,167,1741,666623,0
%s,,,171,1374,666624,0
%s,,,172,1419,666623,0
"La Primera Arcanista Thalyssra es %s.

Los Nato Nocturno tienen una sed insaciable de |cFF66BBFFManá ancestral|r, que se encuentra por todo Suramar.",,,181,1860,1391545,0
"Silgryn es %s.

Los Caídos de la Noche tienen una sed insaciable de |cFF66BBFFManá ancestral|r. Hay muchos recursos naturales en Suramar, pero ninguno es tan potente como la Fuente de la Noche.",,,182,1861,1391545,0
"El Jefe Telemante Oculeth es %s.

Los Nato Nocturno tienen una sed insaciable de |cFF66BBFFManá ancestral|r, que se encuentra por todo Suramar.",,,183,1862,1391545,0
7.0 Champions Test - Chen Stormstout - Uses Test Faction (949),,,184,949,666623,0
"La Arcanista Valtrois es %s.

Los Nato Nocturno tienen una sed insaciable de |cFF66BBFFManá ancestral|r, que se encuentra por todo Suramar.",,,185,1919,1391545,0
"El Conjurador Margoss te considera $gun:una; %s. No era muy devoto de las artes mágicas, ¡su verdadera pasión es pescar!",,,193,1975,604882,0
Olissara y Angelique te consideran $gun:una; %s. Quieren ayudar donde puedan proporcionando suministros médicos a aquellos que lo necesiten.,,,195,1984,604882,0
Prueba de Arne es tu %s actual.,,,198,0,666623,0
Illysia de las aguas te considera un %s. Pesca con ella en Azsuna.,,,199,2097,604882,0
Akule te considera un %s. Pesca con él en Altamontaña.,,,200,2099,604882,0
Diablillus te considera un %s. Pesca con él en la Costa Quebrada.,,,202,2102,604882,0
La Guardiana Raynae te considera un %s. Pesca con ella en Val'sharah.,,,204,2098,604882,0
Sha'leth te considera un %s. Pesca con ella en Suramar.,,,206,2101,604882,0
Corbyn te considera un %s. Pesca con él en Stormheim.,,,208,2100,604882,0
Cromi te considera: %s.,,,209,2135,4191562,0
%s,,,210,1691,666624,0
%s,,,212,1690,666624,0
El pterrordáctilo se ha convertido en %s.,,,213,2233,1391545,0
El cuernoatroz se ha convertido en %s.,,,315,2370,604882,0
El cazador Akana es %s.,El cazador Akana ha obtenido %d p. de experiencia en combate.,El cazador Akana ha alcanzado el %s.,316,2375,604882,25
El clarividente Ori es %s.,El clarividente Ori ha obtenido %d p. de experiencia en combate.,El clarividente Ori ha alcanzado el %s.,317,2376,604882,25
El esgrimidor Inowari es %s.,El esgrimidor Inowari ha obtenido %d p. de experiencia en combate.,El esgrimidor Inowari ha alcanzado el %s.,318,2377,604882,25
Neri Escama Letal es %s.,Neri Escama Letal ha obtenido %d p. de experiencia en combate.,Neri Escama Letal ha alcanzado el %s.,320,2389,604882,25
Poen Branquen es %s.,Poen Branquen ha obtenido %d p. de experiencia en combate.,Poen Branquen ha alcanzado el %s.,323,2388,666624,25
Vim Salmuerazón es %s.,Vim Salmuerazón ha obtenido %d p. de experiencia en combate.,Vim Salmuerazón ha alcanzado el %s.,324,2390,604882,25
Una cosechadora mielomo %s.,,,325,2398,604882,0
Una obrera mielomo %s.,,,326,2396,604882,0
Una madre de la colmena mielomo %s.,,,327,2397,604882,0
%s,,,339,2011,666624,0
%s,,,340,2010,666624,0
La cría aqir se ha convertido en %s.,,,365,2427,604882,0
La mirada de Ve'nari parece %s.,Ve'nari considera a tu tropa más digna. [Has obtenido %d p. de reputación.],Ahora Ve'nari tiene una actitud %s hacia tu tropa.,366,2432,4216713,8
La baronesa Vashj te considera: %s.,,,367,2446,604882,0
Lady Baya Lunar te considera: %s.,,,368,2447,604882,0
Mikanikos te considera: %s.,,,370,2448,604882,0
