ID,Name_lang,Cost_lang,OutOfError_lang,ToolTip_lang,MinPower,MaxPower,StartPower,CenterPower,RegenerationPeace,RegenerationCombat,BarType,Flags,StartInset,EndInset,FileDataID[0],FileDataID[1],FileDataID[2],FileDataID[3],FileDataID[4],FileDataID[5],Color[0],Color[1],Color[2],Color[3],Color[4],Color[5]
9,Prueba de poder,%d prueba de poder,Prueba de poder insuficiente,,0,1000,1000,0,-12.5,-5,0,0,0,0,0,0,0,0,0,0,-16777216,-16777216,-16777216,-16777216,-16777216,0
10,Prueba de poder,%d prueba de poder,Prueba de poder insuficiente,,0,2000,0,0,20,10,0,1,0,0,0,0,0,0,0,0,-16777216,-16777216,-16777216,-16777216,-16777216,0
18,Medidor de letalidad,,,,0,10,0,0,0,0,0,7,0,0,457299,457296,457297,457300,457298,0,-1,-1,-1,-1,-1,0
23,Barra de sonido,Sonido,Eres indetectable,¡Haces mucho ruido!,0,100,0,0,0,0,2,2,0,0,457566,457564,449443,0,457565,0,-401539,-16777216,-7678738,-16777216,-598016,0
24,Muestra de añublo,,,,0,250,0,0,0,0,0,23,0.1328,0.1367,457299,457296,457297,457300,457298,0,-1,-1,-1,-1,-1,0
26,Ácidos digestivos,,,¡Los ácidos estomacales de Iso'rath te están digiriendo!|n|nLa fuerza del ácido aumenta con el tiempo; busca asilo en el chamán de El Anillo de la Tierra para que te cure.,0,300,0,0,0,0,0,23,0.1328,0.1367,459000,449447,457302,0,462656,0,-1,-1,-13902018,-1,-1,0
29,Progreso de la carrera,¿Qué significa esto?,,,0,34,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
30,Progreso de la oleada,¿Qué significa esto?,,,0,5,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
32,Progreso de la oleada,¿Qué significa esto?,,,0,4,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
33,Progreso de la oleada,¿Qué significa esto?,,,0,7,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
34,Poder de Alexstrasza,,,,0,5,5,0,0,0,3,2,0,0.5,457617,449452,457583,457576,457575,0,-406016,-16777216,-837632,-16777216,-16777216,0
35,Progreso de la oleada,¿Qué significa esto?,,,0,7,0,0,0,0,0,6,0.1328,0.1367,457310,457307,457308,0,457309,0,-1,-1,-1,-1,-1,0
36,Celador Aguaserena,¿Qué significa esto?,,Cantidad de vida restante hasta que el celador Aguaserena sea derrotado.,0,35000,0,0,0,0,0,6,0.1328,0.1367,459012,449447,449448,0,449449,0,-1,-1,-65536,-1,-1,0
37,Sangre corrupta,Sangre corrupta,¡Tu sangre está limpia!,Provoca:|n Corrupción: acelerada al 25% |n Corrupción: dolencia al 50% |n Corrupción: malformación al 75% |n Corrupción: absoluta al 100%.,0,100,0,0,0,0,0,2,0.28,0.22,462333,462330,462331,462334,462332,0,-1,-1,-1,-1,-1,0
39,Carga eléctrica,Electricidad,,Nivel actual de carga eléctrica de Onyxia. Explotará cuando esté cargada completamente.,0,100,0,0,0,0,0,2,0.15,0.15,457319,449467,457317,457320,457318,0,-1,-1,-1,-1,-1,0
61,Chi,%d de chi,Falta chi,La energía que han acumulado tus ataques.,0,100,0,0,0,0,2,2,0,0,457566,457564,449443,0,457565,0,-401539,-16777216,-7678738,-16777216,-598016,0
62,Progreso de rescate,,,¡Permanece cerca del druida varado!,0,45,1,0,1,1,0,23,0.1328,0.1367,458992,457301,457302,0,457303,0,-1,-1,-5038305,-1,-1,0
63,Progreso de ritual,,,¡Lucha contra los elementales en el portal en la cima de Cresta Nordune!,0,105,0,0,1,1,0,23,0.1328,0.1367,458992,457301,457302,0,457303,0,-1,-1,-5038305,-1,-1,0
64,Indicador de dirección,Dirección,,Esta es la dirección en la que gira Lord Piroclasto.,0,50,25,50,0,0,0,6,0.15,0.15,525293,525291,525292,0,0,0,-1,-1,-1,-1,-1,-16777216
65,Concentración,Concentración,Pérdida de concentración.,Tu daño y tu sanación aumentan mientras te concentras en la tarea que te ocupa. Estos bonus se pierden si te golpea un ataque hostil o un hechizo.,0,100,0,0,5,5,0,6,0.13,0.13,449450,449447,449448,0,446220,0,-1,-1,-1,-1,-1,-16777216
66,Asentamiento rebelde defendido,,,¡Defiende el Asentamiento rebelde de los atacantes trols!,0,180,1,0,1,1,0,6,0.1328,0.1367,457295,449447,449468,0,457303,0,-1,-1,-16757025,-1,-1,0
67,Grom'gol defendido,,,¡Defiende el Campamento Grom'gol de los atacantes trols!,0,180,1,0,1,1,0,6,0.1328,0.1367,457306,449447,449468,0,457303,0,-1,-1,-1177600,-1,-1,0
68,Protegiendo a Thrall,,,¡Lucha contra los elementales que amenazan con destruir a Thrall!,0,100,0,0,0,0,0,6,0.1328,0.1367,458988,457301,457302,0,457303,0,-1,-1,-6752257,-1,-1,0
69,Protegiendo a Thrall,,,¡Lucha contra los elementales que amenazan con destruir a Thrall!,0,100,0,0,0,0,0,6,0.1328,0.1367,459016,457301,457302,0,457303,0,-1,-1,-16742657,-1,-1,0
72,Protegiendo a Thrall,,,¡Derrota a las fuerzas Crepusculares que amenazan a Thrall!,0,100,0,0,0,0,0,6,0.1328,0.1367,459008,457301,457302,0,457303,0,-1,-1,-10921639,-1,-1,0
78,Liberando a Thrall,,,¡Activa los tótems para liberar a Thrall!,0,100,0,0,0,0,0,6,0.1328,0.1367,458992,457301,457302,0,457303,0,-1,-1,-65536,-1,-1,0
80,Plumas de arrabio,Pluma de arrabio,¡No tienes plumas de arrabio!,Cantidad de plumas de arrabio recogidas.,0,3,0,0,0,0,0,2,0.27,0.28,0,525288,525289,0,525290,0,-1,-1,-1,-1,-1,0
83,Golpea al gnoll,,,¡Dales bien!,0,60,60,0,-1,-1,0,6,0.2125,0.2125,533452,533449,533450,533453,533451,0,-1,-1,-1,-1,-1,-16777216
