ID,Title_lang,Description_lang,WorldPosition[0],WorldPosition[1],Type,PlayerConditionID,QuestID,LfgDungeonID,RewardItemID,UiTextureAtlasMemberID,UiTextureKitID,MapID,AreaTableID
1,"¡Solo Alianza, hermano!",,0,0,0,6617,0,0,124562,0,232,-1,0
3,Azsuna,"La alguna vez idílica isla paradisíaca de Azsuna ha sido invadida... La Legión hace descender la muerte desde los cielos. Azshara, la reina naga, surge desde las profundidades. Despiertan los fantasmas malditos de antiguos habitantes de la isla. Todos parecen sentirse atraídos hacia una reliquia de gran poder oculta en lo profundo de las ruinas élficas.",625,6355,1,39938,39718,0,0,0,0,1220,0
4,Val'sharah,El bosque ancestral de Val'Sharah es el hogar del semidiós Cenarius y el lugar de origen del arte de los druidas. Malfurion Tempestira ha regresado a estos bosques sagrados para reunirse con su gran mentor y reclamar las Lágrimas de Elune.,3265,6241,1,39935,39731,0,0,0,0,1220,0
6,Stormheim,"El Rey Genn Cringris se prepara para llevar a la poderosa Abrasacielos hacia los acantilados de Stormheim con el fin de localizar la Égida de Aggramar. Sin embargo, esta tierra constituye la capital de un antiguo clan vrykul cuyo líder también busca el poder de la Égida y no se detendrá ante nada para obtenerlo.",3117,1954,1,39937,39735,0,0,0,0,1220,0
7,Stormheim,"La Jefa de Guerra Sylvanas Brisaveloz ha preparado su flota personal para partir hacia los acantilados de Stormheim con el fin de localizar la Égida de Aggramar. Sin embargo, esta tierra constituye la capital de un antiguo clan vrykul cuyo líder también busca el poder de la Égida y no se detendrá ante nada para obtenerlo.",3117,1954,1,39939,39864,0,0,0,0,1220,0
8,Altamontaña,"Altamontaña, una de las grandes fronteras de las Islas Quebradas, domina el horizonte del norte con su cima escarpada. Sus peligrosas laderas son el hogar de tribus de tauren nobles y de los salvajes drogbar subterráneos cuya incómoda paz será puesta a prueba por la incesante marcha de la Legión.",4926,4256,1,39936,39733,0,0,0,0,1220,0
9,Test quest offer,Test quest offer desc.,-9344.97,-2279.12,1,5703,47512,0,0,0,0,-1,0
12,"worldport 1116, 6971.02, 1004.63, 398.974, 299.925",Test for insets,6279,-26.6,0,5703,36810,0,0,0,0,1116,0
14,Santuario de la Luz,,-3200,9255,3,37830,0,0,0,5608,0,0,2268
15,Cacería de demonio: Ikzil Alaspanto,Tu campeón localizó a un demonio poderoso que debe ser destruido.,625,6455,2,37103,39885,0,0,0,0,1220,0
16,Ecos del pasado,Tu campeón encontró un comunicador titánico perdido.,2900,5400,2,37136,39886,0,0,0,0,1220,0
17,"worldport 533, 2719.85, -3098.21, 267.686, 285.619",Test for insets 2,2719,-3098,0,5703,36810,0,0,0,0,533,0
18,"worldport 0, 2368.83, -5353.17, 52.6645, 315.291",Test for insets 3,2368,-5353,0,5703,36810,0,0,0,0,0,0
20,Salones del Valor,,-3200,10000,3,37831,0,0,0,5613,0,1479,7813
21,Test Offer,Test,2900,5400,3,5703,0,0,128966,0,0,-1,0
22,Acherus: El Bastión de Ébano,,-3200,10000,3,37835,0,0,0,5601,0,1220,7743
23,El Martillo Vil,,-3200,10000,3,37841,0,0,0,5602,0,1481,8023
24,Recinto del Disparo Certero,,-3200,9255,3,37832,0,0,0,5605,0,1220,7877
25,La Arboleda de los Sueños,,-3200,10000,3,37840,0,0,0,5603,0,1220,7846
26,Salón del Guardián,,-3200,9255,3,37837,0,0,0,5606,0,1513,7879
27,La Isla Errante,,-3200,10000,3,37839,0,0,0,5607,0,1514,7902
28,Templo Luz Abisal,,-3200,10000,3,37834,0,0,0,5609,0,1512,7834
29,Los Salones de las Sombras,,-3200,9255,3,37833,0,0,0,5610,0,1220,8011
30,La Vorágine,,-3200,9255,3,37836,0,0,0,5611,0,1469,7745
31,Falla Cicatriz Aterradora,,-3200,9255,3,37838,0,0,0,5612,0,1522,7875
32,Suramar,"Tras 10 000 años en aislamiento, los elfos nato nocturnos desactivaron la barrera mágica que protege la ciudad de Suramar, por lo que Gul'dan pudo acceder a una fuente de poder increíble: la Fuente de la Noche. Luego de un intento fallido de derrocar a la Gran magistrix Elisande, un pequeño grupo de exiliados nato nocturnos buscan despertar el poder de sus tierras ancestrales y liberar a Suramar de las garras de la Legión.",1778.3,4348.73,1,44817,44555,0,0,0,0,1220,0
40,Zuldazar,Gánate la confianza del rey Rastakhan y del Concilio zanchuli.,-1489.27,1024.34,1,54073,47514,0,0,0,0,1642,0
41,Nazmir,Viaja con la princesa Talanji hacia los pantanos oscuros de Nazmir para ponerle fin a la amenaza de los trols de sangre.,1920.37,939.103,1,54075,47512,0,0,0,0,1642,0
42,Vol'dun,Los secretos del general Jakra'zet yacen en algún lugar del desierto. Ve a las dunas y recupera pruebas que serán de ayuda para derrocarlo.,2545.47,3837.28,1,54076,47513,0,0,0,0,1642,0
43,Canal de Tiragarde,Desenmascara la corrupción en Boralus y gánate la confianza de Katherine Valiente.,584.562,-77.9022,1,61846,47960,0,0,0,0,1643,0
44,Drustvar,Lord y Lady Tarjasenda son aliados poderosos de los Valiente. Investiga su repentina ausencia y los rumores perturbadores acerca de Drustvar.,-454.389,2574.49,1,61848,47961,0,0,0,0,1643,0
45,Valle Canto Tormenta,La legendaria flota kultirana ha desaparecido. Busca respuestas entre los místicos ermitaños del océano de la casa Canto Tormenta.,2513.85,537.756,1,61849,47962,0,0,0,0,1643,0
148,Canal de Tiragarde,Asiste al cazador de las Sombras Ty'jin en el Canal de Tiragarde.,-295,-1473,1,61822,51800,0,0,0,262,1643,0
149,Drustvar,Asiste a Gallywix y a Eitrigg en Drustvar.,-413,4110,1,61823,51801,0,0,0,262,1643,0
150,Valle Canto Tormenta,Asiste a Rexxar en Valle Canto Tormenta.,3941,469,1,61824,51802,0,0,0,262,1643,0
151,Zuldazar,Asiste a Kelsey Chispacero en Zuldazar.,-1410,-663,1,61798,51570,0,0,0,261,1642,0
152,Nazmir,Asiste a Brann Barbabronce en Nazmir.,2084,184,1,61800,51571,0,0,0,261,1642,0
153,Vol'dun,Asiste a las fuerzas de la Alianza en Vol'dun.,2840,4199,1,61799,51572,0,0,0,261,1642,0
161,Salón de Skoldus,El celador Skoldus y sus feroces bestias atormentan a las almas encadenadas en estos salones.,300,700,1,34450,60092,0,0,0,0,2162,0
162,Cámaras de Fractura,En estas cámaras hay prisioneros de Maldraxxus. Sus huesos se rompen una y otra vez.,325,300,1,34450,60099,0,0,0,0,2162,0
163,La Fragua de Almas,Aquí hay forjas calcinantes que literalmente derriten las almas para crear las armaduras y armas que necesita el ejército del Carcelero.,400,700,1,34450,60100,0,0,0,0,2162,0
164,Intersticio almamuerta,"Un espacio extraño y cambiante entre bloques de celdas, repleto de sombras de almas tan atormentadas que olvidaron quiénes fueron alguna vez.",425,300,1,34450,60101,0,0,0,0,2162,0
165,Kakofonía,El nido arrastrado por el viento de kyrian jurafauces.,500,700,1,34450,60102,0,0,0,0,2162,0
166,Ala de deformidades,"Aquí, nigromantes y torturadores de almas realizan experimentos con las almas y las transforman en monstruosidades oscuras y horribles.",525,300,1,34450,60103,0,0,0,0,2162,0
167,Dominio de la oscuridad,"Un lugar donde casi no llega la luz. Pícaros sigilosos, sabuesos, ratas, devoradores de almas y los fantasmas de los olvidados acechan en cada rincón.",600,700,1,34450,60104,0,0,0,0,2162,0
168,Campanario Devorapecados,Un hogar temporal para los venthyr leales al Carcelero.,625,300,1,34450,60105,0,0,0,0,2162,0
169,La Parte Alta,Hogar de los prisioneros más importantes del Carcelero... y sus tenientes más peligrosos.,700,700,1,34450,60106,0,0,0,0,2162,0
171,Las Salas Serpenteantes,"Una sección de Torghast que en apariencia no tiene principio ni fin, solo salones interminables que suben y suben...",250,500,1,34450,60107,0,0,0,0,2162,0
172,Bastión,Quienes han vivido una vida altruista llegan a Bastión para transportar las almas a las Tierras de las Sombras.,-2000,-4600,1,87724,62275,0,0,0,0,2222,0
173,Maldraxxus,"Maldraxxus es la tierra natal de la magia nigromántica, donde prosperan las almas ambiciosas.",2500,-2000,1,87723,62278,0,0,0,0,2222,0
174,Ardenweald,Ardenweald es un dominio de eterno renacer bajo el cuidado de los noctifeéricos.,-7000,800,1,87725,62277,0,0,0,0,2222,0
175,Revendreth,"Revendreth es el hogar de los venthyr, los cosechadores de pecados. Las almas desgraciadas llegan aquí en busca de redención... y para evitar el tormento eterno de las Fauces.",-2500,7000,1,87726,62279,0,0,0,0,2222,0
176,Torghast,"Torghast es el trono de poder del Carcelero. Aunque antiguamente albergaba a las almas más peligrosas del cosmos, ahora es la prisión de incontables almas inocentes condenadas a una tortura eterna.",3500,7000,1,93245,64846,0,0,0,0,2222,0
177,Campos de batalla,"Los negociantes de Oribos están reclutando competidores entusiastas para que se enfrenten en los campos de batalla del conflicto, y así poder observarlos y aprender.",-2100,1300,1,93585,65031,0,0,0,0,2222,0
178,Portal de los Jardines Esmeralda,"Una piedra inerte olvidada hace tiempo, oculta en las colinas frondosas y exuberantes de las Llanuras de Ohn'ahra.",-1379.76,4499.69,1,101296,70706,0,0,0,0,2444,0
181,Costas del Despertar,Las Costas del Despertar son el hogar de los Vuelos Negro y Rojo.,3200,0,1,103950,72266,0,0,0,0,2444,0
182,Llanuras de Ohn'ahra,Las Llanuras de Ohn'ahra son el hogar de los centauros y el Vuelo Verde.,-1000,2600,1,103951,72267,0,0,0,0,2444,0
183,Trecho Azur,El Trecho Azur es el antiguo hogar del Vuelo Azul.,-3300,-1000,1,103952,72268,0,0,0,0,2444,0
