ID,Name_lang,Description_lang,IconFileDataID,Category
1,Agresión salvaje,Un enemigo impredecible cuya agresividad debería ser controlada.,136080,2
2,Golpe masivo,Una habilidad que inflige daño masivo.,132355,2
3,Daño de grupo,Una habilidad que inflige daño a varios miembros del grupo.,135826,2
4,Perjuicio mágico,Un efecto dañino y peligroso que hay que disipar.,136207,2
6,Zonas peligrosas,Una habilidad que afecta un área específica que debes evitar.,451165,2
7,Enjambres de esbirros,Un enemigo con muchos aliados. Susceptible al daño de área afectada.,237511,2
8,Hechizo poderoso,Un hechizo peligroso que hay que interrumpir.,136197,2
9,Esbirros mortales,Un enemigo con aliados poderosos que hay que neutralizar.,1035504,2
10,Batalla con tiempo,Un enemigo del que hay que hacerse cargo rápido.,237538,2
11,Orco,¡Lok'tar ogar!,897144,1
12,Ogro,¿Qué estás mirando?,236695,1
13,No-muerto,Cereeeeebros...,236458,1
14,Arakkoa,Una especie antigua y peligrosa.,236435,1
15,Bestia,Grarrrrr.,298659,1
16,Demonio,El fin está cerca.,254651,1
17,Rompiente,Gigantes colosales y destructivos de Draenor.,236412,1
18,Furia,Las entidades elementales de Draenor.,254652,1
19,Desviación,Criaturas del Vacío.,298680,1
20,Primigenia,Criaturas antiguas del Draenor primitivo.,254105,1
21,Montañas,Una región montañosa.,236848,0
22,Desierto,Un ambiente hostil y árido.,236846,0
23,Nieve,Una región ártica.,236833,0
24,Subterráneo,Las oscuras profundidades.,409595,0
25,Jungla,Un área cubierta de vegetación.,236850,0
26,Bosque,Tierras arboladas.,236830,0
27,Poblado,Un área urbana más pequeña.,462338,0
28,Pantano,Un lugar abominable donde no quieres estar.,236819,0
29,Planicies,Llanuras y colinas verdes y ondulantes.,236712,0
58,Mesa de Hearthstone,¡Tráete una silla junto al hogar!,4620678,0
60,Alquimia,Esta misión involucra alquimia.,4620669,0
61,Herrería,Esta misión involucra herrería.,4620670,0
62,Encantamiento,Esta misión involucra encantamiento.,4620672,0
63,Ingeniería,Esta misión involucra ingeniería.,136243,0
64,Joyería,Esta misión involucra joyería.,4620677,0
65,Peletería,Esta misión involucra peletería.,133611,0
66,Sastrería,Esta misión involucra sastrería.,4620681,0
67,Inscripción,Esta misión involucra inscripción.,4620676,0
73,Submarino,"Los submarinos viajan en silencio bajo el mar y acechan naves desprevenidas.

|cffb2f0ffContrarrestado por: |r
|TInterface\ICONS\Ships_ABILITY_DepthCharges.blp:24:24:0:0|t|cffffffff Destructor|r",1141396,2
74,Portanaves,"Los portanaves están cubiertos con un escuadrón de pilotos bombarderos expertos.

|cffb2f0ffContrarrestado por: |r
|TInterface\ICONS\Ships_ABILITY_Stealth.blp:24:24:0:0|t |cffffffffSubmarino|r",1141394,2
75,Destructor,"Los destructores son barcos rápidos y fuertemente armados, conocidos por cazar submarinos.

|cffb2f0ffContrarrestado por: |r
|TInterface\ICONS\Ships_ABILITY_ArmorPiercingAmmo.blp:24:24:0:0|t |cffffffffAcorazado|r",1141395,2
76,Acorazado,"Temido por sus cañones de artillería de larga distancia, los acorazados no tienen igual en el mar abierto.

|cffb2f0ffContrarrestado por: |r
|TInterface\ICONS\Ships_ABILITY_Bombers.blp:24:24:0:0|t |cffffffff Portanaves|r",1141390,2
77,Agua gélida,Trozos gigantes de hielo flotan en la superficie marina. Navegar por el camino de hielo deja a las naves vulnerables a los ataques.,236794,2
78,Clima tormentoso,"Las ráfagas de viento, los relámpagos y las oleadas violentas son solo tres de las cosas que hay que preocuparse cuando se navega en climas tormentosos.",463562,2
79,Niebla densa,Una densa niebla oscurece esta ubicación por completo.,132331,2
80,Remolinos caóticos,"Remolinos caóticos aparecen sin aparente motivo ni aviso, lo que provoca caos en cualquier nave que intenta pasar.",892446,2
81,Veloz,"Acelera por el agua con un poder despiadado. La mitad de la batalla es aguantar, la otra es pura fuerza física.",132120,2
82,Evasiva,Capaz de dar giros repentinos sin previo aviso. Este es un objetivo difícil de golpear.,136205,2
83,Minador,"Como una minadora, esta nave suelta minas de proximidad a su paso, dejando un peligroso rastro a seguir.",133710,2
84,Primer golpe,Un rápido ataque inicial que puede acabar la batalla antes de que de inicio.,132212,2
85,Capitán experto,"Una nave comandada por un capitán veterano, acostumbrada a las batallas navales. Los capitanes expertos no pueden ser atacados directamente, pero hay que deshacerse de ellos para tener éxito.",133168,2
86,Objetivo en tierra,,132296,2
87,Objetivo en tierra,"Un objetivo que requiere mover bienes o tropas a ubicaciones en tierra.

|cffb2f0ffContrarrestado por: |r
|TInterface\ICONS\Ships_ABILITY_BoardingPartyALLIANCE.blp:24:24:0:0|t|cffffffff Transporte|r",132296,2
88,Tripulación maldita,Tripulado por marineros malditos.,135974,2
89,Riscos,Una tierra peligrosa que no perdona.,409549,0
109,Jefe,"|CFFFFFFF0Jefe|R
Reduce la probabilidad de éxito de la misión si no se contrarresta.",1357797,2
110,Peligro,"|CFFFFFFF0Peligro|R
La duración de la misión aumenta si no se contrarresta.",1357798,2
111,Torbellino,,132369,2
112,Guerrero,,132347,2
113,Jefe,"|CFFFFFFF0Jefe|R
Reduce la probabilidad de éxito de la misión si no se contrarresta.",1357797,2
114,Jefe,"|CFFFFFFF0Jefe|R
Reduce la probabilidad de éxito de la misión si no se contrarresta.",1357797,2
115,Esbirros,"|CFFFFFFF0Ejército|R
Este ejército posee armaduras poderosas. La duración de la misión aumenta si no se contrarresta.",1357814,2
121,Hechizo,"|CFFFFFFF0Hechizo|R
Un hechizo de gran daño que causa daño aumentado a las tropas si no se contrarresta.",1357804,2
122,Emboscada,Reduce la probabilidad de éxito de la misión. No puede contrarrestarse.,1357812,2
124,Jefe,"|CFFFFFFF0Jefe|R
Reduce la probabilidad de éxito de la misión si no se contrarresta.",1357797,2
125,Jefe,"|CFFFFFFF0Jefe|R
Reduce la probabilidad de éxito de la misión si no se contrarresta.",1357797,2
126,Brutal,Probabilidad de éxito reducida un ${$a910}%.,311232,2
127,Fácil,Probabilidad de éxito reducida un ${$a909}%.,311236,2
128,Difícil,Probabilidad de éxito reducida un ${$a907}%.,311237,2
129,Muy difícil,Probabilidad de éxito reducida un ${$a908}%.,311238,2
130,Élite,Reduce la probabilidad de éxito de la misión. No puede contrarrestarse.,1357812,2
131,Calabozo,Reduce la probabilidad de éxito de la misión. No puede contrarrestarse.,1357812,2
132,Banda,Reduce la probabilidad de éxito de la misión. No puede contrarrestarse.,1357812,2
135,Élite de Argus,"|CFFFFFFF0Élite de Argus|R
Reduce la probabilidad de éxito de la misión si no se contrarresta.",1113433,2
138,Objetivo primario,"Experto en crear y destruir dispositivos, y en crear dispositivos para destruir otros dispositivos.",134520,2
139,Reconocimiento,"|cFFFFD200""Los grupos grandes llaman la atención""|r",134441,2
141,Explorador,,134441,2
142,A distancia,,236201,2
143,Cuerpo a cuerpo,,132269,2
144,Montado,,132226,2
145,Sabotaje,"Mientras está activo, aumenta la duración de las demás misiones un 50%.

|cFFFFD200""Las explosiones pueden ser un tanto caóticas""|r",133715,0
147,Objetivo primario,"Encuentra objetivos, reúne información y se ve fantástico mientras lo hace.",132288,2
148,Visión nocturna,Permite ver en la oscuridad total.,136057,2
149,Objetivo primario,Experto en una gran variedad de estilos de combate y armas.,615342,2
150,Golpe rápido,"Reducir la duración de la misión también aumenta la probabilidad de éxito.

|cFFFFD200""Un ataque rápido sorprenderá al enemigo y no le dará oportunidad de contraatacar. Entras y sales, así de fácil.""|r",134376,0
151,Misión de élite,Reduce la probabilidad de éxito de la misión. No puede contrarrestarse.,616373,2
153,Sigilo,"Las tropas reducen la probabilidad de éxito un 100%.

|cFFFFD200""Los grupos grandes llaman la atención""|r",132320,2
154,Campaña larga,"Aumenta la probabilidad de éxito un 10% por cada p. de vitalidad de las tropas en la misión.

|cFFFFD200""Un par de piernas frescas serían una gran ventaja para soportar el viaje prolongado y las condiciones agotadoras.""|r",1060984,2
256,Mar profundo,"Se reduce la probabilidad de éxito de la misión.

|cFFFFD200""¿Cómo esperas que lleguemos hasta ahí? ¿Nadando?""|r",135861,2
257,JasonTest Mechanic,JasonTest Mechanic,0,0
