ID,Name_lang,UiMapGroupID,UiMapID,FloorIndex,RelativeHeightIndex
485,Mina Abisal,139,38,1,0
486,Minas inferiores,139,39,2,0
487,Cumbre de Roca Negra,140,33,14,0
488,Cavernas Roca Negra,140,34,15,0
489,Profundidades de Roca Negra,140,35,16,0
490,El Sótano del Maestro,141,44,23,0
491,Sótano inferior,141,45,24,0
492,Orgrimmar,142,85,0,0
493,Circo de las Sombras,142,86,1,0
496,La Gruta Maldita,144,67,21,0
497,Gruta de la Espora Fétida,144,68,22,0
498,Fuerte de Tiragarde,145,3,10,0
499,Gran salón,145,4,11,0
500,Cubil superior,146,60,4,0
501,Cubil inferior,146,61,5,0
502,El Patio,147,310,1,0
503,Comedor,147,311,2,0
504,El Cubil Vacío,147,312,3,0
505,Observatorio inferior,147,313,4,0
506,Observatorio superior,147,314,5,0
507,Cámara de Lord Godfrey,147,315,6,0
508,El Camino de la Muralla,147,316,7,0
509,Las Minas de la Muerte,148,291,1,0
510,Cala del Acorazado,148,292,2,0
511,La Alberca de Ask'ar,149,221,1,0
512,Sagrario Lunar,149,222,2,0
513,Las Charcas del Olvido,149,223,3,0
514,Sala de los Guardianes,150,230,1,0
515,Trono de Khaz'goroth,150,231,2,0
516,Sala de Máquinas,151,226,1,0
517,Dormitorios,151,227,2,0
518,Aeropuerto,151,228,3,0
519,Cámara Manitas,151,229,4,0
520,Cementerio,152,302,0,0
521,Biblioteca,152,303,1,0
522,Armería,152,304,2,0
523,Catedral,152,305,3,0
524,Tazz'Alor,153,250,1,0
525,Túneles de Arácnidas,153,251,2,0
526,Ciudad Hordemar,153,252,3,0
527,Sala de Puño Negro,153,253,4,0
528,Guarida de Halycon,153,254,5,0
529,Sala de la Batalla,153,255,6,0
530,Bloque de Detención,154,242,1,0
531,Ciudad Forjatiniebla,154,243,2,0
532,El Relicario,155,306,1,0
533,Cámara de la Invocación,155,307,2,0
534,El Estudio Superior,155,308,3,0
535,Sala Rectoral,155,309,4,0
536,Plaza de los Cruzados,156,317,1,0
537,El Guantelete,156,318,2,0
538,Cavernas de Maraudon,157,280,1,0
539,Tumba de Zaetar,157,281,2,0
540,Tranvía Subterráneo,158,499,1,0
541,Club de Lucha de Bizmo,158,500,2,0
542,Ágora de Gordok,159,235,1,0
543,Jardines de la Capital,159,236,2,0
544,Corte de los Altonato,159,237,3,0
545,Prisión de Immol'thar,159,238,4,0
546,Barrio Alabeo,159,239,5,0
547,Santuario de Eldretharr,159,240,6,0
548,Cuartel Faucedraco,160,287,1,0
549,Salas de los Conflictos,160,288,2,0
550,Laboratorios Carmesí,160,289,3,0
551,Guarida de Nefarian,160,290,4,0
552,El Subterráneo de la Colmena,161,319,1,0
553,Las Puertas del Templo,161,320,2,0
554,Cámara de C'Thun,161,321,3,0
555,Alcobas de los Sirvientes,162,350,1,0
556,Caballerizas superiores,162,351,2,0
557,La Sala de Banquetes,162,352,3,0
558,Los Aposentos de los Invitados,162,353,4,0
559,Balcón de la Sala de la Ópera,162,354,5,0
560,El Bancal del Maestro,162,355,6,0
561,La Escalera Quebrada inferior,162,356,7,0
562,La Escalera Quebrada superior,162,357,8,0
563,La Sala de las Fieras,162,358,9,0
564,Biblioteca del Guardián,162,359,10,0
565,El Repositorio,162,360,11,0
566,La Biblioteca superior,162,361,12,0
567,El Mirador Celestial,162,362,13,0
568,Sala del Tablero,162,363,14,0
569,Estancias de Medivh,162,364,15,0
570,La Central Eléctrica,162,365,16,0
571,Espacio Abisal,162,366,17,0
572,El Arrabal de los Ensamblajes,163,162,1,0
573,El Arrabal Arácnido,163,163,2,0
574,El Arrabal Militar,163,164,3,0
575,El Arrabal de la Peste,163,165,4,0
576,La Necrópolis Inferior,163,166,5,0
577,La Necrópolis Superior,163,167,6,0
578,La Cámara de Vapor,164,263,1,0
579,Las Charcas Refrescantes,164,264,2,0
580,Bloque de estasis: Trion,165,269,1,0
581,Bloque de estasis: Maximus,165,270,2,0
582,Pabellón de aislamiento,165,271,3,0
583,El Mechanar,166,267,1,0
584,Estancias de Calculación,166,268,2,0
585,Velo Sethekk,167,258,1,0
586,Salas del Luto,167,259,2,0
587,Salas del Más Allá,168,256,1,0
588,Puente de las Almas,168,257,2,0
589,Cloacas de Karabor,169,340,0,0
590,Templo Oscuro,169,339,1,0
591,Santuario de las Sombras,169,341,2,0
592,Salas de Angustia,169,342,3,0
593,Vigilia de Sanguino,169,343,4,0
594,Guarida de los Placeres Mortales,169,344,5,0
595,Cámara de Mando,169,345,6,0
596,Cima del Templo,169,346,7,0
597,Ciudad de Dalaran,170,125,1,0
598,Bajos Fondos,170,126,2,0
599,Preparación Njorndir,171,133,1,0
600,Ascenso Desuelladragones,171,134,2,0
601,Bancal de Tyr,171,135,3,0
602,Pináculo Inferior,172,136,1,0
603,Pináculo Superior,172,137,2,0
604,Anillo de Discrepancia,173,143,1,0
605,Anillo de Aceleración,173,144,2,0
606,Anillo de Transmutación,173,145,3,0
607,Anillo de Alineación,173,146,4,0
608,Meseta de La Fuente del Sol,174,335,0,0
609,Santuario del Eclipse,174,336,1,0
610,Asilo del Gran Magister,175,348,1,0
611,Sector de Observación,175,349,2,0
612,La Matanza de Stratholme,176,130,0,0
613,Stratholme,176,131,1,0
614,Los Vestíbulos de Drak'Tharon,177,160,1,0
615,Mirador de Drak'Tharon,177,161,2,0
616,La Fosa de la Progenie,178,157,1,0
617,Guarida de Hadronox,178,158,2,0
618,La Puerta Áurea,178,159,3,0
619,Cuartel implacable,179,138,1,0
620,Camino de los Creadores,179,139,2,0
621,Ulduar,180,147,0,0
622,La Antecámara de Ulduar,180,148,1,0
623,El Sagrario Interior de Ulduar,180,149,2,0
624,La Prisión de Yogg-Saron,180,150,3,0
625,La Chispa de la Imaginación,180,151,4,0
626,El Ojo de la Mente,180,152,5,0
627,La Ciudadela Inferior,181,186,1,0
628,La Muralla de las Calaveras,181,187,2,0
629,Alto del Libramorte,181,188,3,0
630,La Guarida de la Reina de Escarcha,181,189,4,0
631,La Parte Alta,181,190,5,0
632,Dependencias Reales,181,191,6,0
633,El Trono Helado,181,192,7,0
634,Agonía de Escarcha,181,193,8,0
635,Cámaras Abisales,182,322,1,0
636,Trono de Neptulon,182,323,2,0
637,El Arca de las Luces,183,297,1,0
638,Tumba del Terracundo,183,298,2,0
639,Los Cuatro Tronos,183,299,3,0
640,Cámara de Incineración,184,283,1,0
641,Forja Crepuscular,184,284,2,0
642,Piso 1,185,208,1,0
643,Piso 2,185,209,2,0
644,Túneles de mina,186,177,3,0
645,Eje de mina,186,178,4,0
646,El Coliseo Argenta,187,172,1,0
647,Las Profundidades Heladas,187,173,2,0
648,Planta principal,188,181,2,0
649,Piso superior,188,182,3,0
650,Cámara Partida,189,285,1,0
651,Bóveda de la Llama de las Sombras,189,286,2,0
652,El Enclave Crepuscular,190,294,1,0
653,Trono del Apocalipsis,190,295,2,0
654,Las Cavernas Crepusculares,190,296,3,0
655,Tierras de Fuego,191,367,0,0
656,El Yunque de Conflagración,191,368,1,0
657,Fortaleza de Sulfuron,191,369,2,0
658,Sala de la Luna Creciente,192,391,1,0
659,El Mercado Imperial,192,392,2,0
660,El Paso del Emperador,193,393,3,0
661,El Intercambio Imperial,193,394,4,0
662,Cantera Superior,194,372,6,0
