SourceText_lang,ID,ItemID,Flags,SourceTypeEnum
|cFFFFD200Источник: |rcлучайная добыча,1,1973,0,0
|cFFFFD200Аукцион черного рынка|r,4,32566,0,2
|cFFFFD200Аукцион черного рынка|r,5,33223,0,2
|cFFFFD200Аукцион черного рынка|r,7,38578,0,2
|cFFFFD200Событие: |rЛюбовная лихорадка|n|cFFFFD200Торговец: |rмилая продавщица|n|cFFFFD200Зона: |rстолицы|n|cFFFFD200Цена: |r10|TINTERFACE\ICONS\INV_VALENTINESCARD01.BLP:0|t|n|n,9,34480,0,6
|cFFFFD200Промоакция|r,12,67097,0,7
|cFFFFD200Торговец: |rТекс Завихток|n|cFFFFD200Зона: |rАзшара|n|cFFFFD200Цена: |r5000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,16,68806,0,2
|cFFFFD200Торговец: |rАйла Темная Буря|n|cFFFFD200Зона: |rОгненная передовая|n|cFFFFD200Цена: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,17,70161,0,2
"|cFFFFD200Событие:|r Тыквовин|n|cFFFFD200Торговец: |rЧаб, Дороти|n|cFFFFD200Зона: |rТирисфальские леса, Штормград|n|cFFFFD200Цена: |r150|TINTERFACE\ICONS\ACHIEVEMENT_HALLOWEEN_CANDY_01.BLP:0|t|n|n",18,70722,0,6
|cFFFFD200Промоакция|r,19,72161,0,7
|cFFFFD200Источник: |rПандария,20,72231,2,0
|cFFFFD200Источник: |rЙорик Острый Глаз|n|cFFFFD200Зона: |rВечноцветущий дол,21,86568,0,0
|cFFFFD200Источник: |rКан Похититель Душ|n|cFFFFD200Зона: |rВечноцветущий дол,22,86571,0,0
|cFFFFD200Источник: |rХавак|n|cFFFFD200Зона: |rвершина Кунь-Лай,23,72221,2,0
|cFFFFD200Источник: |rУрголакс|n|cFFFFD200Зона: |rВечноцветущий дол,24,86575,0,0
|cFFFFD200Источник: |rСки'тик|n|cFFFFD200Зона: |rвершина Кунь-Лай,25,72225,2,0
"|cFFFFD200Задание: |r""Благословение Элуны""|n|cFFFFD200Зона: |rЛунная поляна",29,21540,0,1
,30,33079,2,7
|cFFFFD200Профессия: |rархеология,33,64651,0,3
