ID,Title_lang,GarrTypeID,ClassID,MaxTiers,UiOrder,Flags,UiTextureKitID,GarrTalentTreeType,PlayerConditionID,FeatureTypeIndex,FeatureSubtypeIndex,CurrencyID
4,,3,10,7,0,0,0,0,0,0,0,0
31,,3,7,7,0,0,0,0,0,0,0,0
107,,3,11,7,0,0,0,0,0,0,0,0
110,,3,9,7,0,0,0,0,0,0,0,0
113,,3,3,7,0,0,0,0,0,0,0,0
116,,3,8,7,0,0,0,0,0,0,0,0
119,,3,2,7,0,0,0,0,0,0,0,0
122,,3,1,7,0,0,0,0,0,0,0,0
125,,3,12,7,0,0,0,0,0,0,0,0
128,,3,6,7,0,0,0,0,0,0,0,0
131,,3,4,7,0,0,0,0,0,0,0,0
134,,3,5,7,0,0,0,0,0,0,0,0
150,,111,0,8,0,0,0,1,0,0,0,0
151,,3,0,7,0,0,253,0,0,0,0,0
152,Военная разработка,9,0,6,0,1,0,0,0,0,0,0
153,Военная разработка,9,0,6,0,1,0,0,0,0,0,0
260,Visions Research [NYI],9,0,6,0,0,253,0,0,0,0,0
263,Исследования МАТРИАРХа – один игрок,9,0,4,0,0,253,0,0,0,0,0
264,Исследования МАТРИАРХа – группа,9,0,4,0,0,253,0,0,0,0,0
265,Исследования МАТРИАРХа – азартные технологии,9,0,2,0,0,253,0,0,0,0,0
266,Исследования МАТРИАРХа – прохождение на время,9,0,2,0,0,253,0,0,0,0,0
267,Исследования МАТРИАРХа – исследователь,9,0,3,0,0,253,0,0,0,0,0
268,Исследования МАТРИАРХа – важные этапы,9,0,2,0,0,253,1,0,0,0,0
271,Исследования МАТРИАРХа,9,0,6,0,0,5273,1,0,0,0,1719
272,"Наджия, Клинок Туманов",111,0,5,0,0,253,1,0,6,0,0
275,Творец Снов,111,0,12,0,16,0,0,79281,6,3,0
276,Ния,111,0,12,0,16,0,0,79279,6,3,0
304,Генерал Дрейвен,111,0,12,0,16,0,0,79288,6,2,0
307,Транспортная сеть,111,0,3,0,16,0,0,0,2,3,0
308,Транспортная сеть,111,0,3,0,16,5283,0,0,2,1,0
309,Транспортная сеть,111,0,3,0,16,0,0,0,2,2,0
310,Транспортная сеть,111,0,3,0,16,0,0,0,2,4,0
311,Проводник анимы,111,0,3,0,16,0,0,0,1,3,0
312,Проводник анимы,111,0,3,0,16,5283,0,0,1,1,0
313,Проводник анимы,111,0,3,0,16,0,0,0,1,4,0
314,Проводник анимы,111,0,3,0,16,0,0,0,1,2,0
315,Командирский стол,111,0,3,0,16,0,0,0,3,3,0
316,Командирский стол,111,0,3,0,16,5283,0,0,3,1,0
317,Командирский стол,111,0,3,0,16,0,0,0,3,2,0
318,Командирский стол,111,0,3,0,16,0,0,0,3,4,0
319,Королевский зимний сад,111,0,5,0,16,0,0,0,5,3,0
320,Путь Перерождения,111,0,5,0,16,5283,0,0,5,1,0
321,Фабрика поганищ,111,0,5,0,16,0,0,0,5,4,0
324,Пепельный двор,111,0,5,0,0,0,1,0,5,2,0
325,Изобретатель чумы Марилет,111,0,12,0,16,0,0,79284,6,4,0
326,Ревендрет – улучшения резервуаров,111,0,3,0,16,5285,0,0,4,2,0
327,Бастион – улучшения резервуаров,111,0,3,0,16,5283,0,0,4,1,0
328,Арденвельд – улучшения резервуаров,111,0,3,0,16,5305,0,0,4,3,0
329,Малдраксус – улучшения резервуаров,111,0,3,0,16,5287,0,0,4,4,0
330,Эмени,111,0,12,0,16,0,0,79285,6,4,0
334,Корейн,111,0,12,0,16,0,0,79283,6,3,0
335,Chris Test Tree Set,3,0,2,0,0,0,0,0,0,0,0
345,Перенаправление анимы,111,0,1,0,0,5283,1,0,7,1,0
346,Перенаправление анимы,111,0,1,0,0,5305,1,0,7,3,0
347,Перенаправление анимы,111,0,1,0,0,5287,1,0,7,4,0
348,Перенаправление анимы,111,0,1,0,0,5285,1,0,7,2,0
349,Костоплав Гейрмир,111,0,12,0,16,0,0,81502,6,4,0
357,Пелагий,111,0,12,0,16,0,0,81504,6,1,0
360,Клейя,111,0,12,0,16,0,0,81505,6,1,0
365,Миканикос,111,0,12,0,16,0,0,81506,6,1,0
368,"Наджия, Клинок Туманов",111,0,12,0,16,0,0,81503,6,2,0
392,Безумный герцог Теотар,111,0,12,0,16,0,0,83261,6,2,0
393,Бастион – способности ковенанта,111,0,2,0,0,5283,1,0,0,1,0
395,Малдраксус – способности ковенанта,111,0,2,0,0,5287,1,0,0,4,0
396,Ревендрет – способности ковенанта,111,0,2,0,0,5279,1,0,0,2,0
397,Арденвельд – способности ковенанта,111,0,2,0,0,5301,1,0,0,3,0
461,Шкатулка многих тайн,111,0,6,0,4,5400,1,0,0,0,1904
463,Прогресс навыков дракона-побратима,111,0,9,0,0,0,0,0,0,0,42
465,Консоль улучшения устройств,111,0,3,0,0,253,1,0,0,0,1979
466,Сердечник Прародителей,111,0,4,0,0,5273,1,0,0,0,1979
467,Прогресс навыков дракона-побратима,111,0,3,0,0,0,1,0,0,0,0
468,Сердечник Прародителей JZB,9,0,7,0,0,5273,0,0,0,0,1979
474,Консоль исследования шифров,111,0,7,0,12,5415,1,0,8,0,1979
476,Настройка облика Покопока,111,0,6,0,0,5419,0,0,0,0,0
479,Чучело рокочущего ящера,111,0,3,0,0,5166,1,0,0,0,2011
482,Навыки езды на драконах,111,0,9,0,0,5273,1,0,0,0,0
483,Снаряжение охотника на монстров,111,0,5,0,0,5419,0,0,0,0,0
484,Навыки наездника-мастера,111,0,9,0,0,0,1,0,0,0,2045
485,Шикаарские приемы охоты,111,0,4,0,0,5415,1,0,0,0,2003
486,Выберите спутника,111,0,2,0,0,5487,0,0,0,0,2003
487,Прогресс с кланом Тирай,111,0,4,0,0,5419,1,0,0,0,0
