Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
,,2,61892,0,132332,4,49,-1,6,7,0
"В центре логики механической белки заложены программы сбора как орехов, так и болтов – зимой все пригодится.",|cFFFFD200Профессия: |rинженерное дело,39,2671,4055,656559,9,2,3,6,7,0
"Донни Антания хочет, чтобы после смерти вместе с ней похоронили бомбейскую кошку. Мудрый искатель приключений может использовать ее таланты с гораздо большей пользой.",|cFFFFD200Торговец: |rДонни Антания|n|cFFFFD200Зона: |rЭлвиннский лес|n|cFFFFD200Цена: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,40,7385,10673,656575,7,2,2,6,7,0
Донни Антания приглашает этих кошек на свои чаепития. Но она не наливает им их любимый напиток: слезы их врагов.,|cFFFFD200Торговец: |rДонни Антания|n|cFFFFD200Зона: |rЭлвиннский лес|n|cFFFFD200Цена: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,41,7384,10674,656577,7,2,2,6,7,0
"В старой альтеракской пословице говорится: ""У кошки девять жизней, но нужна ей только одна"".",|cFFFFD200Источник: |rслучайная добыча|n|cFFFFD200Зона: |rпредгорья Хилсбрада,42,7383,10675,656574,7,2,0,6,7,0
"Последний, кто пытался приучить эту кошку к чистоте, выяснил, что лучше грязный коврик, чем изорванное в клочки все остальное.","|cFFFFD200Торговец: |rДонни Антания, Стивен Лисбен |n|cFFFFD200Зона: |rЭлвиннский лес|n|cFFFFD200Цена: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",43,7382,10676,656578,7,2,2,6,7,0
Известна своими голубыми глазами. Также считается деликатесом у гигантских мурлоков.,|cFFFFD200Торговец: |rделец Рашаад|n|cFFFFD200Зона: |rПустоверть|n|cFFFFD200Цена: |r60|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,44,7380,10677,656579,7,2,2,6,7,0
Сон – второе любимое занятие этой кошки. Первое – это зевание.,|cFFFFD200Торговец: |rДонни Антания|n|cFFFFD200Зона: |rЭлвиннский лес|n|cFFFFD200Цена: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,45,7381,10678,656580,7,2,2,6,7,0
"У королевы было три котенка. Первый принес ей толстую крысу. Второй вкусного кролика. А белый, ее любимый, – голову ее противника.",|cFFFFD200Торговец: |rМалыш Тимми|n|cFFFFD200Зона: |rШтормград|n|cFFFFD200Цена: |r60|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,46,7386,10679,656581,7,2,2,6,7,0
"Некоторые говорят, что эту умную птичку можно научить говорить, но она недостаточно умна, чтобы держать клюв закрытым.","|cFFFFD200Торговец: |rГарри ""Без крючков"", Наркк|n|cFFFFD200Зона: |rмыс Тернистой долины|n|cFFFFD200Цена: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",47,7390,10680,132921,2,2,2,6,7,0
