Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
Дуротар,1,12,6,0,3,0,0,0,0,0,0,0,70,0,0
Грот Пылающего Клинка,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Крепость Тирагард,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Крепость Тирагард,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Скала Черепа,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Пещера Пыльного Ветра,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Мулгор,7,12,6,0,3,0,0,0,0,0,0,0,71,0,0
Утес Бледногривов,8,7,0,0,5,0,0,0,0,0,0,0,0,0,0
Рудник Торговой компании,9,7,0,0,5,0,0,0,0,0,0,0,0,0,0
Северные степи,10,12,6,0,3,0,0,0,0,0,0,0,3,0,0
Пещеры Стенаний,11,10,0,0,5,0,0,0,0,0,0,0,0,0,0
Калимдор,12,947,0,0,2,0,0,0,0,0,0,0,2844,0,0
Восточные королевства,13,947,0,0,2,0,0,0,0,0,0,0,2844,0,0
Нагорье Арати,14,13,6,0,3,10,1,0,0,1,0,0,17,0,0
Бесплодные земли,15,13,6,0,3,0,0,0,0,0,0,0,27,0,0
Ульдаман,16,15,0,0,5,0,0,0,0,0,0,0,0,0,0
Выжженные земли,17,13,6,0,3,0,0,0,0,0,0,0,34,0,0
Тирисфальские леса,18,13,6,0,3,0,0,0,0,0,0,0,75,0,0
Монастырь Алого ордена,19,18,0,0,5,0,0,0,0,0,0,0,0,0,0
Последнее пристанище Хранителя,20,18,0,0,5,0,0,0,0,0,0,0,0,0,0
Серебряный бор,21,13,6,0,3,0,0,0,0,0,0,0,7,0,0
Западные Чумные земли,22,13,6,0,3,0,0,0,0,0,0,0,25,0,0
Восточные Чумные земли,23,13,6,0,3,0,0,0,0,0,0,0,35,0,0
Часовня Последней Надежды,24,23,0,0,5,0,0,0,0,0,0,0,0,0,0
Предгорья Хилсбрада,25,13,6,0,3,0,0,0,0,0,0,0,11,0,0
Внутренние земли,26,13,6,0,3,0,0,0,0,0,0,0,20,0,0
Дун Морог,27,13,6,0,3,0,0,0,0,0,0,0,74,0,0
Туннель Холодной долины,28,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Серая берлога,29,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Новый Город Механиков,30,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Карьер Гол'Болар,31,27,0,0,5,0,0,0,0,0,0,0,0,0,0
Тлеющее ущелье,32,13,6,0,3,0,0,0,0,0,0,0,29,0,0
Черная гора,33,36,0,0,5,0,0,0,0,0,0,0,0,0,0
Черная гора,34,36,0,0,5,0,0,0,0,0,0,0,0,0,0
Черная гора,35,32,0,0,5,0,0,0,0,0,0,0,0,0,0
Пылающие степи,36,13,6,0,3,0,0,0,0,0,0,0,30,0,0
Элвиннский лес,37,13,6,0,3,0,0,0,0,0,0,0,73,0,0
Рудник Подземных Глубин,38,37,0,0,5,0,0,0,0,0,0,0,0,0,0
