ID,TutorialText_lang,SpellID,ActionBarOverrideSpellID,SpellLabel,UiTextureKitID,UiPriority
1,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,170108,0,5289,0
2,Доступна новая способность кирий!|n|nВы можете перенести ее на панель команд.,313347,313335,0,5290,100
3,Доступна новая способность кирий!|n|nВы можете перенести ее на панель команд.,326526,326532,0,5290,200
4,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,170097,0,5289,0
5,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,170109,0,5289,0
6,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,166499,0,5291,0
7,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,166498,0,5291,0
8,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,161693,0,5292,0
9,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,161694,0,5293,0
10,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,168474,0,5294,0
11,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,166502,0,5295,0
12,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,162131,0,5296,0
13,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,168478,0,5297,0
14,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,171333,0,5298,0
15,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,171334,0,5298,0
16,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,166500,0,5295,0
17,Доступна новая способность гарнизона!|n|nВы можете перенести ее на панель команд.,161691,162130,0,5299,0
18,,211390,0,193,5300,0
19,,251463,0,321,0,0
20,,264739,0,391,0,0
21,,314955,0,851,0,0
22,Доступна новая способность вентиров!|n|nВы можете перенести ее на панель команд.,313347,315593,0,5303,100
23,Доступна новая способность вентиров!|n|nВы можете перенести ее на панель команд.,326526,329350,0,5303,200
24,Доступна новая способность вентиров!|n|nВы можете перенести ее на панель команд.,313347,329887,0,5303,100
26,Доступна новая способность Арденвельда!|n|nВы можете перенести ее на панель команд.,313347,331114,0,5310,100
27,Доступна новая способность Арденвельда!|n|nВы можете перенести ее на панель команд.,313347,331119,0,5310,100
28,Доступна новая способность Арденвельда!|n|nВы можете перенести ее на панель команд.,326526,331120,0,5310,200
29,Доступна новая способность некролордов!|n|nВы можете перенести ее на панель команд.,313347,334387,0,5311,100
30,Доступна новая способность некролордов!|n|nВы можете перенести ее на панель команд.,326526,334388,0,5311,200
31,Доступна новая способность вентиров!|n|nВы можете перенести ее на панель команд.,326526,340716,0,5303,200
