ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
7,Alexander's Hand,Rushes at the enemy to inflict damage.,132109,2,0,0,0
70,Heal Back Line Test,"Heal's back line 50, but has a 2-turn cooldown",135915,0,2,0,0
71,Damage Test,,135807,6,0,0,0
72,MultiEffect Test,,135817,0,0,0,0
73,Multi Turn Test,"Bites the target, dealing [StandardDamage(1,1)] damage immediately, then [StandardDamage(2,1)] damage on the next round.

Lasts [numTurns()] |4round:rounds;.",0,1,0,0,0
74,MultiEffect and Multi Turn Test,,0,1,0,0,0
77,Крепкая ловушка,"Попытка поймать питомца, у которого осталось меньше 35% здоровья. Каждая неудачная попытка увеличивает вероятность поимки на 25%.",646380,0,0,0,6
78,Apply Timed Dot Test,,0,0,5,0,0
79,Aura Damage10 Test,,0,-1,0,0,0
80,Apply Aura Test,,237179,0,0,0,0
81,Aura Bomb 75 Test,,0,0,0,0,0
82,Apply Dot until cancel test,,0,6,0,0,0
83,Apply Pad Aura Test,,460858,2,0,0,0
84,PadAuraTest,,132325,-1,0,104,0
85,Apply Stun test,,135891,1,0,0,0
86,Stun Aura Test,asdfasdfasdf,135906,-1,0,103,0
87,Apply Swap Lock,,460694,9,0,0,0
88,Swap Lock Aura,,132089,-1,0,0,0
97,Stun Shot,,0,6,0,0,0
110,Укус,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Кусает противника, нанося ему [StandardDamage(1,1)] ед. |3-9([School()]).",132127,7,0,0,0
111,Удар рукой,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Колотит цель, нанося ей [StandardDamage(1,1)] ед. |3-9([School()]).",132298,0,0,0,0
112,Клевать,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Бьет противника острым клювом, нанося [StandardDamage(1,1)] ед. |3-9([School()]).",133707,2,0,0,0
113,Палящее пламя,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Направляет на противника поток пламени, нанося [StandardDamage(1, 1)] ед. |3-9([School()]).",132839,6,0,0,0
114,Луч,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Поражает противников мощью тайной магии, нанося [StandardDamage(1,1)] ед. урона |3-11([petTypeName(abilityPetType())]).",135189,5,0,0,0
115,Дыхание,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Опаляет врага драконьим дыханием, нанося [StandardDamage(1, 1)] ед. |3-9([School()]).",135807,1,0,0,0
116,Молния,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Запускает в противника молнию, нанося [StandardDamage(1,1)] ед. |3-9([School()]).",136099,9,0,0,0
117,Ядовитые когти,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Вспарывает плоть врага ядовитыми когтями, нанося [StandardDamage(1, 1)] ед. |3-9([School()]).",237390,3,0,0,0
118,Сильная струя воды,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Обдает противника струей воды, нанося [StandardDamage(1,1)] ед. урона |3-11([petTypeName(abilityPetType())]).",463570,8,0,0,0
119,Царапины,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Царапает противника, нанося [StandardDamage(1,1)] ед. |3-9([School()]).",611425,4,0,0,0
120,Воющий ветер,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Наносит [StandardDamage(1,1)] ед. |3-9([School()]).

Дополнительно наносит [StandardDamage(1,4)] ед. урона, если цель |cFF0070DDзаморожена|r.",135833,6,3,0,0
121,Лик смерти,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Наносит [StandardDamage(1,1)] ед. урона от нежити и восстанавливает здоровье в объеме [points(1,3)]% от нанесенного урона.",136145,3,0,0,0
122,Взмах хвостом,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Наносит [StandardDamage(1,2)] ед. |3-9([School()]). Если питомец бьет последним, вместо этого наносит [StandardDamage(1,1)] ед. |3-9([School()]).",237407,1,0,0,0
123,Волна исцеления,"Восстанавливает [StandardDamage(1,1)] ед. здоровья.",136042,8,3,0,2
124,Буйство,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Впадает в состояние безудержной ярости, нанося [StandardDamage(1,1)] ед. |3-9([School()]).

Атака повторяется каждый раунд в течение [numTurns()] |4раунда:раундов:раундов;.",132176,7,3,0,0
125,Stun Test 2.0,TEST: Patty Mac Stun,460857,3,0,0,0
131,Stun Aura Test 2.0,,0,-1,0,3,0
132,Custom Scripted Effect Test,,132090,0,0,0,0
133,Aura - Damage Shield 2.0,,0,-1,0,2,0
134,Damage Shield 2.0test,,0,0,0,0,0
135,Безупречная ловушка,"Попытка поймать питомца, у которого осталось меньше 35% здоровья. Каждая неудачная попытка увеличивает вероятность поимки на 30%.",638662,0,0,0,6
149,Heal Test 2.0,,538569,4,0,0,0
150,Custom Scripted Turn Test,,236216,4,0,0,0
151,Ядовитый клык,"Наносит [StandardDamage(1,1)] ед. |3-9([School()]) каждый раунд.

|cFF1EFF00Отравление.|r",136067,7,0,25,1
152,Ядовитый клык,"|cffffffffВероятность попадания: [StandardAccuracy(1,1)]|r

Мгновенно наносит [StandardDamage(1,1)] ед. |3-9([School()]) и дополнительно |cFF1EFF00отравляет|r цель, нанося ей [StandardDamage(1,1,379)] ед. |3-9([School(379)]) каждый раунд в течение [duration(1,2)] |4раунд:раунда:раундов;.",136067,7,0,0,0
153,Ослабление атаки,"Наносимый урон снижен на [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 153 ))]%.",653219,-1,0,334,3
154,Снижение скорости,"Скорость снижена на [abs(abilityStateMod(25,154))]%.",653221,-1,0,316,3
