ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
3,Плотояд,,,,0,6,0,0,987,0,0,0,1,1,1,1,0,0,0
89,Инфернал,,,,0,3,108,0,87778,0,0,0,1,1,1,1,0,0,0
304,Конь Скверны,,,,0,3,0,0,2346,0,0,0,1,1,1,1,0,0,0
305,Белый жеребец,,,,0,1,0,0,2410,0,0,0,1,1,1,1,0,0,0
416,Бес,,,,0,3,23,0,64799,0,0,0,1,1,1,1,0,0,0
417,Охотник Скверны,,,,0,3,15,0,113609,0,0,0,1,1,1,1,0,0,0
444,Лорд Поросенок,,,,0,14,0,0,22938,0,0,0,1,1,1,1,0,0,0
721,Кролик,,,,0,8,0,0,328,4626,0,0,1,1,1,1,0,0,0
1748,Верховный лорд Болвар Фордрагон,,,,1,7,0,0,5566,0,0,0,1,1,1,1,2178,143,0
1860,Демон Бездны,,,,0,3,16,0,113621,0,0,0,1,1,1,1,0,0,0
1863,Суккуб,,,,0,3,17,0,77396,0,0,0,1,1,1,1,0,0,0
2671,Механическая белка,,,,0,12,0,0,7937,0,0,0,1,1,1,1,0,0,0
2748,Аркедас,,Древний Каменный Страж,,1,5,0,0,5988,0,0,0,1,1,1,1,2557,0,0
3524,Дух волка,,,,0,1,0,0,1236,0,0,0,1,1,1,1,0,0,0
3771,Призыватель огня из племени Каменного Сердца,,,,0,3,0,0,2013,0,0,0,0,0,0,0,0,0,0
3823,Светлолапый бегун,,,,0,1,1,0,802,0,0,0,0,0,0,0,0,0,0
3956,Харклан Лунная Роща,,Товары для алхимиков,,0,7,0,0,4183,0,0,0,0,0,0,0,0,0,0
4075,Крыса,,,,0,8,0,0,1141,1418,2176,0,2,2,1,1,0,0,0
4274,Фенрус Пожиратель,,,,1,1,0,0,20180,0,0,0,0,1,1,1,0,0,0
4275,Верховный маг Аругал,,,,1,7,0,0,2353,0,0,0,0,1,1,1,6322,0,0
4780,Черный баран,,,,0,1,0,0,2784,0,0,0,1,1,1,1,0,0,0
5198,Полярный верховой волк,,,,0,1,0,0,1166,0,0,0,1,1,1,1,0,0,0
7109,Скверноподданный из племени Нефритового Пламени,,,,0,3,0,0,11334,0,0,0,0,0,0,0,0,0,0
7380,Сиамская кошка,,,,0,12,0,0,5585,0,0,0,1,1,1,1,0,0,0
7381,Серебристая полосатая кошка,,,,0,12,0,0,5555,0,0,0,1,1,1,1,0,0,0
7382,Рыжая полосатая кошка,,,,0,12,0,0,5554,0,0,0,1,1,1,1,0,0,0
7383,Серая полосатая кошка,,,,0,12,0,0,5448,0,0,0,1,1,1,1,0,0,0
7384,Корниш-рекс,,,,0,12,0,0,5586,0,0,0,1,1,1,1,0,0,0
7385,Бомбейская кошка,,,,0,12,0,0,5556,0,0,0,1,1,1,1,0,0,0
7386,Белый котенок,,,,0,12,0,0,9990,0,0,0,1,1,1,1,0,0,0
7387,Зеленокрылый ара,,,,0,12,0,3,5207,0,0,0,1,1,1,1,0,0,0
7388,Какаду,,,,0,12,0,3,6189,0,0,0,1,1,1,1,0,0,0
7389,Сенегальский попугай,,,,0,12,0,3,6190,0,0,0,1,1,1,1,0,0,0
7390,Корелла,,,,0,12,0,3,6191,0,0,0,1,1,1,1,0,0,0
7391,Гиацинтовый ара,,,,0,12,0,3,6192,0,0,0,1,1,1,1,0,0,0
7392,Степная курица,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7393,Белая плимутская кура,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7394,Анконская курица,,,,0,12,0,0,5369,0,0,0,1,1,1,1,0,0,0
7395,Подгородский таракан,,,,0,12,0,0,2177,0,0,0,1,1,1,1,0,0,0
7543,Маленький темный дракончик,,,,0,12,0,3,6288,0,0,0,1,1,1,1,0,0,0
7544,Маленький багровый дракончик,,,,0,12,0,3,6290,0,0,0,1,1,1,1,0,0,0
7545,Маленький изумрудный дракончик,,,,0,12,0,3,6291,0,0,0,1,1,1,1,0,0,0
7546,Маленький бронзовый дракончик,,,,0,12,0,3,6292,0,0,0,1,1,1,1,0,0,0
7547,Лазурный дракончик,,,,0,12,0,3,6293,0,0,0,1,1,1,1,0,0,0
7548,Фейлинг,,,,0,12,303,0,6294,0,0,0,1,1,1,1,0,0,0
7549,Древесная лягушка,,,,0,12,0,0,6295,0,0,0,1,1,1,1,0,0,0
7550,Лесная лягушка,,,,0,12,0,0,901,0,0,0,1,1,1,1,0,0,0
7551,Лягушка-попрыгушка,,,,0,12,0,0,6296,0,0,0,1,1,1,1,0,0,0
7552,Островная лягушка,,,,0,12,0,0,6297,0,0,0,1,1,1,1,0,0,0
7553,Большой рогатый филин,,,,0,12,0,3,4615,0,0,0,1,1,1,1,0,0,0
7554,Белоснежная сова,,,,0,14,0,3,6298,0,0,0,1,1,1,1,0,0,0
7555,Ястребиная сова,,,,0,12,0,3,6299,0,0,0,1,1,1,1,0,0,0
7556,Филин,,,,0,12,0,3,6300,0,0,0,1,1,1,1,0,0,0
