ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
4,Истребитель орков,Увеличивает вероятность успеха в бою с орками.,1,1,897144,0,1
5,Снежная буря,Применяется магом для нанесения урона нескольким противникам.,0,1,135857,0,0
6,Блок щитом,"Используется воином, чтобы значительно уменьшить получаемый урон.",0,1,132362,0,0
7,Горец,Увеличивает вероятность успеха в бою в горах.,6,1,236848,0,1
8,Хладнокровие,Увеличивает вероятность успеха в бою на снегу.,6,1,236833,0,1
9,Пустынник,Увеличивает вероятность успеха в бою в пустыне.,6,1,236846,0,1
10,Духовное рвение,Применяется жрецом для защиты цели от опасности (или просто для забавы).,0,1,463835,0,0
11,Молитва исцеления,Применяется жрецом для исцеления группы союзников.,0,1,135943,0,0
29,Способный ученик,"Увеличивает опыт, получаемый этим соратником за выполнение задания, на 50%.",7,1,236225,0,33
30,Прирожденный лидер,"Увеличивает опыт, получаемый всеми соратниками за выполнение задания.",0,1,236362,0,3
36,Истребитель демонов,Увеличивает вероятность успеха в бою с демонами.,1,1,254651,0,1
37,Зверобой,Увеличивает вероятность успеха в бою с животными.,1,1,298659,0,1
38,Истребитель огров,Увеличивает вероятность успеха в бою с ограми.,1,1,236695,0,1
39,Истребитель изначальных,Увеличивает вероятность успеха в бою с изначальными и их прислужниками.,1,1,254105,0,1
40,Истребитель гроннов,Увеличивает вероятность успеха в бою с разрушителями и их прислужниками.,1,1,236412,0,1
41,Истребитель элементалей,Увеличивает вероятность успеха в бою с яростными духами стихий.,1,1,254652,0,1
42,Убийца созданий Бездны,Повышает вероятность успеха в бою с аберрациями и нежитью.,1,1,298680,0,1
43,Истребитель араккоа,Увеличивает вероятность успеха в бою с араккоа и их прислужниками.,1,1,952507,0,1
44,Натуралист,Увеличивает вероятность успеха в бою в лесу.,6,1,236830,0,1
45,Пещерный обитатель,Увеличивает вероятность успеха в бою под землей.,6,1,409595,0,1
46,Знаток джунглей,Увеличивает вероятность успеха в бою в джунглях.,6,1,236850,0,1
47,Мастер-убийца,Очень сильно увеличивает вероятность успешного выполнения задания.,11,1,458726,0,19
48,Болотоходец,Увеличивает вероятность успеха в бою на болоте.,6,1,236819,0,1
49,Знаток равнин,Увеличивает вероятность успеха в бою на равнине.,6,1,236712,0,1
52,Горное дело,При отправке этого соратника в шахту повышает выработку.,5,1,4620679,0,33
53,Травничество,"При отправке этого соратника в травяной сад дает преимущества, связанные с навыком травничества, и повышает выработку.",5,1,4620675,0,33
54,Алхимия,"В алхимической лаборатории дает преимущества, связанные с навыком алхимии. Повышает шанс успешного выполнения заданий по алхимии.",5,1,4620669,0,33
55,Кузнечное дело,В кузнице снижает скорость износа экипировки и повышает выработку. Повышает шанс успешного выполнения заданий по кузнечному делу.,5,1,4620670,0,33
56,Наложение чар,В павильоне наложения чар дает преимущества по профессии. Повышает шанс успешного выполнения заданий по наложению чар.,5,1,4620672,0,33
57,Инженерное дело,В инженерной мастерской позволяет приобретать особые приспособления и повышает выработку. Выше шанс выполнения заданий по инженерному делу.,5,1,136243,0,33
58,Начертание,В мастерской начертателя дает возможность изготавливать особые документы и увеличивает выработку. Повышает шанс успешного выполнения заданий по начертанию.,5,1,4620676,0,33
59,Ювелирное дело,"В лавке самоцветов дает преимущества, связанные с навыком ювелирного дела. Повышает шанс успешного выполнения заданий по ювелирному делу.",5,1,4620677,0,33
60,Кожевничество,В кожевне позволяет изготавливать палатки и повышает выработку. Повышает шанс успешного выполнения заданий по кожевничеству.,5,1,4620678,0,33
61,Портняжное дело,"В швейной лавке дает преимущества, связанные с навыком портняжного дела, и повышает выработку. Повышает шанс успешного выполнения заданий по портняжному делу.",5,1,4620681,0,33
62,Снятие шкур,При отправке этого соратника в хлев повышает выработку при работе по заказам в зависимости от уровня соратника.,5,1,4620680,0,33
63,Друг гномов,Увеличивает вероятность успеха при выполнении задания вместе с гномом.,4,1,236446,73,9
