ID,Name_lang,Description_lang,Rarity,SpellID,ResearchBranchID,NumSockets,TextureFileID,RequiredWeight
9,Пьютеровый кубок,"Дворфы Стальгорна некогда происходили из трех кланов: Бронзобородов, Громового Молота и Черного Железа. После гражданской войны Бронзобороды остались править в Стальгорне, клан Громового Молота отступил во Внутренние Земли и на Сумеречное нагорье. Дворфы из клана Черного Железа обосновались между Красногорьем и Пылающими степями, под сенью Черной горы.",0,86857,1,1,461832,35
13,Test: Rare Dwarf Project Test 2,,1,84796,0,5,0,50
40,Керамическая погребальная урна,"Дворфы Стальгорна некогда происходили из трех кланов: Бронзобородов, Громового Молота и Черного Железа. После гражданской войны Бронзобороды остались править в Стальгорне, клан Громового Молота отступил во Внутренние Земли и на Сумеречное нагорье. Дворфы из клана Черного Железа обосновались между Красногорьем и Пылающими степями, под сенью Черной горы.",0,86864,1,1,461832,35
42,Иссеченный охотничий нож,"Дворфы Стальгорна некогда происходили из трех кланов: Бронзобородов, Громового Молота и Черного Железа. После гражданской войны Бронзобороды остались править в Стальгорне, клан Громового Молота отступил во Внутренние Земли и на Сумеречное нагорье. Дворфы из клана Черного Железа обосновались между Красногорьем и Пылающими степями, под сенью Черной горы.",0,86865,1,0,461832,30
44,Игральные кости,"Дворфы Стальгорна некогда происходили из трех кланов: Бронзобородов, Громового Молота и Черного Железа. После гражданской войны Бронзобороды остались править в Стальгорне, клан Громового Молота отступил во Внутренние Земли и на Сумеречное нагорье. Дворфы из клана Черного Железа обосновались между Красногорьем и Пылающими степями, под сенью Черной горы.",0,86866,1,0,461832,32
70,Каменный грифон,"Дворфы Стальгорна некогда происходили из трех кланов: Бронзобородов, Громового Молота и Черного Железа. После гражданской войны Бронзобороды остались править в Стальгорне, клан Громового Молота отступил во Внутренние Земли и на Сумеречное нагорье. Дворфы из клана Черного Железа обосновались между Красногорьем и Пылающими степями, под сенью Черной горы.",0,88180,1,1,461832,35
72,Крученое серебряное ожерелье,"Дворфы Стальгорна некогда происходили из трех кланов: Бронзобородов, Громового Молота и Черного Железа. После гражданской войны Бронзобороды остались править в Стальгорне, клан Громового Молота отступил во Внутренние Земли и на Сумеречное нагорье. Дворфы из клана Черного Железа обосновались между Красногорьем и Пылающими степями, под сенью Черной горы.",0,88181,1,1,461832,34
77,Зандаларская кукла вуду,"Полагают, что племя Зандалари было первым племенем троллей и что все остальные тролли произошли от него. Зандалари считались высшей кастой жрецов. Тролли из этого племени без устали работали над тем, чтобы сохранить традиции троллей и их социальный уклад. Из многочисленных племен, отколовшихся ранее от Зандалари, двумя самыми могущественными являются Гурубаши и Амани.",0,88262,8,0,461842,27
87,Амулет Хир'ика,"Полагают, что племя Зандалари было первым племенем троллей и что все остальные тролли произошли от него. Зандалари считались высшей кастой жрецов. Тролли из этого племени без устали работали над тем, чтобы сохранить традиции троллей и их социальный уклад. Из многочисленных племен, отколовшихся ранее от Зандалари, двумя самыми могущественными являются Гурубаши и Амани.",0,88907,8,0,461842,30
89,Амулет из лапки ящерицы,"Полагают, что племя Зандалари было первым племенем троллей и что все остальные тролли произошли от него. Зандалари считались высшей кастой жрецов. Тролли из этого племени без устали работали над тем, чтобы сохранить традиции троллей и их социальный уклад. Из многочисленных племен, отколовшихся ранее от Зандалари, двумя самыми могущественными являются Гурубаши и Амани.",0,88908,8,0,461842,32
91,Деревянный свисток,"Дворфы Стальгорна некогда происходили из трех кланов: Бронзобородов, Громового Молота и Черного Железа. После гражданской войны Бронзобороды остались править в Стальгорне, клан Громового Молота отступил во Внутренние Земли и на Сумеречное нагорье. Дворфы из клана Черного Железа обосновались между Красногорьем и Пылающими степями, под сенью Черной горы.",0,88909,1,0,461832,28
93,Пряжка с гербом Старой Наковальни,"Дворфы Стальгорна некогда происходили из трех кланов: Бронзобородов, Громового Молота и Черного Железа. После гражданской войны Бронзобороды остались править в Стальгорне, клан Громового Молота отступил во Внутренние Земли и на Сумеречное нагорье. Дворфы из клана Черного Железа обосновались между Красногорьем и Пылающими степями, под сенью Черной горы.",0,88910,1,0,426727,34
95,Черный трилобит,"Ископаемые – это сохранившиеся останки животных и растений древних эпох. Как правило, живые ткани замещаются минералами, которые сохраняют строение некогда живого организма.",0,88929,3,0,426727,31
97,Законсервированный прекрасный папоротник,"Ископаемые – это сохранившиеся останки животных и растений древних эпох. Как правило, живые ткани замещаются минералами, которые сохраняют строение некогда живого организма.",0,88930,3,0,426727,25
99,Шкатулка высокорожденных,"Калдорай – одна из древнейших рас Азерота. Самый мрачный момент в их истории пришелся на период, когда кель'дорай – высокорожденные, высшая каста эльфов – высвободили опасную магию. Она привлекла в мир Пылающий Легион, чей приход повлек за собой бесчисленные жертвы.",0,89009,4,0,426727,30
101,Инкрустированный гребень из бивневой кости,"Калдорай – одна из древнейших рас Азерота. Самый мрачный момент в их истории пришелся на период, когда кель'дорай – высокорожденные, высшая каста эльфов – высвободили опасную магию. Она привлекла в мир Пылающий Легион, чей приход повлек за собой бесчисленные жертвы.",0,89012,4,0,426727,30
103,Откровенная шелковая ночная сорочка,"Калдорай – одна из древнейших рас Азерота. Самый мрачный момент в их истории пришелся на период, когда кель'дорай – высокорожденные, высшая каста эльфов – высвободили опасную магию. Она привлекла в мир Пылающий Легион, чей приход повлек за собой бесчисленные жертвы.",0,89014,4,0,426727,30
106,Ископаемый детеныш,Есть что-то необычное в этом крошечном скелетике ящера. Пустые глазницы выглядят вовсе не пустыми. Неужто в них еще есть жизнь?,1,89693,3,0,458961,85
108,Фибула с орнаментом из оленьих рогов,"Калдорай – одна из древнейших рас Азерота. Самый мрачный момент в их истории пришелся на период, когда кель'дорай – высокорожденные, высшая каста эльфов – высвободили опасную магию. Она привлекла в мир Пылающий Легион, чей приход повлек за собой бесчисленные жертвы.",0,89696,4,1,426727,35
112,Нефритовая змейка с глазами-рубинами,"Полагают, что племя Зандалари было первым племенем троллей и что все остальные тролли произошли от него. Зандалари считались высшей кастой жрецов. Тролли из этого племени без устали работали над тем, чтобы сохранить традиции троллей и их социальный уклад. Из многочисленных племен, отколовшихся ранее от Зандалари, двумя самыми могущественными являются Гурубаши и Амани.",0,89701,8,1,426727,35
114,Золотая серьга с перьями,"Полагают, что племя Зандалари было первым племенем троллей и что все остальные тролли произошли от него. Зандалари считались высшей кастой жрецов. Тролли из этого племени без устали работали над тем, чтобы сохранить традиции троллей и их социальный уклад. Из многочисленных племен, отколовшихся ранее от Зандалари, двумя самыми могущественными являются Гурубаши и Амани.",0,89711,8,1,426727,34
118,Инкрустированный кубок Литого Кулака,"Дворфы Стальгорна некогда происходили из трех кланов: Бронзобородов, Громового Молота и Черного Железа. После гражданской войны Бронзобороды остались править в Стальгорне, клан Громового Молота отступил во Внутренние Земли и на Сумеречное нагорье. Дворфы из клана Черного Железа обосновались между Красногорьем и Пылающими степями, под сенью Черной горы.",0,89717,1,1,426727,34
120,Зловещий идол племени Тлеющего Терновника,"Полагают, что племя Зандалари было первым племенем троллей и что все остальные тролли произошли от него. Зандалари считались высшей кастой жрецов. Тролли из этого племени без устали работали над тем, чтобы сохранить традиции троллей и их социальный уклад. Из многочисленных племен, отколовшихся ранее от Зандалари, двумя самыми могущественными являются Гурубаши и Амани.",0,89890,8,1,426727,35
122,Окрашенное киноварью украшение,"Полагают, что племя Зандалари было первым племенем троллей и что все остальные тролли произошли от него. Зандалари считались высшей кастой жрецов. Тролли из этого племени без устали работали над тем, чтобы сохранить традиции троллей и их социальный уклад. Из многочисленных племен, отколовшихся ранее от Зандалари, двумя самыми могущественными являются Гурубаши и Амани.",0,89891,8,1,426727,35
124,Монета Эльдре'Таласа,"Калдорай – одна из древнейших рас Азерота. Самый мрачный момент в их истории пришелся на период, когда кель'дорай – высокорожденные, высшая каста эльфов – высвободили опасную магию. Она привлекла в мир Пылающий Легион, чей приход повлек за собой бесчисленные жертвы.",0,89893,4,1,426727,35
126,Обломок глефы,"Калдорай – одна из древнейших рас Азерота. Самый мрачный момент в их истории пришелся на период, когда кель'дорай – высокорожденные, высшая каста эльфов – высвободили опасную магию. Она привлекла в мир Пылающий Легион, чей приход повлек за собой бесчисленные жертвы.",0,89894,4,1,426727,35
128,Спиральная раковина аммонита,"Ископаемые – это сохранившиеся останки животных и растений древних эпох. Как правило, живые ткани замещаются минералами, которые сохраняют строение некогда живого организма.",0,89895,3,0,426727,35
130,Кольцо с зеленым драконом,"Калдорай – одна из древнейших рас Азерота. Самый мрачный момент в их истории пришелся на период, когда кель'дорай – высокорожденные, высшая каста эльфов – высвободили опасную магию. Она привлекла в мир Пылающий Легион, чей приход повлек за собой бесчисленные жертвы.",0,89896,4,1,426727,35
