AreaName_lang,ID,OrderIndex,PlayerConditionID,Field_11_1_5_59571_004,AreaID
Зал Утерянного Света,1,0,68604,0,9994
Терраса ремесленников,2,1,63282,0,8670
"""Оторванный якорь""",3,0,63448,0,9401
"""Пьяный танк""",4,0,63426,0,9617
"""На дне""",5,0,5703,0,9617
"""Схрон Хеймана""",6,0,63291,0,8502
"""Криль-бар""",7,0,63292,0,8733
Кричащая нора,8,0,5703,0,9698
Таверна Торги,9,0,63306,0,8502
"""Чрево кита""",10,0,63374,0,8567
Убежище батраков,11,0,65214,0,5484
Грот Гронга,12,0,65990,0,9420
Грот Гронга,13,0,65990,0,8731
Схрон,15,0,67602,0,9979
Схрон,16,0,67602,0,8717
"""Гнев Андуина""",17,0,67138,0,10454
"""Вестник рассвета""",18,0,67139,0,10454
"""Песнь Тиффин""",19,0,67140,0,10454
"""Львиное сердце""",20,0,67141,0,10454
"""Львиное сердце""",21,0,67141,0,10455
"""Песнь Тиффин""",22,0,67140,0,10455
"""Вестник рассвета""",23,0,67139,0,10455
"""Гнев Андуина""",24,0,67138,0,10455
Свет лоа,25,0,68603,0,9994
Гостиная Безумного герцога,27,0,73061,0,10985
Убежище Костела,28,0,73506,0,10985
Особняк прислужников,29,1,76787,0,10985
Престол Примаса,30,0,78035,0,11466
Цитадель Сомнений,31,0,0,0,13311
"""Зерекрисс""",42,0,85380,0,11462
Трупосшивальня,43,0,86352,0,13473
"""Золрамус""",44,0,86354,0,13473
Зал Аркобана,45,0,87430,0,13400
Камера пыток: Джайна,46,0,87491,0,13404
Камера пыток: Тралл,47,0,87550,0,13413
Танцевальный круг,48,0,88819,0,11510
Танцевальный круг,49,0,88819,0,12244
Танцевальный круг,50,0,88819,0,12243
Оссуарий Изгнанника,51,0,89786,0,13575
Храм Преданности,52,0,91076,0,11379
Разлом,53,0,91308,0,13196
Разлом,54,0,91308,0,11524
Разлом,55,0,91308,0,11528
Разлом,56,0,91308,0,11530
Разлом,57,0,91308,0,11400
Разлом,58,0,91308,0,13217
Разлом,59,0,91308,0,13216
Разлом,60,0,91308,0,13560
Разлом,61,0,91308,0,11526
Разлом,62,0,91308,0,13215
Пустошь Надменности,63,0,91308,0,13432
Разлом,64,0,91308,0,11525
Разлом,65,0,91308,0,13222
Разлом,66,0,91308,0,11529
Разлом,67,0,91308,0,13223
Разлом,68,0,91308,0,13437
Разлом,69,0,91308,0,13218
Разлом,70,0,91308,0,13491
Разлом,71,0,91308,0,13492
Разлом,72,0,91308,0,11527
Разлом,73,0,91308,0,13219
Разлом,74,0,91308,0,13221
Разлом,75,0,91308,0,13570
Разлом,76,0,91308,0,13624
Разлом,77,0,91308,0,13625
Разлом,78,0,91308,0,13626
Разлом,79,0,91308,0,13627
Разлом,80,0,91308,0,13628
Разлом,81,0,91308,0,13629
Разлом,82,0,91308,0,13630
Разлом,83,0,91308,0,13631
Разлом,84,0,91308,0,13666
Разлом,85,0,91308,0,13673
Разлом,86,0,91308,0,13677
Разлом,87,0,91308,0,13538
Покаяние павшего короля,88,0,92820,0,13561
Дозор Ока,89,3,92897,0,13561
Пенная ванна,90,0,102752,0,14158
Дыра Дрейфера,91,0,105179,0,13646
Зкерское хранилище Ур,92,0,105458,0,14619
Зкерское хранилище Аз,93,0,105457,0,14619
Зкерские хранилища,94,0,108147,0,14619
Зкерское хранилище Кс,95,0,106952,0,14619
Зкерское хранилище Икс,96,0,105459,0,14619
Лагерь насыщения: Обжигающий холод,97,3,109548,0,13892
Лагерь насыщения: Пепельный ветер,98,1,107864,0,13754
Лагерь насыщения: Обжигающий холод,99,1,109548,0,13860
Руины Каменного Приюта,100,0,111020,0,14875
Великий редут,101,1,125385,0,15362
Великий редут,103,1,125385,0,15364
Терраса великолепия,104,1,125954,0,15365
Предел Вознесения,105,1,126053,0,15365
Арена Кили-зар,106,1,126056,0,15365
Корпорация дельцов,107,0,127336,0,15351
Корпорация дельцов,108,0,127336,0,15350
Золотая Жила,109,0,128497,0,15347
Безграничье,110,1,131100,0,15336
Трон Пожирателя,111,0,136567,0,16358
Следы завоевания,113,0,143125,0,16339
Следы энтропии,114,0,143126,0,16339
Сердце Пожирателя,115,0,143128,0,16339
