ID,Description_lang
1,"В тихий Элвиннский лес приехала ярмарка Новолуния!

Познакомься с Сайласом Новолунием и его труппой, испытай свою смелость и ловкость и подивись редким вещицам, которые привезли из самых дальних уголков Азерота... и даже из других миров!"
2,Азерот празднует Новый Год! Во всех столицах всю ночь в начале каждого часа будут запускать фейерверки!
4,"Турнир рыболовов собирает лучших мастеров в Тернистой долине. Поймай как можно больше вкуснорыб!

Сможешь ли ты завоевать главный приз, быстрее всех выловив 40 рыбин? Вкуснорыбу можно ловить в течение 2 часов с начала турнира, но ты должен поспешить, чтобы победить!"
8,"Первыми Хмельной фестиваль стали проводить дворфы, но он завоевал популярность и у всех остальных жителей Азерота.

Посети лагерь Альянса возле Стальгорна или загляни в шатер Орды рядом с Оргриммаром – главное, не пропусти веселье!"
9,"В крупных городах Азерота воцарилась особая атмосфера. Ремесленники из разных уголков света организовали ярмарку подарков, где горожане могут приобрести символы любви и заботы для тех, кто им дорог."
10,Давайте весело отметим наступление самого жаркого времени года!
11,"Праздник Огненного солнцеворота отмечается после захода солнца.

Полюбуйся роскошным фейерверком в одной из столиц Азерота или в Пиратской Бухте."
12,"Покажи сироте жизнь искателя приключений! Загляни к попечительнице сирот Найтингейл в Штормграде, к попечительнице сирот Батлвейл в Оргриммаре, к попечительнице сирот Миле в Шаттрате, попечительнице сирот Арии в Даларане, воспитателю Паде в Дазар'алоре или к попечительнице Уэстерсон в Боралусе и исполни мечты детишек!"
13,"Скоро в Стальгорн и Оргриммар придет Дедушка Зима. Он везет нам подарки от ""Пастбищ Дымного Леса""! Веселись, Азерот, наступает Новый Год!"
14,"По всему Азероту начинается празднование Сада чудес! Юные герои, испытайте свои силы в это волшебное время, когда в каждом укромном местечке можно отыскать яйцо с подарком. Сколько удастся найти вам?"
15,"На Тыквовин мы празднуем освобождение Отрекшихся от Плети.

Во всех тавернах Азерота тебя ждут шутки, смех и сладости!"
16,"Неделя урожая – это время вспомнить о тех, кто погиб на полях сражений, защищая друзей и союзников. Мы накрываем столы возле Стальгорна и Оргриммара, чтобы почтить память павших героев."
