ID,Body_lang
83,Это тест.
84,"Спасибо, что $gнавестил:навестила; меня $n. Приятно знать, что обо мне не забыли."
85,"Спасибо, что $gнавестил:навестила; меня $n. Приятно знать, что обо мне не забыли."
86,"Эта безделушка не ответит тебе на все вопросы. Но возможно, она тебя хоть немного развлечет."
87,"И снова здравствуйте. Я – Груббер Блумп.

Надеюсь, у вас все хорошо, и вы не забросили рыбалку. Я люблю рыбалку, и вся моя семья известна как умелые рыболовы. Вот вам небольшая безделушка, чтобы клевало лучше, я, когда рыбачу, всегда ее использую. Удачи, и еще раз спасибо, что помогли мне наловить окуней.

Рыбачьте с удовольствием! 

Груббер Блумп."
88,"Спасибо, что $gнавестил:навестила; меня $n. Приятно знать, что обо мне не забыли."
89,"Спасибо, что $gнавестил:навестила; меня $n. Приятно знать, что обо мне не забыли."
90,"Спасибо, что $gнавестил:навестила; меня $n. Приятно знать, что обо мне не забыли."
91,"Эта безделушка не ответит тебе на все вопросы. Но возможно, она тебя хоть немного развлечет."
92,"Спасибо, что $gнавестил:навестила; меня $n. Приятно знать, что обо мне не забыли."
93,"$gУважаемый:Уважаемая; $n! $B$BЯ пролистал ту кипу текстов, которую вы мне принесли, и расшифровал для вас приложенные статьи. Я тщательно выбрал те пункты, которые, как я считаю, будут вам полезны. Было весьма проблематично добраться до почтового ящика незамеченным, но за месяцы, проведенные в пустыне, я добился в этом искусстве немалых успехов.$B$BНадеюсь, вы останетесь довольны.$B$B-Ортелл"
94,"Приветствую, $n!$B$BЯ уже вполне овладел искусством прокрадываться в крепость Кенария, и втихую пользоваться их почтовым ящиком. Так же прилагаю к письму кое-какие интересные заметки. Надеюсь, что-нибудь из этого будет полезным.$B$B-Ортелл"
95,"Спасибо, что $gнавестил:навестила; меня $n. Приятно знать, что обо мне не забыли."
96,"Спасибо, что $gнавестил:навестила; меня $n. Приятно знать, что обо мне не забыли."
97,"Спасибо, что $gнавестил:навестила; меня $n. Приятно знать, что обо мне не забыли."
98,"Для того чтобы разобрать письмена верховного вождя, потребовалось много времени. Но то, что удалось разобрать, меня весьма обеспокоило. Верховный вождь племени Зимней Спячки в последние дни впал в крайнюю степень паранойи и к тому же чрезмерно увлекся тем, что он называл ""огненной водой"". Настолько, что начал считать всех окружающих врагами. Но лучше прочитайте это сами, я приложил перевод его речей к этому письму. Если вам потребуется еще что-нибудь, – обращайтесь!"
99,"Благодарим за то, что вы возобновили членство в Объединенной инженерной гильдии. Мы счастливы снова видеть вас в наших рядах. Просим принять этот дар, в знак нашей признательности, за ваш вклад в развитие гномьего инженерного дела."
100,"Благодарим за то, что вы возобновили членство в Объединенной инженерной гильдии. Мы счастливы снова видеть вас в наших рядах. Просим принять этот дар, в знак нашей признательности, за ваш вклад в развитие гномьего инженерного дела."
