ID,Description_lang,ModifiedCraftingCategoryID,ItemBonusTreeID,Flags,Field_9_1_0_38511_004,ItemContextOffset
1,,50,0,0,0,0
2,保證具有加速。,1,2915,1,0,0
4,,3,2922,0,0,0
5,保證具有致命一擊。,6,2927,1,0,0
6,保證具有臨機應變。,7,2928,1,0,0
7,保證具有精通。,5,2929,1,0,0
8,將物品等級設為117，並將等級需求設為55。,29,3203,0,0,0
9,將物品等級設為168，並將等級需求設為60。,46,3210,0,0,0
10,將物品等級設為180，並將等級需求設為60。,8,3210,0,0,0
11,將物品等級設為200。,8,3211,0,0,0
17,精煉藥劑的效果持續更久,44,2939,0,0,0
27,充分進食的效果持續更久,11,3000,0,0,0
30,對敵人造人火焰傷害,17,3070,0,0,0
32,將物品等級設為29，並將等級需求設為15。,18,3204,0,0,0
34,將物品等級設為65，並將等級需求設為25。,30,3205,0,0,0
36,將物品等級設為94，並將等級需求設為35。,31,3206,0,0,0
38,將物品等級設為127，並將等級需求設為45。,32,3207,0,0,0
39,將物品等級設為163，並將等級需求設為55。,33,3208,0,0,0
58,降低掉落傷害,41,3147,0,0,0
59,移動速度略微提高,42,3148,0,0,0
61,提高游泳速度,40,3152,0,0,0
62,對敵人造人冰霜傷害,17,3153,0,0,0
64,在競技場或戰場遭殺害後保留充分進食效果,38,3175,0,0,0
65,製作時有機會獲得額外技能點數,39,3176,0,0,0
66,增加一個插槽,35,3177,0,0,0
67,@spelldesc332950,11,169,0,0,0
68,完成世界任務提高主要屬性,37,3178,0,0,0
70,將物品等級設為129，並將等級需求設為53。,29,3203,0,0,0
71,將物品等級設為200，並將等級需求設為60。,51,3211,0,0,0
72,將物品等級設為165，並將等級需求設為57。,29,3209,0,0,0
73,將物品等級設為165。,29,3210,0,0,0
74,將物品等級設為54，並將等級需求設為47。,45,3208,0,0,0
75,將物品等級設為56，並將等級需求設為45。,32,3207,0,0,0
76,將物品等級設為43，並將等級需求設為35。,31,3206,0,0,0
77,將物品等級設為33，並將等級需求設為25。,30,3205,0,0,0
78,將物品等級設為23，並將等級需求設為15。,18,3204,0,0,0
79,將物品等級設為87，並將等級需求設為50。,45,3265,0,0,0
80,使物品提高等同於2個階級的等級。,50,0,0,0,2
81,將物品等級設定為230級、等級需求設定為60級並使其裝備單一限定：暗影之境製作物品。,52,3323,0,0,0
82,將物品等級設為233，並將等級需求設為60。,53,3444,0,0,0
83,將物品等級設為262級、等級需求設為60級並使其裝備單一限定：《暗影之境》製作物品。,54,3445,0,0,0
84,使物品提高等同於3個階級的等級。,55,0,0,0,3
85,你的技能有一定機率在目標附近生成自主機核心，造成傷害和恢復生命力。,56,3448,0,0,0
86,迴避提高，並且承受傷害時偶爾恢復生命力。,56,3449,0,0,0
87,當你擊殺敵人且獲得經驗值或榮譽值時，有一定的機率獲得額外資源。,56,3450,0,0,0
88,你的技能有一定機率在附近生成微粒，取得時獲得主要屬性，持續15秒。,56,3451,0,0,0
89,在暗影之境時，速度和陸行坐騎速度提高。,56,3452,0,0,0
90,受到傷害時會累積能量火花。在疊到5層時，下一個攻擊者遭到電擊並受到星宙傷害。,56,3453,0,0,0
91,在殺死一個敵人後，使你最高的次要屬性提高持續20秒，最多可堆疊5次。,56,3454,0,0,0
92,使藥水、藥劑和充分進食效果的持續持間延長50%。,56,3455,0,0,0
93,將物品等級設為400，等級需求設為70。,84,3510,0,0,0
94,,59,0,0,0,0
95,,60,0,0,0,0
96,,61,0,0,0,0
97,,62,0,0,0,0
98,,63,0,0,0,0
99,,64,0,0,0,0
100,,65,0,0,0,0
101,Set base ilevel to 51 (DNT),66,3137,0,0,0
102,Set base ilevel to 60 (DNT),67,3146,0,0,0
103,No Effect on this test finishing reagent (DNT),68,0,0,0,0
104,No Effect on this test finishing reagent (DNT),69,0,0,0,0
105,用濃密尖刺點綴你的護甲並新增獨特裝備效果：裝飾(2)。,87,3600,0,0,0
106,,71,0,0,0,0
107,將等級1配方的物品等級設為249。,83,0,0,0,4
109,,72,0,0,0,0
110,,74,0,0,0,0
111,,75,0,0,0,0
112,,73,0,0,0,0
113,,78,0,0,0,0
114,,77,0,0,0,0
115,,76,0,0,0,0
116,,79,0,0,0,0
117,,80,0,0,0,0
118,,81,0,0,0,0
119,,89,0,0,0,0
120,,90,0,0,0,0
121,,91,0,0,0,0
122,,92,0,0,0,0
123,,93,0,0,0,0
124,,94,0,0,0,0
125,,95,0,0,0,0
126,,96,0,0,0,0
127,,97,0,0,0,0
128,,98,0,0,0,0
129,,99,0,0,0,0
130,,100,0,0,0,0
131,,101,0,0,0,0
132,,102,0,0,0,0
133,,103,0,0,0,0
134,,104,0,0,0,0
136,,106,0,0,0,0
137,,107,0,0,0,0
138,,108,0,0,0,0
139,,109,0,0,0,0
140,,110,0,0,0,0
141,,111,0,0,0,0
142,,112,0,0,0,0
144,,114,0,0,0,0
145,,115,0,0,0,0
146,,116,0,0,0,0
148,,118,0,0,0,0
149,,119,0,0,0,0
150,,120,0,0,0,0
151,,121,0,0,0,0
152,,122,0,0,0,0
153,,123,0,0,0,0
154,,124,0,0,0,0
155,來自靈感的額外技能提高$ev1%。,125,0,1,0,0
156,使$en1提高$ev1點，$en2提高$ev2點,126,0,1,0,0
