Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
%d級,你達到了,,,,,1,117398,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,地城已解鎖！,,,,,2,117398,12015,0,2,3,0,0,0,0,0,0,0,0,0,0
,新能力解鎖！,,,,,3,117398,12014,0,1,3,0,0,0,0,0,0,0,0,0,0
,團隊副本解鎖！,,,,,4,92737,12015,0,3,3,0,0,0,0,0,0,0,0,0,0
,新階段,,,,,5,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0
,,,,,,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,升級,,,,,8,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0
,獲得新技能！,,,,,9,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0
你已捕捉到,,,,,,10,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0
%s%s,,,,,,11,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
區域拾取,解開新功能！,拾取一個屍體時，也會拾取附近所有屍體上的物品。,區域拾取解鎖,,,12,90425,12015,0,15,3,0,0,1022948,0,0,0,0,183581,0,0
斯寇德斯刑牢,第%19812w層,,,,,14,79354,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
扭曲迴廊,第%19812w層,,,,,15,79355,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
碎骨之牢,第%19812w層,,,,,16,79363,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
熔魂工坊,第%19812w層,,,,,17,79365,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
寒心之間,第%19812w層,,,,,18,79368,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
蒙特雷加,第%19812w層,,,,,19,79366,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
地城搜尋器,解開新功能！,,新內容解鎖：|cffFF4E00|Hlfd:|h[地城搜尋器]|h|r,,,20,90424,12015,0,15,3,0,0,397907,0,0,0,0,0,0,0
戰場,解開新功能！,,新內容解鎖：|cffFF4E00|Hpvpbgs:|h[戰場]|h|r,,,21,90427,12015,0,15,3,0,0,132147,0,0,0,0,0,0,0
專精,解開新功能！,,新內容解鎖：|cffFF4E00|Hspecpane:|h[專精]|h|r,,,22,90428,12015,0,15,3,0,0,132222,0,0,0,0,0,0,0
天賦,解開新功能！,,新內容解鎖：|cffFF4E00|Htalentpane:|h[天賦]|h|r,,,23,90429,12015,0,15,3,0,0,132222,0,0,0,0,0,0,0
PvP天賦,解開新功能！,,新內容解鎖：|cffFF4E00|Htalentpanet:|h[PvP天賦]|h|r可供選擇！,,,24,90430,12015,0,15,3,0,0,132147,0,0,0,0,0,0,0
坐騎裝備,解開新功能！,,新內容解鎖：|cffFF4E00|Hmountequipment:|h[坐騎裝備]|h|r可使用！,,,25,90431,12015,0,15,3,0,0,1534178,0,0,0,0,0,0,0
世界任務,解開新功能！,打開世界地圖檢視世界任務,"新內容解鎖：|cffFF4E00|Hworldquest:|h[世界任務]|h|r
開啟世界地圖查看",,,26,0,12015,0,12,3,43341,0,1064187,0,0,0,0,0,0,0
牢塔上層,第%19812w層,,,,,27,79372,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
奧寇布恩刑牢,第%19812w層,,,,,28,90416,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
折磨刑牢：珍娜,第%19812w層,,,,,29,90417,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
折磨刑牢：索爾,第%19812w層,,,,,30,90418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
折磨刑牢：安杜因,第%19812w層,,,,,31,90420,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
不滅寶庫,第%19812w層,,,,,32,0,0,5281,17,6,358253,0,0,0,0,0,0,0,0,0
狂熱墓穴,第%19812w層,,,,,33,90422,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
放逐者骨窖,第%19812w層,,,,,34,90423,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
完成,|cFFFFFFFF最後積分：%1921c|r |n|cFF1eff00獲得高塔知識：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,37,0,0,5388,17,8,354027,0,0,511,503,0,0,183157,183155,0
淵喉中騎乘坐騎,已解鎖,,,,,39,0,12015,0,12,3,63994,0,853211,0,0,0,0,183581,0,0
第1層完成,,,,,,40,90752,0,5388,16,6,354067,0,0,509,0,0,0,0,0,0
未完成,|cFFFFFFFF最後積分：%1921c|r |n|cFF1eff00獲得高塔知識：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,42,34450,0,5388,17,8,356246,0,0,511,521,0,0,0,0,0
不滅寶庫完成,|cFF1eff00額外獎勵的高塔知識：%1946c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,43,34450,0,5388,17,6,356432,0,0,0,0,0,0,0,0,0
完成,|cFFFFFFFF最後積分：%1921c|r |n|cFF1eff00獲得高塔知識：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|n高塔知識已達上限,,,,,44,34450,0,5388,17,8,356596,0,0,511,503,0,517,0,0,0
未完成,|cFFFFFFFF最後積分：%1921c|r |n|cFF1eff00獲得高塔知識：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|n高塔知識已達上限,,,,,45,34450,0,5388,17,8,356597,0,0,511,521,0,517,0,0,0
第2層完成,,,,,,47,90752,0,5388,16,6,357992,0,0,518,0,0,0,0,0,0
第3層完成,,,,,,48,90752,0,5388,16,6,357993,0,0,519,0,0,0,0,0,0
第4層完成,,,,,,49,90752,0,5388,16,6,357994,0,0,520,0,0,0,0,0,0
無瑕！,|cFFFFFFFF最後積分：%1921c|r |n|cFF1eff00獲得高塔知識：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,50,0,0,5388,17,8,358449,0,0,511,503,0,0,183157,183155,0
,戰場已解鎖！,,,,,51,117398,12015,0,4,3,0,0,0,0,0,0,0,0,0,0
無瑕,|cFFFFFFFF最後積分：%1921c|r |n|cFF1eff00獲得高塔知識：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|n高塔知識已達上限,,,,,52,34450,0,5388,17,8,358450,0,0,511,503,0,517,0,0,0
戰鬥者I,PvP裝備升級解鎖！,,,,,60,0,12015,0,20,7,2,0,2023045,0,0,0,0,0,0,0
知識項目已解鎖,知識控制臺,,知識控制臺項目已解鎖,,,61,0,10757,0,13,3,0,0,4238930,0,0,0,0,0,0,0
