ID,AllowableRace,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
25,-1,破損的短劍,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
35,-1,彎曲法杖,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
36,-1,用舊的釘錘,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
37,-1,破損的斧頭,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
38,-1,新兵襯衣,2,0,0,0,-1,0,0,0,0,1,36864,8192,8388608,0,0,-1,-1
39,-1,新兵束褲,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
40,-1,新兵的靴子,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
43,-1,侍從的靴子,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
44,-1,侍從束褲,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
45,-1,侍從襯衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
47,-1,盜賊輕鞋,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
48,-1,盜賊束褲,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
49,-1,盜賊襯衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
51,-1,見習牧師長靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
52,-1,見習牧師束褲,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
53,-1,見習牧師襯衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
55,-1,學徒長靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
56,-1,學徒長袍,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
57,-1,侍僧長袍,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
59,-1,侍僧輕鞋,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
60,-1,夾層外套,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
61,-1,矮人皮甲束褲,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
79,-1,矮人布質馬褲,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
80,-1,柔軟的毛邊輕鞋,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
85,-1,骯髒的皮外衣,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
120,-1,刺客束褲,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
121,-1,刺客長靴,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
127,-1,陷捕者襯衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
129,-1,粗厚陷捕者的靴子,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
139,-1,打鬥者束褲,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
140,-1,打鬥者靴子,1,0,0,0,-1,0,0,0,0,1,0,8192,0,0,0,-1,-1
147,-1,粗厚陷捕者束褲,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
148,-1,粗厚陷捕者襯衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
153,-1,粗糙的褶裙,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
154,-1,粗糙的披肩,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
193,-1,破布外衣,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
194,-1,破布束褲,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
195,-1,破布長靴,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
200,-1,粗布外衣,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
201,-1,粗布束褲,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
