ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID
15,웅가 잉구,0,0,0,0
39,잊혀진 왕의 납골당,0,0,0,0
40,녹옥 마을,0,0,0,0
44,옥룡사,0,1,18,0
45,스톰스타우트 양조장,0,1,1,0
46,음영파 수도원,0,1,1,0
48,석양문,0,1,1,0
49,니우짜오 사원 공성전투,0,1,1,0
50,모구샨 궁전,0,1,1,0
51,스칼로맨스,0,1,1,0
52,붉은십자군 전당,0,1,1,0
53,붉은십자군 수도원,0,1,1,0
58,파멸의 투기장,0,0,0,0
63,맥주달 축제,0,0,0,0
65,양조 폭풍,0,0,0,0
68,코트모구의 사원,0,0,0,0
70,테라모어의 몰락,0,0,0,0
71,테라모어의 몰락,0,0,0,0
72,테라모어의 몰락,0,0,0,0
179,어둠 속의 비수,0,0,0,0
180,다이아몬드 섬,0,0,0,0
181,잔베스 강습,0,0,0,0
182,공해 상에서의 전투,0,0,0,0
183,약간의 참을성,0,0,0,0
184,사자의 상륙지,0,0,0,0
187,지배령 거점,0,0,0,0
200,암흑의 수확을 쫓아서,0,0,0,0
201,지배령 거점,0,0,0,0
203,잔베스 강습,0,0,0,0
204,성벽을 무너뜨려라!,0,0,0,0
205,폭풍바다 선착장,0,0,0,0
206,제브툴라 강습,0,0,0,0
207,하늘 높이!,0,0,0,0
208,샨 부의 몰락,0,0,0,0
209,성벽을 무너뜨려라!,0,0,0,0
210,피로 얼룩진 설원,0,0,0,0
211,천둥 제련소,0,0,0,0
212,샤올마라 강습,0,0,0,0
215,천둥왕의 보물,0,0,0,0
216,판다리아의 검은 심장,0,0,0,0
219,성난불길의 비밀,0,0,0,0
237,수련의 장: 시험 선택,0,0,2,0
239,공해 상에서의 전투,0,0,0,0
247,시나리오 본보기,0,0,0,0
248,수련의 장,0,0,2,0
254,시험용 시나리오,0,0,2,0
256,흑우의 죽음,0,0,0,0
257,천신의 시합,0,0,0,0
269,비밀 재료를 찾아서,0,0,0,0
275,그롬마르 정화,0,0,0,0
278,국수 시간,0,0,0,0
294,가시덩굴 우리,0,0,0,0
318,드레노어의 광산,0,0,0,0
320,고르그론드 최종장,0,0,0,0
322,도슨의 개울,0,0,0,0
323,뼛조각 마을 시나리오,0,0,0,0
324,천둥 고개 전투,0,0,0,0
329,검은바위 첨탑 상층,0,3,26,0
331,샤트라스 전투,0,0,0,0
333,검은심연 나락,0,3,10,0
423,하늘탑,0,1,1,0
425,피망치 잿가루 광산,0,1,1,0
426,강철 선착장,0,1,18,0
427,아킨둔,0,1,1,0
428,어둠달 지하묘지,0,1,18,0
429,파멸철로 정비소,0,1,19,0
430,상록숲,0,1,18,0
432,검은바위 첨탑 상층,0,1,1,0
449,카라보르 방어,0,0,0,0
450,카라보르의 운명,0,0,0,0
499,뭔가 우르릉거리는 것이 온다,0,0,0,0
508,얼라이언스의 힘,0,0,0,0
509,호드의 힘,0,0,0,0
510,스톰윈드 지하감옥,0,3,10,0
511,성난불길 협곡,0,3,10,0
515,통곡의 동굴,0,3,10,0
516,그림자송곳니 성채,0,3,10,0
523,그림자송곳니 성채,0,3,10,0
524,니우짜오 사원 공성전투,0,3,10,0
525,니우짜오 사원 공성전투,0,3,10,0
526,석양문,0,3,10,0
527,석양문,0,3,10,0
528,모구샨 궁전,0,3,10,0
531,음영파 수도원,0,3,10,0
535,음영파 수도원,0,3,10,0
536,모구샨 궁전,0,3,10,0
537,스톰스타우트 양조장,0,3,10,0
538,스톰스타우트 양조장,0,3,10,0
539,옥룡사,0,3,10,0
540,옥룡사,0,3,10,0
542,검은바위 동굴,0,3,10,0
545,검은바위 동굴,0,3,10,0
547,시간의 끝,0,3,10,0
548,파도의 왕좌,0,3,10,0
550,파도의 왕좌,0,3,10,0
551,소용돌이 누각,0,3,10,0
552,소용돌이 누각,0,3,10,0
553,그림 바톨,0,3,10,0
554,그림 바톨,0,3,10,0
555,톨비르의 잃어버린 도시,0,3,10,0
556,줄구룹,0,3,10,0
557,톨비르의 잃어버린 도시,0,3,10,0
558,시초의 전당,0,3,10,0
565,시초의 전당,0,3,10,0
566,영혼의 제련소,0,3,10,0
567,영원의 샘,0,3,10,0
568,영혼의 제련소,0,3,10,0
569,사론의 구덩이,0,3,10,0
570,황혼의 시간,0,3,10,0
571,사론의 구덩이,0,3,10,0
572,투영의 전당,0,3,10,0
573,투영의 전당,0,3,10,0
574,줄아만,0,3,10,0
575,마력의 눈,0,3,10,0
576,마력의 눈,0,3,10,0
577,우트가드 첨탑,0,3,10,0
579,우트가드 첨탑,0,3,10,0
580,번개의 전당,0,3,10,0
581,번개의 전당,0,3,10,0
582,돌의 전당,0,3,10,0
583,옛 스트라솔름,0,3,10,0
584,돌의 전당,0,3,10,0
585,옛 스트라솔름,0,3,10,0
586,군드락,0,3,10,0
587,군드락,0,3,10,0
588,보랏빛 요새,0,3,10,0
589,보랏빛 요새,0,3,10,0
590,드락타론 성채,0,3,10,0
591,드락타론 성채,0,3,10,0
592,안카헤트: 고대 왕국,0,3,10,0
593,안카헤트: 고대 왕국,0,3,10,0
594,아졸네룹,0,3,10,0
595,아졸네룹,0,3,10,0
596,우트가드 성채,0,3,10,0
597,우트가드 성채,0,3,10,0
598,마력의 탑,0,3,10,0
599,마력의 탑,0,3,10,0
605,마력의 탑,0,3,10,0
606,어둠의 미궁,0,3,10,0
607,으스러진 손의 전당,0,3,10,0
608,으스러진 손의 전당,0,3,10,0
609,어둠의 미궁,0,3,10,0
610,검은늪,0,3,10,0
611,검은늪,0,3,10,0
612,신록의 정원,0,3,10,0
613,신록의 정원,0,3,10,0
614,메카나르,0,3,10,0
615,메카나르,0,3,10,0
616,마법학자의 정원,0,3,10,0
617,마법학자의 정원,0,3,10,0
618,증기 저장고,0,3,10,0
619,증기 저장고,0,3,10,0
620,알카트라즈,0,3,10,0
621,알카트라즈,0,3,10,0
622,세데크 전당,0,3,10,0
623,세데크 전당,0,3,10,0
624,옛 언덕마루 구릉지,0,3,10,0
625,옛 언덕마루 구릉지,0,3,10,0
626,아키나이 납골당,0,3,10,0
627,아키나이 납골당,0,3,10,0
628,마나 무덤,0,3,10,0
629,마나 무덤,0,3,10,0
630,지하수렁,0,3,10,0
631,지하수렁,0,3,10,0
632,강제 노역소,0,3,10,0
633,강제 노역소,0,3,10,0
634,피의 용광로,0,3,10,0
635,피의 용광로,0,3,10,0
636,스트라솔름 - 정문,0,3,10,0
637,스트라솔름 - 공무용 입구,0,3,10,0
638,지옥불 성루,0,3,10,0
639,지옥불 성루,0,3,10,0
640,아탈학카르 신전,0,3,10,0
641,죽음의 폐광,0,3,10,0
643,죽음의 폐광,0,3,10,0
644,줄파락,0,3,10,0
645,스칼로맨스,0,3,10,0
646,스칼로맨스,0,3,10,0
647,가시덩굴 구릉,0,3,10,0
648,울다만,0,3,10,0
649,놈리건,0,3,10,0
650,붉은십자군 전당,0,3,10,0
651,붉은십자군 전당,0,3,10,0
652,붉은십자군 수도원,0,3,10,0
653,붉은십자군 수도원,0,3,10,0
654,가시덩굴 우리,0,3,10,0
661,악의 동굴,0,3,10,0
662,썩은포자 동굴,0,3,10,0
663,대지노래 폭포,0,3,10,0
664,마라우돈,0,3,10,0
665,굽이나무 지구,0,3,10,0
666,수도 정원,0,3,10,0
667,고르독 광장,0,3,10,0
668,혈투의 전장,0,3,10,0
669,감금 구역,0,3,10,0
670,상부 도시,0,3,10,0
671,검은바위 나락,0,3,10,0
673,디버그 침공,0,0,0,0
674,바위심장부,0,3,10,0
675,바위심장부,0,3,10,0
676,용사의 시험장,0,3,10,0
677,용사의 시험장,0,3,10,0
678,아킨둔,0,3,26,0
679,아킨둔,0,3,26,0
680,피망치 잿가루 광산,0,3,26,0
681,피망치 잿가루 광산,0,3,26,0
682,파멸철로 정비소,0,3,26,0
683,파멸철로 정비소,0,3,26,0
684,강철 선착장,0,3,26,0
685,강철 선착장,0,3,26,0
686,어둠달 지하묘지,0,3,26,0
687,어둠달 지하묘지,0,3,26,0
688,하늘탑,0,3,26,0
689,하늘탑,0,3,26,0
696,디버그 침공,0,0,0,0
704,강철 해일,0,0,0,0
705,시험용 시나리오,0,0,0,0
707,숲이 걸어올 때,0,0,0,0
708,상록숲,0,3,26,0
709,상록숲,0,3,26,0
715,공허에 맞서,0,0,0,0
723,강철 진입로,7415,0,0,0
724,고리안 공격,0,0,0,0
731,검은바위 첨탑 상층,0,3,10,0
733,어둠의 한복판에서,0,0,0,0
734,검은바위 첨탑 하층,0,3,10,0
736,"싸워라, 죽여라, 경례하라: 최후의 검투사",0,0,0,0
742,서리불꽃의 천둥,0,0,0,0
744,검은바위 첨탑 상층,0,3,26,0
745,공허에 맞서,0,0,0,0
775,파멸의 인도자의 전설,0,0,0,0
776,현실의 경계선,0,0,2,0
785,제레미의 시험용 시나리오,0,0,2,0
786,부서진 해변 전투,0,4,0,0
795,영광의 해일,0,0,0,0
806,침공: 타나리스,440,4,0,0
824,파괴된 함선,0,0,0,0
826,그레이메인의 한 수,0,0,0,0
873,군단 침공: 아즈스나,7693,0,0,0
874,엘룬의 사원,0,0,0,0
876,침공: 저습지,11,4,0,0
897,침공: 서부 몰락지대,40,4,0,0
900,기만자의 쌍날검,0,0,0,0
901,타락한 왕자의 칼날,0,0,0,0
907,침공: 북부 불모의 땅,17,4,0,0
908,시험용 진영 조건,0,0,0,0
909,얼음파괴자의 유산,0,0,0,0
910,넬타리온의 둥지,0,3,26,0
911,지옥사냥개의 송곳니,7737,0,0,0
916,침공: 언덕마루 구릉지,267,4,0,0
918,아즈샤라의 눈,0,3,26,0
920,아즈샤라의 눈,0,3,26,0
929,용맹의 전당,0,3,26,0
932,용맹의 전당,0,3,26,0
933,부서진 해변 두 번째 전투,0,0,0,0
940,살점분리자 거두기,0,0,0,0
942,넬타리온의 둥지,0,3,26,0
943,평온의 끝,0,0,0,0
944,영웅을 사냥하는 자,0,0,0,0
950,심원의 정화,0,0,0,0
957,서리와 불꽃,0,0,0,0
958,침공: 아즈샤라,16,4,0,0
959,침공: 던 모로,1,4,0,0
961,알드라치 전투검,0,0,0,0
962,황천의 아귀 속으로,0,0,0,0
967,비전로,0,3,26,0
972,윈드러너의 유산,0,0,0,0
973,안개에 가려진 창,0,0,0,0
975,지옥 망치호 방어,0,0,0,0
976,폭풍의 주인,0,0,0,0
977,어둠심장 숲,0,3,26,0
978,어둠심장 숲,0,3,18,0
983,우르릉거리는 하늘,0,0,0,0
988,암흑 기수,0,0,0,0
989,다시 찾은 카라잔,0,0,0,0
990,우르속의 보금자리,0,0,0,0
991,황혼 속의 검,0,0,0,0
992,영혼의 아귀,0,3,26,0
995,영혼의 아귀,0,3,26,0
997,시험용,7976,0,0,0
998,공포흉터의 심장,0,0,0,0
1005,감시관의 금고,0,3,10,0
1007,황제의 약속,0,0,0,0
1012,공포의 제독,0,0,0,0
1014,암흑 기수,0,0,0,0
1017,부서진 해변 - 호드,0,0,0,0
1018,DNT - Broken Shore - Alliance,0,0,2,0
1023,검은 떼까마귀 요새,0,3,26,0
1025,영광의 해일,0,0,0,0
1026,암흑 기수,0,0,0,0
1027,보랏빛 요새,0,3,26,0
1029,보랏빛 요새,0,3,26,0
1034,수호자의 가열로,0,0,0,0
1037,왕의 검,0,0,0,0
1038,혼돈의 소용돌이에서의 난전,0,0,0,0
1046,용맹의 전당,0,1,19,0
1050,별의 궁정,0,3,10,0
1051,별의 궁정,0,3,10,0
1061,어머니 나무 정화,0,0,0,0
1065,마력의 금고,0,0,0,0
1066,암흑 여왕과 바다,0,0,0,0
1068,티탄의 천둥,0,0,0,0
1073,전투 훈련,0,5,2,0
1078,포식자의 송곳니,0,0,0,0
1082,진실의 수호자의 주인,0,0,0,0
1083,전투 훈련,0,5,2,0
1084,전투 훈련,0,5,2,0
1085,빛의 귀환,0,0,0,0
1090,전투 훈련,0,5,2,0
1091,전투 훈련,0,5,2,0
1092,은빛 손,0,0,0,0
1093,전투 훈련,0,5,2,0
1094,전투 훈련,0,5,2,0
1095,전투 훈련,0,5,2,0
1096,전투 훈련,0,5,2,0
