Description_lang,Title_lang,ID,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
양조사 보를 웅가 잉구 양조 가마솥에 데려가야 합니다.,양조사 보 호위,24,15,21004,0,0,0,0,0,0,0
양조 가마솥에 웅가 밀림 맥주 200개를 가져가야 합니다.,양조 가마솥 채우기,25,15,27707,0,0,0,1,0,0,0
선장 우끼를 처치해야 합니다.,선장 우끼 처치,26,15,21008,0,0,0,2,0,0,0
타락한 음영파 대장을 처치해야 합니다.,공포의 종식,114,39,21048,0,0,0,0,0,0,0
납골당 내부로 더욱 깊이 들어가 최하층을 수색해야 합니다.,납골당 수색,115,39,22065,0,0,0,2,0,0,0
녹옥 마을을 공격하는 괴물들을 처치해야 합니다.,녹옥 마을 주민 구출,116,40,20975,0,0,0,0,0,0,0
복수심에 불타는 후이를 처치해야 합니다.,복수심에 불타는 후이 처치,117,40,20982,0,0,0,4,0,0,0
숲에서 서리당한 맥주통을 찾은 뒤 마을에 있는 도장으로 가져와야 합니다.,서리당한 맥주통 회수,118,40,21059,0,0,0,2,0,0,0
옥룡사 내부에서 샤에 오염된 병사들을 처치해야 합니다.,옥룡사,123,44,21078,0,0,0,0,0,0,0
스톰스타우트 양조장에서 혼란을 야기하는 적들을 처치해야 합니다.,스톰스타우트 양조장,124,45,21087,0,0,0,0,0,0,0
음영파 수도원 내부에서 당신을 공격하는 적들을 처치해야 합니다.,음영파 수도원,125,46,21095,0,0,0,0,0,0,0
석양문을 공격하는 사마귀 병력을 처치해야 합니다.,석양문,127,48,21100,0,0,0,0,0,0,0
니우짜오 사원을 공격하는 사마귀 병력을 처치해야 합니다.,니우짜오 사원 공성전투,128,49,21105,0,0,0,0,0,0,0
,모구샨 궁전,129,50,21110,0,0,0,0,0,0,0
스칼로맨스 내부의 강령술 병력을 처치해야 합니다.,스칼로맨스,130,51,21120,0,0,0,0,0,0,0
붉은십자군 병력을 처치해야 합니다.,붉은십자군 전당,131,52,21130,0,0,0,0,0,0,0
녹옥 석공의 집으로 가서 의식불명의 주민을 깨워야 합니다.,녹옥 석공 구출,132,40,21126,0,0,0,3,0,0,0
붉은십자군 수도원에 있는 붉은십자군을 처치해야 합니다.,붉은십자군 수도원,133,53,21134,0,0,0,0,0,0,0
용거북인 흉터껍질을 소환해 처치해야 합니다.,흉터껍질,138,58,21323,0,0,0,0,0,0,0
"그루멀을 잡아먹는 눈밭의 공포, 졸그럼을 소환해 처치해야 합니다.",졸그럼,139,58,21325,0,0,0,1,0,0,0
장난기 넘치는 불의 정령인 꼬마 리우양을 소환해 처치해야 합니다.,꼬마 리우양,140,58,21327,0,0,0,2,0,0,0
방랑하는 야운골 전사 차간 파이어후프를 소환해 처치해야 합니다.,차간 파이어후프,141,58,21332,0,0,0,3,0,0,0
마지막 도전자를 소환해 처치하고 우딘에게서 보상을 획득해야 합니다!,마지막 도전자를 처치하라!,142,58,21334,0,0,0,4,0,0,0
양조사 부프의 조수가 쿤라이 뻥뻥주 양조에 필요한 재료를 모으는 것을 도와야 합니다.,맥주달 축제,154,63,21845,0,0,0,0,0,0,0
빈안 마을을 공격하는 바타리 병력을 저지해야 합니다.,야운골이 공격한다!,155,63,21849,0,0,0,2,0,0,0
전쟁인도자 코비를 처치해야 합니다.,전쟁인도자 코비,156,63,21851,0,0,0,3,0,0,0
야운골 목격에 관한 내용을 조사해야 합니다.,정찰병의 보고,157,63,21853,0,0,0,1,0,0,0
블랜치가 유명한 폭발 맥주 만드는 것을 도와야 합니다.,폭발 맥주 만들기,159,65,21993,0,0,0,0,0,0,0
블랜치를 썬더포우까지 호위해야 합니다.,썬더포우로의 여정,160,65,21995,0,0,0,1,0,0,0
파괴자 보로쿨라를 처치해야 합니다.,썬더포우 은거처를 구하라,161,65,21999,0,0,0,2,0,0,0
분노의 흉물을 처치해야 합니다.,샤를 파괴하라,166,39,21050,0,0,0,3,0,0,0
천둥왕의 사자인 장군 준을 처치해야 합니다.,장군 준 처치,167,68,22571,0,0,0,4,0,0,0
