Text_lang,Text1_lang,ID,LanguageID,ConditionID,EmotesID,Flags,ChatBubbleDurationMs,VoiceOverPriorityID,SoundKitID[0],SoundKitID[1],EmoteID[0],EmoteID[1],EmoteID[2],EmoteDelay[0],EmoteDelay[1],EmoteDelay[2]
"제발, 제발 좀 도와주시오! 난 여기 갇혀 있소!",,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0
자폭 절차 가동 완료!,,3927,0,0,0,69,0,0,0,0,0,0,0,0,0,0
불의 세례를 받아라!,,9426,0,0,0,71,0,0,8046,0,0,0,0,0,0,0
,이쪽입니다.,15708,7,0,0,68,0,0,0,44118,0,0,0,0,0,0
"이제 충분하다, 오크 놈아! 코도에서 내려 복종하거나 아니면 죽어라!","이제 충분하다, 오크 놈아! 코도에서 내려 복종하거나 아니면 죽어라!",33630,0,8193,0,69,0,0,0,0,0,0,0,0,0,0
,"비켜라, 멍청이들아!",33631,0,8193,0,69,0,0,0,0,0,0,0,0,0,0
불가피한 죽음이다.,,33996,0,0,0,65,0,0,0,0,0,0,0,0,0,0
의무를 다했을 뿐.,,33997,0,0,0,65,0,0,0,0,0,0,0,0,0,0
"너희에겐, 시간이 없다.",,34001,0,0,0,65,0,0,0,0,0,0,0,0,0,0
"어쩌면, 너희는 자유의지를 지닌 불완전한 존재이기 때문에... 우주의 절대적인 질서에 맞설 수 있는지도 모르겠다. 티탄의 완벽한 창조물이 스러진 곳에서 너희는 번성하는구나.",,34012,0,0,0,65,0,0,0,0,0,0,0,0,0,0
,선장님! 우현 쪽으로 난파선 파편입니다! 생존자가 있는 것 같아요!,39672,0,0,0,71,0,0,0,20916,0,0,0,0,0,0
정신 똑바로 차려라! 잠시 후면 오크와 싸울 테니.,,41964,0,0,1,71,0,0,21208,0,0,0,0,0,0,0
정렬!,,41984,0,0,22,71,0,0,21205,0,0,0,0,0,0,0
수평선 위로 보이는 저 섬이 우리의 목적지이다.,,42092,0,0,1,71,0,0,21185,0,0,0,0,0,0,0
"우리는 저기서 임무를 다할 것이다. 우리의 왕을 위해, 스톰윈드와 거기에 사는 모든 이를 위해...",,42093,0,0,1,71,0,0,21186,0,0,0,0,0,0,0
헬스크림은 저 섬을 차지하려고 최정예 부대를 보냈다. 그놈들을 하나도 살려 보내선 안 된다!,,42095,0,0,1,71,0,0,21188,0,0,0,0,0,0,0
스톰윈드는 쓰러지지 않는다!,,42097,0,0,53,71,0,0,21190,0,0,0,0,0,0,0
,"가자, 나가들아! 아제로스에 납신 위대한 바다사냥꾼을 맞이하라!",42407,0,0,1,118,0,0,0,18874,0,0,0,0,0,0
비늘 덮인 지렁이들이 내가 누구라고 감히 덤비느냐...,,42434,0,0,0,118,0,0,19457,0,0,0,0,0,0,0
,어리석은 놈! 오늘이 바로 네 제삿날이 될 것이다!,42435,0,0,15,118,0,0,0,18875,0,0,0,0,0,0
넌 너무 멀리 왔다. 주제넘은 짓을 한 대가를 톡톡히 치르게 해주지!,,42518,0,0,0,118,0,0,19463,0,0,0,0,0,0,0
,"얘들아, 모두 내 곁으로 와라! 지금 공격하라!",42545,0,0,15,118,0,0,0,18876,0,0,0,0,0,0
