ID,ContainerName_lang,ContainerDescription_lang,MinAmount,MaxAmount,ContainerIconID,ContainerQuality,OnLootSpellVisualKitID,CurrencyTypeID
12,미세한 아제라이트 결정,아제로스의 심장에 %d의 유물력을 부여합니다.,1,49,2065629,2,101693,1553
13,작은 아제라이트 파편,아제로스의 심장에 %d의 유물력을 부여합니다.,50,99,2065623,2,101693,1553
14,작은 아제라이트 파편,아제로스의 심장에 %d의 유물력을 부여합니다.,100,149,2065624,2,101693,1553
15,작은 아제라이트 덩어리,아제로스의 심장에 %d의 유물력을 부여합니다.,150,199,2065622,2,101693,1553
16,빛나는 아제라이트 수정,아제로스의 심장에 %d의 유물력을 부여합니다.,200,299,2065586,3,101692,1553
17,빛나는 아제라이트,아제로스의 심장에 %d의 유물력을 부여합니다.,300,399,2065611,3,101692,1553
18,빛나는 아제라이트 정동석,아제로스의 심장에 %d의 유물력을 부여합니다.,400,499,2065610,3,101692,1553
19,눈부신 아제라이트 파편,아제로스의 심장에 %d의 유물력을 부여합니다.,500,749,2065617,4,101486,1553
20,눈부신 아제라이트 핵,아제로스의 심장에 %d의 유물력을 부여합니다.,750,999,2065616,4,101486,1553
21,눈부신 아제라이트 모체,아제로스의 심장에 %d의 유물력을 부여합니다.,1000,1999,2065619,4,101486,1553
31,웅웅거리는 아제라이트 심장,아제로스의 심장에 %d의 유물력을 부여합니다.,2000,30000000,2065618,4,101486,1553
132,7군단 증표,7군단에 대한 평판이 %d만큼 증가합니다.,1,199,2065569,2,0,1599
133,아제로스의 용사들 증표,아제로스의 용사들에 대한 평판이 %d만큼 증가합니다.,1,299,2065570,2,0,1579
134,명예결속단 증표,명예결속단에 대한 평판이 %d만큼 증가합니다.,1,199,2065571,2,0,1600
135,잿불단 증표,잿불단에 대한 평판이 %d만큼 증가합니다.,1,199,2065572,2,0,1592
136,프라우드무어 해군 증표,프라우드무어 해군에 대한 평판이 %d만큼 증가합니다.,1,199,2065573,2,0,1593
137,깨어난 폭풍 증표,깨어난 폭풍에 대한 평판이 %d만큼 증가합니다.,1,199,2065574,2,0,1594
138,토르톨란 탐구단 증표,토르톨란 탐구단에 대한 평판이 %d만큼 증가합니다.,1,299,2065576,2,0,1598
139,잔달라 제국 증표,잔달라 제국에 대한 평판이 %d만큼 증가합니다.,1,199,2065579,2,0,1597
140,탈란지의 원정대 증표,탈란지의 원정대에 대한 평판이 %d만큼 증가합니다.,1,199,2065575,2,0,1595
141,볼두나이 증표,볼두나이에 대한 평판이 %d만큼 증가합니다.,1,199,2065577,2,0,1596
142,7군단 증표,7군단에 대한 평판이 %d만큼 증가합니다.,200,1000000,2065569,3,0,1599
143,아제로스의 용사들 증표,아제로스의 용사들에 대한 평판이 %d만큼 증가합니다.,300,1000000,2065570,3,0,1579
144,명예결속단 증표,명예결속단에 대한 평판이 %d만큼 증가합니다.,200,1000000,2065571,3,0,1600
145,잿불단 증표,잿불단에 대한 평판이 %d만큼 증가합니다.,200,1000000,2065572,3,0,1592
146,잿불단 증표,잿불단에 대한 평판이 %d만큼 증가합니다.,200,1000000,2065572,3,0,1592
147,프라우드무어 해군 증표,프라우드무어 해군에 대한 평판이 %d만큼 증가합니다.,200,1000000,2065573,3,0,1593
148,깨어난 폭풍 증표,깨어난 폭풍에 대한 평판이 %d만큼 증가합니다.,200,1000000,2065574,3,0,1594
149,토르톨란 탐구단 증표,토르톨란 탐구단에 대한 평판이 %d만큼 증가합니다.,300,1000000,2065576,3,0,1598
150,잔달라 제국 증표,잔달라 제국에 대한 평판이 %d만큼 증가합니다.,200,1000000,2065579,3,0,1597
151,탈란지의 원정대 증표,탈란지의 원정대에 대한 평판이 %d만큼 증가합니다.,200,1000000,2065575,3,0,1595
152,볼두나이 증표,볼두나이에 대한 평판이 %d만큼 증가합니다.,200,1000000,2065577,3,0,1596
155,승천자 증표,승천자에 대한 평판이 %d만큼 증가합니다.,1,1000000,3257748,3,0,1804
156,죽지 않는 군대 증표,죽지 않는 군대에 대한 평판이 %d만큼 증가합니다.,1,1000000,3492310,3,0,1805
157,야생 사냥단 증표,야생 사냥단에 대한 평판이 %d만큼 증가합니다.,1,1000000,3575389,3,0,1806
158,수확자의 궁정 증표,수확자의 궁정에 대한 평판이 %d만큼 증가합니다.,1,1000000,3514227,3,0,1807
159,영예의 문장,성약의 단에서의 영예가 %d만큼 증가합니다.,0,0,3726261,5,0,1822
160,잿불 궁정의 영예,잿불 궁정에 대한 평판이 %d만큼 증가합니다.,1,1000000,3641397,3,0,1837
161,백작의 향기 어린 감사 편지,백작과의 우정이 %d만큼 증가합니다.,1,1000000,1505932,3,0,1838
162,렌들의 급하게 휘갈긴 감사장,렌들과 곤봉얼굴과의 우정이 %d만큼 증가합니다.,1,1000000,1505955,3,0,1839
163,큼지막한 지장이 찍힌 양피지,바위머리와의 우정이 %d만큼 증가합니다.,1,1000000,1505957,3,0,1840
164,카시르의 즐거운 연회 십계명,묘지지기 카시르와의 우정이 %d만큼 증가합니다.,1,1000000,134331,3,0,1841
165,남작 바쉬의 공식 감사장,남작 바쉬와의 우정이 %d만큼 증가합니다.,1,1000000,133472,3,0,1842
166,모그레인의 재치 있고 간결한 감사 인사,알렉산드로스 모그레인과의 우정이 %d만큼 증가합니다.,1,1000000,133473,3,0,1845
167,내기권 뒷면에 쓰인 감사 인사,투사단장 볼과의 우정이 %d만큼 증가합니다.,1,1000000,134329,3,0,1844
168,점액으로 흥건한 감사장,역병 설계자 메릴레트와의 우정이 %d만큼 증가합니다.,1,1000000,237246,3,0,1843
169,격식 있는 양피지를 빼곡하게 메운 감사 인사,시카와의 우정이 %d만큼 증가합니다.,1,1000000,1505958,3,0,1846
170,펠라고스의 사려 깊은 감사장,클레이아와의 우정이 %d만큼 증가합니다.,1,1000000,1505933,3,0,1847
171,뻣뻣하고 격식 있는 감사장,군정관 아드레스테스와의 우정이 %d만큼 증가합니다.,1,1000000,1505935,3,0,1848
172,반쯤 완성된 도면 뒷면에 휘갈긴 감사 인사,미카니코스와의 우정이 %d만큼 증가합니다.,1,1000000,134330,3,0,1849
173,츄파의 빛나는 도토리,츄파와의 우정이 %d만큼 증가합니다.,1,1000000,1052644,3,0,1850
174,발톱으로 새긴 감사 인사,수풀사령관 알리오테와의 우정이 %d만큼 증가합니다.,1,1000000,442743,3,0,1851
175,사냥대장의 감사 서신,사냥대장 코레인과의 우정이 %d만큼 증가합니다.,1,1000000,237247,3,0,1852
176,마력 깃든 감사장,대신 문베리와의 우정이 %d만큼 증가합니다.,1,1000000,237249,3,0,1853
182,추가 경험치,플레이어가 상당량의 경험치 혜택을 얻습니다.,1,9999999,1001982,3,0,1877
183,바느질 대가의 증표,바느질 대가에 대한 평판이 %d만큼 증가합니다.,1,1000000,3622121,3,0,1878
184,죄악석 연구물,선언단에 대한 평판이 %d만큼 증가합니다.,1,1000000,1506458,3,0,1884
185,나락 생존 전문가의 징표,베나리에 대한 평판이 %d만큼 증가합니다.,1,1000000,1362656,3,0,1880
186,죽음의 진군의 훈장,죽음의 진군에 대한 평판이 %d만큼 증가합니다.,1,1000000,4064729,3,0,1907
188,기록관의 전서 전집,기록관의 전서 단계를 %d만큼 진행합니다.,1,1000000,442732,3,0,1997
189,깨달은 자의 훈장,깨달은 자에 대한 평판이 %d만큼 증가합니다.,1,1000000,4226232,3,0,1982
190,용의 섬 보급품 상자,용의 섬의 진영들과 거래하는 데 쓸 수 있는 귀중한 보급품이 %d개 들어 있습니다.,25,0,1518638,3,0,2003
191,이스카라 투스카르 훈장,이스카라 투스카르에 대한 평판이 %d만큼 증가합니다.,1,1000000,4687629,3,0,2109
