Name_lang,Description_lang,ID,DisplayIndex,UiCameraID,AltHandUICameraID,ForgeAttachmentOverride,Flags,ArtifactID
수정 형체,,1,1,72,0,-1,0,1
가시투성이 형체,,2,2,0,0,-1,0,1
파멸의 인도자,,3,1,62,0,-1,0,2
정의의 대검,,4,2,65,0,-1,0,2
불타는 앙갚음,,5,3,63,0,-1,0,2
무너진 희망,,6,4,66,0,-1,0,2
산산이 조각난 심판,,7,5,64,0,-1,0,2
기만자의 쌍날검,,8,1,72,161,-1,0,3
일리다리의 손,,9,2,76,928,-1,0,3
암흑칼날,,10,3,75,930,-1,0,3
불꽃수확자,,11,5,77,931,-1,0,3
악마의 손길,,12,4,73,929,-1,0,3
그하니르 - 어머니 나무,,13,1,61,0,-1,0,13
옛나무,,14,2,68,0,-1,0,13
깨어난 수정,,15,3,60,0,-1,0,13
마른가지 지킴이,,16,4,69,0,-1,0,13
감시관의 왕관,,17,6,70,0,-1,1,13
대지의 수호자의 비늘,,20,1,183,71,-1,0,11
포식자의 송곳니,,21,1,168,169,-1,0,17
악마의 품,,22,3,172,173,-1,0,17
그림자칼날,,23,2,170,171,-1,0,17
피탐식자,,24,4,174,175,-1,0,17
얼음바람,,25,5,176,177,-1,0,17
저주받은 자의 아귀,,32,1,163,0,-1,0,15
대재앙,,33,1,162,0,-1,0,16
타락한 왕자의 칼날,,39,1,166,167,-1,0,12
라덴의 주먹,,40,1,191,192,-1,0,40
타스도라 - 윈드러너의 유산,,41,1,719,0,-1,0,55
국왕 시해자,,42,1,391,392,-1,0,43
샤라스달 - 해일의 홀,,43,1,195,958,-1,0,42
둠해머,,44,1,189,0,-1,0,41
투우레 - 나루의 봉화,,45,1,194,0,-1,0,45
검은 제국의 비수,,46,1,570,952,-1,0,47
은빛 손,,47,1,198,199,-1,0,48
우르속의 발톱,,48,1,188,638,-1,0,57
살게라스의 홀,,49,1,357,0,-1,0,38
셰이룬 - 안개의 지팡이,,50,1,196,0,-1,0,51
펠로멜로른,,51,1,190,935,-1,0,54
칼날갈퀴,,52,1,197,0,-1,0,34
알루네스,,53,1,178,0,-1,0,4
수호자의 첨탑,,54,2,179,0,-1,0,4
해방된 마그나,,55,3,181,0,-1,0,4
에이그윈의 몰락,,56,4,180,0,-1,0,4
영원한 학자,,57,5,182,0,-1,0,4
죽음경비병의 시선,,58,4,184,965,-1,0,11
세계파괴자의 마지막 숨결,,59,6,185,966,-1,1,11
깨지지 않는 저항,,60,3,186,967,-1,0,11
쓰러진 왕의 무장,,61,2,187,968,-1,0,11
칠흑한기,,64,1,344,0,-1,0,53
수호자의 집중,,65,2,346,0,-1,0,53
대마법사의 의지,,66,4,351,0,-1,0,53
서리불꽃의 기억,,67,6,353,0,-1,1,53
첫 번째의 흐름,,68,3,354,0,-1,0,53
암흑 티탄의 오만,,69,2,359,0,-1,0,38
굴단의 메아리,,70,3,360,0,-1,0,38
파괴자의 그림자,,71,4,362,0,-1,0,38
군단공포,,72,6,361,0,-1,1,38
순찰대 사령관의 수호,,73,4,933,0,-1,0,55
불사조의 환생,,74,3,722,0,-1,0,55
자매의 결속,,75,2,720,0,-1,0,55
까마귀수호,,76,6,721,0,-1,1,55
저주받은 손,,77,2,858,863,-1,0,43
심장을 멈추는 자,,78,3,860,864,-1,0,43
마법사학살자의 칼날,,79,4,859,865,-1,0,43
뼈파괴자,,80,6,861,866,-1,1,43
엘룬의 낫,,81,1,631,0,-1,0,59
고대 신의 품,,82,2,773,957,-1,0,47
타락한 검,,83,3,774,953,-1,0,47
광기의 시야,,84,4,776,955,-1,0,47
뒤틀린 반영,,85,5,775,954,-1,0,47
돌주먹,,86,2,188,638,-1,0,57
우르솔의 화신,,87,3,188,638,-1,0,57
악몽에 떨어진 자,,88,4,188,638,-1,0,57
숲의 수호자,,89,6,188,638,-1,1,57
알드라치 전투검,,90,1,753,759,-1,0,60
아샤메인의 송곳니,,91,1,636,637,-1,0,58
피아귀,,92,2,701,0,-1,0,15
턱뼈,,93,5,702,0,-1,0,15
영혼수확자,,94,3,704,0,-1,0,15
집행자,,95,4,703,0,-1,0,15
서리한의 유산,,96,2,662,663,-1,0,12
영혼 수집가,,97,5,664,665,-1,0,12
묘지기,,98,4,700,699,-1,0,12
신드라고사의 격노,,99,3,667,666,-1,0,12
기근전도사,,100,4,658,0,-1,0,16
전염병의 전령,,101,3,661,0,-1,0,16
부정한 전쟁,,102,2,659,0,-1,0,16
뼈 수확자,,103,6,660,0,-1,1,16
일리다리 문장,,104,2,901,902,-1,0,60
뼈공포,,105,4,903,904,-1,0,60
공포의 군주의 이빨,,106,3,905,906,-1,0,60
강철 감시자,,107,6,907,908,-1,1,60
골드린의 사절,,108,2,831,0,-1,0,59
달부름,,109,3,832,0,-1,0,59
태양지기의 손짓,,110,6,834,0,-1,1,59
악몽의 고통,,111,4,833,0,-1,0,59
자연의 격노,,112,2,636,637,-1,0,58
원시 추적자,,113,3,636,637,-1,0,58
무리어미의 유령,,114,5,636,637,-1,0,58
악몽의 화신,,115,4,636,637,-1,0,58
티탄분쇄자,,116,1,754,0,-1,0,56
독수리의 눈,,117,2,789,0,-1,0,56
멧돼지 대포,,118,4,791,0,-1,0,56
엘레크의 천둥,,119,3,790,0,-1,0,56
뱀의 이빨,,120,5,792,0,-1,0,56
독수리의 환생,,121,2,715,0,-1,0,34
우두머리의 창,,122,3,717,0,-1,0,34
뱀의 일격,,123,4,716,0,-1,0,34
곰의 인내,,124,6,718,0,-1,1,34
태양길잡이의 자부심,,125,2,838,937,-1,0,54
불사조의 환생,,126,3,840,940,-1,0,54
용암에서 태어난 날,,127,4,839,939,-1,0,54
시간왜곡사의 칼날,,128,5,841,941,-1,0,54
푸 잔 - 방랑자의 친구,,129,1,710,0,-1,0,52
원숭이 왕의 짐,,130,2,711,0,-1,0,52
용숨결의 손아귀,,131,4,713,0,-1,0,52
흑우의 심장,,132,3,712,0,-1,0,52
안개를 품은 자,,133,5,714,0,-1,0,52
깊은 안개의 대가,,134,2,845,0,-1,0,51
불멸의 용의 숨결,,135,6,846,0,-1,1,51
샤의 고통,,136,4,847,0,-1,0,51
츠지의 영혼,,137,3,848,0,-1,0,51
하늘의 주먹,,138,1,629,630,-1,0,50
알아키르의 손길,,139,2,691,692,-1,0,50
정령의 손짓,,140,3,694,693,-1,0,50
음영파의 유산,,141,4,696,695,-1,0,50
폭풍주먹,,142,6,698,697,-1,1,50
쓰러진 감시자의 주먹,,143,2,785,199,-1,0,48
