ID,Description_lang
1,"이번에는 다크문 축제가 여기, 목가적인 풍경이 펼쳐진 엘윈 숲에서 열립니다. 실라스 다크문과 그 유랑단을 만나 보세요. 속마음을 점쳐보기도 하고 아제로스 구석구석에서 모인 신기한 여러 가지를 물건을 즐기실 수도 있답니다... 이게 전부가 아니니 직접 가보세요!"
2,아제로스가 새해를 맞이했습니다! 각 대도시에서는 밤새도록 흥겨운 불꽃놀이가 펼쳐집니다.
4,"가시덤불 골짜기 해안을 따라 펼쳐지는 낚시대회입니다. 맛둥어를 가능한 한 많이 낚아 올리세요!

맛둥어 40마리를 먼저 낚고 우승 상품을 차지할 영광의 주인공 중 한 명이 될 자신이 있나요? 대회가 시작된 후 2시간 동안 맛둥어를 낚을 수 있지만, 손이 빠른 사람만이 승리할 수 있습니다!"
8,처음에는 드워프만이 즐기던 행사였으나 이제는 아제로스 모든 종족이 함께 즐기는 가을 축제입니다! 아이언포지 외곽에 있는 얼라이언스 야영지나 오그리마 외곽에 있는 호드 야영지를 찾아가 보세요. 신나는 일들이 기다리고 있답니다!
9,아제로스 대도시에 미묘한 기류가 감돌고 있습니다. 그렇습니다. 장인들이 모여 선물 기념제를 연 것입니다. 사랑하는 이들에게 사려 깊은 선물과 애정을 주고받을 수 있는 축제의 장이 펼쳐지고 있습니다.
10,"일 년 중, 가장 뜨거운 계절을 기념하여 모두가 떠들고 즐기는 시간입니다."
11,"해가 진 후에는, 한여름의 열기를 축하하는 뜻으로 매시간 화려한 불꽃놀이가 펼쳐집니다. 불꽃놀이를 보고 싶으시면 주요 도시나 무법항을 찾아 주세요."
12,"영웅이란 어떤 삶을 사는지, 고아 어린이들에게 직접 보여주세요! 스톰윈드 보육원의 나이팅게일 원장님이나 오그리마 보육원의 배틀웨일 원장님, 샤트라스 보육원의 머시 원장님, 달라란 보육원의 아리아 원장님, 다자알로 보육원의 관리인 파대, 보랄러스 보육원의 웨스터슨 원장님을 만나보시고 어린이들의 소망을 이뤄주세요."
13,겨울 할아버지가 굴뚝나무 목장조합의 승인을 받아 오그리마와 아이언포지를 방문합니다. 아제로스 어디나 즐거움이 가득 넘쳐납니다!
14,귀족의 정원에서 향연이 시작되었습니다. 종족마다 젊은 영웅들이 처음으로 능력을 시험받는 시험장에 교묘하게 숨겨진 보물 알이 있습니다. 몇 개나 찾을 수 있을까요?
15,할로윈 축제는 포세이큰이 스컬지로부터 해방된 것을 축하하는 행사입니다. 누구든 요청하기만 하면 아제로스에 있는 여관주인들에게서 선물을 받을 수 있습니다. 그 선물이 진짜 선물일지 무언가 다른 것일지는 열어봐야 알겠지만요.
16,추수절은 친구와 동지를 위해 목숨을 바친 이들을 기념하는 시간입니다. 오그리마와 아이언포지 외곽에는 세상을 떠난 영웅을 기리며 잔치가 벌어집니다.
17,"매년 달숲 드루이드들은 고대 악을 무찌른 승리를 기념하는 축제를 엽니다. 달의 축제 기간 동안 아제로스의 시민들은 선조들의 명예와 지혜를 기리고, 즐거운 축제를 함께 즐깁니다. 물론 많은 불꽃놀이도 마음껏 즐길 수 있습니다!"
18,"가을 축제는 드워프들이 시작했지만, 이제는 전 세계 모두가 함께 맛있는 음식과 흥겨운 일들을 즐기는 축제가 되었습니다."
21,고블린 마을인 무법항으로 항해해 온 드메자 선장이 해적단원을 모집합니다. 해적으로서 모험이 넘치는 생활을 꿈꿔왔다면 드메자 선장이나 주요 도시에 있는 부하를 만나 보세요!
22,알터랙 계곡에서 전투가 점점 치열해지고 있습니다. 종족을 위해 칼을 뽑아들고 알터랙 전투에 참여하는 이들에게는 크나큰 명예가 있을 것입니다.
23,아라시 분지에서 전투가 점점 치열해지고 있습니다. 종족을 위해 칼을 뽑아들고 아라시 분지 전투에 참여하는 이들에게는 크나큰 명예가 있을 것입니다.
24,폭풍의 눈에서 전투가 점점 치열해지고 있습니다. 종족을 위해 칼을 뽑아들고 폭풍의 눈 전투에 참여하는 이들에게는 크나큰 명예가 있을 것입니다.
25,전쟁노래 협곡에서 전투가 점점 치열해지고 있습니다. 종족을 위해 칼을 뽑아들고 전쟁노래 협곡 전투에 참여하는 이들에게는 크나큰 명예가 있을 것입니다.
26,"이번에는 다크문 축제가 여기, 썬더 블러프 기슭에서 열립니다. 실라스 다크문과 그 유랑단을 만나 보세요. 속마음을 점쳐보기도 하고 아제로스 구석구석에서 모인 신기한 여러 가지를 즐기실 수도 있답니다... 이게 전부가 아니니 직접 가보세요!"
27,"이번에는 다크문 축제가 여기, 샤트라스 외곽에서 열립니다. 실라스 다크문과 그 유랑단을 만나 보세요. 속마음을 점쳐보기도 하고 아제로스 구석구석에서 모인 신기한 여러 가지를 즐기실 수도 있답니다... 이게 전부가 아니니 직접 가보세요!"
41,고대의 해안에서 벌어지고 있는 전투의 열기가 점점 뜨거워지고 있습니다. 종족을 위해 칼을 뽑아들고 고대의 해안 전투에 참여하는 자에게는 커다란 명예가 주어질 것입니다.
61,"리치 왕의 분노가 출시됩니다.

얼라이언스 배는 스톰윈드와 메네실 항구에서,

호드 비행선은 오그리마와 언더시티 앞에서 출발합니다.

노스렌드에서 다시 만나요!"
81,"망자의 날에는 다같이 무덤가에 모여 떠나간 이들의 영혼을 기리며 축제를 엽니다.

대도시의 공동묘지에 가시면 축하객들이 요리하고 춤추며, 특별 의상을 입고 즐기는 모습을 보실 수 있습니다."
101,순례자의 감사절은 누군가 겪었던 좋은 일을 떠올리고 주변에 있는 모두와 함께 나누는 시간입니다.
121,정복의 섬에서 전투가 점점 치열해지고 있습니다. 종족을 위해 칼을 뽑아들고 정복의 섬 전투에 참여하는 이들에게는 크나큰 명예가 있을 것입니다.
141,시험용
161,"노스렌드에서는 며칠에 한 번씩 칼루아크 낚시 대축제가 열립니다. 가장 먼저 흑기흉상어를 잡아 칼루아크에게 인정 받고, 놀라운 상품도 얻으세요!"
162,"한때 위풍당당했던 도시, 길니아스에서는 침략자 포세이큰이 저주받은 수호자들로부터 지배권을 빼앗고 피의 거리로 변모시키고자 전투를 계속하고 있습니다."
163,와일드해머 드워프와 용아귀 오크는 아제로스의 동부 고원에 자리한 풍요로운 계곡을 둘러싸고 20년도 넘게 분쟁을 벌이고 있습니다.
164,10v10 평점제 전장에 참가할 수 있습니다. 9명의 다른 플레이어와 팀을 이뤄 플레이어 간 전투 메뉴의 평점제 전장 대기열에 등록하시고 정복 점수에 도전하세요.
165,15v15 평점제 전장에 참가할 수 있습니다. 14명의 다른 플레이어와 팀을 이뤄 플레이어 간 전투 메뉴의 평점제 전장 대기열에 등록하시고 정복 점수에 도전하세요.
166,25v25 평점제 전장에 참가할 수 있습니다. 24명의 다른 플레이어와 팀을 이뤄 플레이어 간 전투 메뉴의 평점제 전장 대기열에 등록하시고 정복 점수에 도전하세요.
188,"월드 오브 워크래프트의 생일입니다!

아제로스와 그 너머의 세상을 모두와 함께 즐겨주신 여러분께 개발팀에서 깊은 감사의 말씀을 드립니다."
201,"다크문 축제가 시작되었습니다!

실라스 다크문이 이끄는 유랑단과 함께 손에 땀을 쥐게 하는 게임을 즐기시고, 아제로스 구석구석과 그 너머에서 찾아온 이국적인 볼거리를 만나보세요!"
204,"이윤을 위해서라면 그 어떤 행위도 마다하지 않는 투자개발회사에서 은빛수정 광산에 대한 개발권을 얼라이언스와 호드 양쪽에 판매했습니다! 지금 이 순간에도, 경쟁 중인 아이언포지와 빌지워터 항만의 채광 조직들에서 고용한 용병들이 소중한 자원을 사이에 두고 충돌합니다..."
