ID,Name_lang,Name1_lang,Mask_ID,Flags
1,정찰병 %s,정찰병 %s,1,0
2,파수병 %s,파수병 %s,2,0
3,근위병 %s,근위병 %s,3,0
4,정예근위병 %s,정예근위병 %s,4,0
5,하급기사 %s,하급기사 %s,5,0
6,기사 %s,기사 %s,6,0
7,상급기사 %s,상급기사 %s,7,0
8,기사대장 %s,기사대장 %s,8,0
9,기사단장 %s,기사단장 %s,9,0
10,부사령관 %s,부사령관 %s,10,0
11,사령관 %s,사령관 %s,11,0
12,작전사령관 %s,작전사령관 %s,12,0
13,야전사령관 %s,야전사령관 %s,13,0
14,최고사령관 %s,최고사령관 %s,14,0
15,척후병 %s,척후병 %s,15,0
16,그런트 %s,그런트 %s,16,0
17,수호병 %s,수호병 %s,17,0
18,정예수호병 %s,정예수호병 %s,18,0
19,하급투사 %s,하급투사 %s,19,0
20,투사 %s,투사 %s,20,0
21,혈투사 %s,혈투사 %s,21,0
22,용사 %s,용사 %s,22,0
23,백인대장 %s,백인대장 %s,23,0
24,부사령관 %s,부사령관 %s,24,0
25,사령관 %s,사령관 %s,25,0
26,전투사령관 %s,전투사령관 %s,26,0
27,장군 %s,장군 %s,27,0
28,대장군 %s,대장군 %s,28,0
42,검투사 %s,검투사 %s,29,0
43,결투사 %s,결투사 %s,30,0
44,승부사 %s,승부사 %s,31,0
45,도전자 %s,도전자 %s,32,0
46,스카라베 군주 %s,스카라베 군주 %s,33,0
47,정복자 %s,정복자 %s,34,0
48,심판관 %s,심판관 %s,35,0
53,나루의 용사 %s,나루의 용사 %s,36,0
62,무자비한 검투사 %s,무자비한 검투사 %s,37,0
63,무너진 태양의 용사 %s,무너진 태양의 용사 %s,38,0
64,아달의 수호자 %s,아달의 수호자 %s,39,0
71,복수심에 불타는 검투사 %s,복수심에 불타는 검투사 %s,40,0
72,지휘관 %s,지휘관 %s,41,0
74,장로 %s,장로 %s,43,0
75,불꽃감시자 %s,불꽃감시자 %s,44,0
76,불꽃지기 %s,불꽃지기 %s,45,0
77,확고자 %s,확고자 %s,46,0
78,탐험가 %s,탐험가 %s,47,0
79,외교관 %s,외교관 %s,48,0
80,야만적인 검투사 %s,야만적인 검투사 %s,49,0
81,탐구자 %s,탐구자 %s,42,0
82,전문 검투사 %s,전문 검투사 %s,50,0
83,낚시광 %s,낚시광 %s,51,0
84,요리사 %s,요리사 %s,52,0
