Name_lang,Description_lang,ID,GarrTalentTreeID,Tier,UiOrder,IconFileDataID,PlayerConditionID,GarrAbilityID,Flags,TalentType,PrerequisiteTalentID,ResearchCostSource,ActiveDurationSecs,GarrTalentSocketPropertiesID
피의 욕망,피의 욕망 능력을 활성화합니다. 매일 첫 번째 임무의 성공 확률이 ${$a701}% 증가합니다.,39,31,0,1,136012,41962,578,0,0,0,0,0,0
윤회,모든 임무에서 윤회 능력을 활성화합니다. 임무 성공 시 ${$a772}%의 확률로 쓰러진 병력을 $m772의 활력을 지닌 채 되살립니다.,40,31,1,1,451167,41955,646,0,0,0,0,0,0
선조의 선물,임무 성공 시 일정 확률로 용사의 무장 또는 장비를 획득합니다.,41,31,2,1,237574,41958,788,0,0,0,0,0,0
토템의 전설,장착 가능한 전설 아이템의 수가 ${$a898}개 증가합니다.,42,31,5,0,237571,41961,0,0,0,0,0,0,0
정령의 지식,"새롭게 영입한 하급 정령이 상급 정령이 되어, 임무의 성공 확률이 ${$a638-$a637}% 증가합니다.",43,31,3,0,893777,41959,0,0,0,0,0,0,0
대지의 속삭임,"새롭게 영입한 대지술사 무리가 대지 고리회 흙점쟁이가 되어 다음 능력을 획득합니다.

|TInterface\ICONS\ABILITY_RHYOLITH_MAGMAFLOW_WAVE.BLP:20:20:0:0|t |Cffffffff지진|R
$@garrabdesc583",44,31,3,1,451165,41959,0,0,0,0,0,0,0
일어나라!,"승천자를 영입할 수 있습니다.

승천자는 |C00b3ffff위험 요소|R, |C00b3ffff주문|R, |C00b3ffff하수인|R 중 무작위 한 가지가 포함된 임무의 성공 확률을 ${$a650}% 증가시키며, 다음 능력을 사용할 수 있습니다:

|TInterface\ICONS\ABILITY_DUALWIELDSPECIALIZATION.BLP:20:20:0:0|t |Cffffffff승천자의 격노|R
$@garrabdesc531",46,31,4,1,132148,41960,0,0,0,0,0,0,0
정령의 걸음,연맹 자원으로 일주일치 부서진 운명의 인장 3개 중 1개를 주문합니다.,49,31,4,0,636335,41960,0,0,0,0,0,0,0
훈련장,"영입할 수 있는 하급 정령, 상급 정령, 대지술사, 흙점쟁이의 최대 인원이 ${$a702}명 증가합니다.",52,31,2,0,135776,41958,579,0,0,0,0,0,0
정령 결속,"화염, 대지, 바람, 물의 군주에게 접근할 수 있습니다. 매일 무작위로 군주 한 명이 연맹 전당에 나타나 강력한 전투 보너스를 줍니다.",53,31,1,0,135988,41955,0,0,0,0,0,0,0
영혼의 부름,반복할 수 없는 퀘스트의 보상이 희귀 및 영웅 등급으로 추가 강화될 확률이 증가합니다.,54,31,0,0,136014,41962,0,0,0,0,0,0,0
상서로운 행운,반복할 수 없는 퀘스트의 보상이 희귀 및 영웅 등급으로 추가 강화될 확률이 증가합니다.,248,4,0,0,636335,41962,0,0,0,0,0,0,0
깨달음,"새롭게 영입한 병력이 일정 확률로 한 등급 진급하여 더 강력한 병력이 됩니다.

수습생은 일정 확률로 숙련병이 되고, 숙련병은 일정 확률로 사부가 됩니다.",249,4,1,1,648628,41955,0,0,0,0,0,0,0
소의 길,"새롭게 영입한 흑우 수습생이 흑우 숙련병이 되어, 임무의 성공 확률이 ${$a897-$a695}% 증가합니다.",250,4,3,0,620829,41959,0,0,0,0,0,0,0
호랑이의 길,"새롭게 영입한 백호 수습생이 백호 숙련병이 되어 다음 능력을 획득합니다.

|TInterface\ICONS\ABILITY_MONK_CRANEKICK_NEW.BLP:20:20:0:0|t |Cffffffff회전 학다리차기|R
$@garrabdesc576",251,4,3,1,611420,41959,0,0,0,0,0,0,0
거주 구역,"영입할 수 있는 흑우 수습생, 흑우 숙련병과 백호 수습생, 백호 숙련병의 최대 인원이 ${$a694}명 증가합니다.",252,4,2,0,651489,41958,571,0,0,0,0,0,0
행운의 봉투,행운의 봉투 능력을 활성화합니다. 매일 첫 번째 임무의 성공 확률이 ${$a693}% 증가합니다.,253,4,0,1,134268,41962,570,0,0,0,0,0,0
양조장,"하루에 한 번씩 스톰스타우트 여관에서 부글거리는 술통을 사용할 수 있습니다.

부글거리는 술통을 사용하면 부서진 섬에서 퀘스트를 수행하는 동안 도움이 될 귀한 강화 효과를 받을 수 있습니다.",254,4,1,0,651573,41955,0,0,0,0,0,0,0
순례,임무 성공 시 일정 확률로 용사의 무장 또는 장비를 획득합니다.,255,4,2,1,775462,41958,785,0,0,0,0,0,0
운명과 하나됨,연맹 자원으로 일주일치 부서진 운명의 인장 3개 중 1개를 주문합니다.,256,4,4,0,656322,41960,0,0,0,0,0,0,0
천신의 은총,"천신을 영입할 수 있습니다.

천신은 무작위 수도사 전문화로 지정되어 |C00b3ffff우두머리|R에게 대응할 수 있으며, 추가로 다음 능력을 사용합니다.

|TInterface\ICONS\INV_CELESTIALSERPENTMOUNT.BLP:20:20:0:0|t |Cffffffff천신의 메아리|R
$@garrabdesc749",257,4,4,1,656166,41960,0,0,0,0,0,0,0
전설의 주먹,장착 가능한 전설 아이템의 수가 ${$a898}개 증가합니다.,258,4,5,0,606548,41961,0,0,0,0,0,0,0
엘룬의 은총,반복할 수 없는 퀘스트의 보상이 희귀 및 영웅 등급으로 추가 강화될 확률이 증가합니다.,347,107,0,0,236151,41962,0,0,0,0,0,0,0
회수,임무 성공 시 일정 확률로 용사의 무장 또는 장비를 획득합니다.,348,107,2,1,1033478,41958,787,0,0,0,0,0,0
날쌘 동물 변신,모든 임무에서 날쌘 동물 변신 능력을 활성화합니다. 임무의 소요 시간이 ${100-$a715*100}% 감소합니다.,349,107,1,1,132144,41955,592,0,0,0,0,0,0
겨울잠,"영입할 수 있는 꿈숲 나무정령, 세나리우스의 딸, 발톱의 드루이드 및 숲의 수호자의 최대 인원이 ${$a900}명 증가합니다.",350,107,2,0,132136,41958,753,0,0,0,0,0,0
미소띤 자매,"새롭게 영입한 꿈숲 나무정령이 세나리우스의 딸이 되어, 임무의 성공 확률이 ${$a679-$a678}% 증가합니다.",351,107,3,0,136021,41959,0,0,0,0,0,0,0
숲의 힘,"새롭게 영입한 발톱의 드루이드가 숲의 수호자가 되어 다음 능력을 획득합니다. 

|TInterface\ICONS\ABILITY_DRUID_FLOURISH.BLP:20:20:0:0|t |Cffffffff급속 성장|R
$@garrabdesc558",352,107,3,1,132113,41959,0,0,0,0,0,0,0
뿌리,"뿌리 능력을 활성화합니다. 매일 첫 번째 임무에 |C00b3ffff하수인|R이 있으면, 임무의 성공 확률이 ${$a714}% 증가합니다.",353,107,0,1,134412,41962,591,0,0,0,0,0,0
늘푸른 나무,"비옥한 토양 두 곳에서 식물을 키우고 수확하여, 3일에 한 번씩 부서진 섬에서 사용할 수 있는 유용한 아이템을 획득할 수 있습니다.",354,107,1,0,612099,41955,0,0,0,0,0,0,0
엘룬에게 선택받은 자,연맹 자원으로 일주일치 부서진 운명의 인장 3개 중 1개를 주문합니다.,355,107,4,0,611423,41960,0,0,0,0,0,0,0
전쟁의 고대정령,"전쟁의 고대정령을 영입할 수 있습니다.

전쟁의 고대정령은 무작위 드루이드 전문화를 가지고 |C00b3ffff우두머리|R에게 대응할 수 있으며, 추가로 다음 능력을 사용합니다.

|TInterface\ICONS\INV_PET_ANCIENTPROTECTOR.BLP:20:20:0:0|t |Cffffffff고대의 힘|R
$@garrabdesc435",356,107,4,1,874857,41960,0,0,0,0,0,0,0
자연의 전설,장착 가능한 전설 아이템의 수가 ${$a898}개 증가합니다.,357,107,5,0,1045105,41961,0,0,0,0,0,0,0
어둠의 거래,반복할 수 없는 퀘스트의 보상이 희귀 및 영웅 등급으로 추가 강화될 확률이 증가합니다.,358,110,0,0,538039,41962,0,0,0,0,0,0,0
파멸수호병 소환,파멸수호병 소환 능력을 활성화합니다. 매일 첫 번째 임무의 성공 확률이 ${$a616}% 증가합니다.,359,110,0,1,615103,41962,500,0,0,0,0,0,0
소환 의식,모든 임무에서 소환 의식 능력을 활성화합니다. 임무의 소요 시간이 ${100-$a615*100}% 감소합니다.,360,110,1,1,136194,41955,499,0,0,0,0,0,0
훈련장,"영입할 수 있는 임프, 날뛰는 임프, 수행사제 및 기원사의 최대 인원이 ${$a614}명 증가합니다.",361,110,2,0,538442,41958,498,0,0,0,0,0,0
암흑 특화,"새롭게 영입한 암흑의 수확 수행사제가 암흑의 수확 기원사가 되어 다음 능력을 획득합니다. 

|TInterface\ICONS\ABILITY_WARLOCK_INFERNOGREEN.BLP:20:20:0:0|t |Cffffffff지옥 불꽃의 비|R
$@garrabdesc485",362,110,3,1,236295,41959,0,0,0,0,0,0,0
기분 나쁜 수확,전투 동료와 함께 전역 퀘스트 완료 시 연맹 자원을 얻습니다.,363,110,4,1,537517,41960,746,0,0,0,0,0,0
어둠의 거래,연맹 자원과 교환하여 용사의 무장 또는 장비를 주문할 수 있습니다.,364,110,2,1,1032479,41958,0,0,0,0,0,0,0
흑마법서: 노예,"새롭게 영입한 임프 무리가 날뛰는 임프 무리가 되어 다음 능력을 획득합니다. 

|TInterface\ICONS\SPELL_SHADOW_ANTISHADOW.BLP:20:20:0:0|t |Cffffffff악마의 맹약|R
$@garrabdesc497",365,110,3,0,460694,41959,0,0,0,0,0,0,0
악마의 제물,파멸의 의식을 사용할 수 있습니다. 네 명의 동료와 함께 강력한 악마를 소환하여 강화 마법과 악마의 보물을 획득할 수 있습니다.,366,110,1,0,460696,41955,0,0,0,0,0,0,0
부패의 씨앗,|C00b3ffff하수인|R을 상대하는 임무의 성공 확률이 ${$a1516}% 증가합니다.,367,110,4,0,136193,41960,1137,0,0,0,0,0,0
지옥의 전설,장착 가능한 전설 아이템의 수가 ${$a898}개 증가합니다.,368,110,5,0,615096,41961,0,0,0,0,0,0,0
튼튼한 강화,반복할 수 없는 퀘스트의 보상이 희귀 및 영웅 등급으로 추가 강화될 확률이 증가합니다.,369,113,0,0,132168,41962,0,0,0,0,0,0,0
원거리,원거리 능력을 활성화합니다. 매일 첫 번째 임무의 성공 확률이 ${$a707}% 증가합니다.,370,113,0,1,1392555,41962,584,0,0,0,0,0,0
철수,모든 임무에서 철수 능력을 활성화합니다. |C00b3ffff위험 요소|R가 있는 임무의 성공 확률이 ${$a787}% 증가합니다.,371,113,1,1,132294,41955,661,0,0,0,0,0,0
튼튼한 천막,"영입할 수 있는 궁수, 명사수, 추적자 및 길잡이의 최대 인원이 ${$a708}명 증가합니다.",372,113,2,0,236200,41958,585,0,0,0,0,0,0
예리한 눈,"새롭게 영입한 궁수 분대가 드러나지 않은 명사수가 되어, 임무의 성공 확률이 ${$a634-$a633}% 증가합니다.",373,113,3,0,132177,41959,0,0,0,0,0,0,0
야성의 부름,"새롭게 영입한 추적자 무리가 길잡이 무리가 되어 다음 능력을 획득합니다.

|TInterface\ICONS\SPELL_FIRE_FLARE.BLP:20:20:0:0|t |Cffffffff섬광|R
$@garrabdesc520",374,113,3,1,133208,41959,0,0,0,0,0,0,0
