Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
농부 펑은 당신을 %s|1으로;로; 생각합니다. 농부 펑은 습지대 백합과 들새 숯불구이를 좋아합니다.,,,2,1283,604882,0
치 치는 당신을 %s|1으로;로; 생각합니다. 치 치는 푸른 깃털과 계곡 볶음 요리를 좋아합니다.,,,16,1277,604882,0
엘라는 당신을 %s|1으로;로; 생각합니다. 엘라는 비취 고양이와 새우 만두를 좋아합니다.,,,17,1275,604882,0
피시 펠리드는 당신을 %s|1으로;로; 생각합니다. 피시는 비취 고양이와 쌍둥이 생선 구이를 좋아합니다.,,,18,1282,604882,0
지나 머드클로는 당신을 %s|1으로;로; 생각합니다. 지나는 습지대 백합과 소용돌이치는 안갯국을 좋아합니다.,,,19,1281,604882,0
하오한 머드클로는 당신을 %s|1으로;로; 생각합니다. 하오한은 루비 파편과 숯불로 구운 호랑이 스테이크를 좋아합니다.,,,20,1279,604882,0
주정뱅이 조구는 당신을 %s|1으로;로; 생각합니다. 조구는 아름다운 사과와 당근 볶음을 좋아합니다.,,,21,1273,604882,0
늙은 힐포우는 당신을 %s|1으로;로; 생각합니다. 늙은 힐포우는 푸른 깃털과 거북이 조림을 좋아합니다.,,,22,1276,604882,0
쇼는 당신을 %s|1으로;로; 생각합니다. 쇼는 아름다운 사과와 영원꽃 물고기를 좋아합니다.,,,23,1278,604882,0
티나 머드클로는 당신을 %s|1으로;로; 생각합니다. 티나는 루비 파편과 화주 연어를 좋아합니다.,,,24,1280,604882,0
노미는 매우 영리한 %s 요리사입니다. 당신이 노미를 훈련시킬 때마다 점점 더 솜씨가 좋아집니다!,,,25,1357,604882,0
"내트는 당신을 %s|1으로;로; 생각합니다. 내트는 술을 좋아합니다. 희귀한 물고기를 잡아다 주면, 술을 나눠줄지도 모릅니다!",,,26,1358,604882,0
싸울가르 투기장에서 당신은 현재 %s 싸움꾼입니다.,,,28,2372,666624,0
비즈모의 싸움굴에서 당신은 현재 %s 싸움꾼입니다.,,,43,2371,666623,0
검은창 부족 저항군은 %s.,,,72,1440,666624,0
토르모크는 현재 당신의 %s입니다.,,,160,1736,666623,0
수호병 일로나는 현재 당신의 %s입니다.,,,162,1738,666623,0
에이다 브라이트돈은 현재 당신의 %s입니다.,,,163,1740,666623,0
델바 아이언피스트는 현재 당신의 %s입니다.,,,164,1733,666623,0
비비안은 현재 당신의 %s입니다.,,,165,1739,666623,0
갈퀴사제 이샤알은 현재 당신의 %s입니다.,,,166,1737,666623,0
레오라즈는 현재 당신의 %s입니다.,,,167,1741,666623,0
%s,,,171,1374,666624,0
%s,,,172,1419,666623,0
"첫 번째 비전술사 탈리스라의 상태: %s

나이트본은 |cFF66BBFF고대 마나|r에 대한 채울 수 없는 갈증을 느낍니다. 고대 마나는 수라마르 전역에서 찾을 수 있습니다.",,,181,1860,1391545,0
"실그린의 상태: %s

나이트폴른은 |cFF66BBFF고대 마나|r에 대한 채울 수 없는 갈증을 느낍니다. 수라마르에는 천연 마나의 근원이 많이 있지만, 가장 강한 건 밤샘입니다.",,,182,1861,1391545,0
"수석 이동술사 오큘레스의 상태: %s

나이트본은 |cFF66BBFF고대 마나|r에 대한 채울 수 없는 갈증을 느낍니다. 고대 마나는 수라마르 전역에서 찾을 수 있습니다.",,,183,1862,1391545,0
7.0 용사 시험용 - 첸 스톰스타우트 - 시험용 진영 (949) 사용,,,184,949,666623,0
"비전술사 발트와의 상태: %s

나이트본은 |cFF66BBFF고대 마나|r에 대한 채울 수 없는 갈증을 느낍니다. 고대 마나는 수라마르 전역에서 찾을 수 있습니다.",,,185,1919,1391545,0
"창조술사 마르고스는 당신을 %s|1으로;로; 생각합니다. 그는 마법은 별로 좋아하지 않지만, 낚시에는 온 정열을 쏟습니다!",,,193,1975,604882,0
올리스라와 안젤리크는 당신을 %s|1이라고;라고; 생각합니다. 그들은 필요한 이에게 의약품을 공급하여 도움을 주려고 합니다.,,,195,1984,604882,0
현재 당신의 %s입니다.,,,198,0,666623,0
물의 일리시아는 당신을 %s|1으로;로; 생각합니다. 아즈스나에서 함께 낚시를 하십시오.,,,199,2097,604882,0
아쿨레는 당신을 %s|1으로;로; 생각합니다. 높은산에서 함께 낚시를 하십시오.,,,200,2099,604882,0
임푸스는 당신을 %s|1으로;로; 생각합니다. 부서진 해변에서 함께 낚시를 하십시오.,,,202,2102,604882,0
수호자 레이내는 당신을 %s|1으로;로; 생각합니다. 발샤라에서 함께 낚시를 하십시오.,,,204,2098,604882,0
샤레스는 당신을 %s|1으로;로; 생각합니다. 수라마르에서 함께 낚시를 하십시오.,,,206,2101,604882,0
코르빈은 당신을 %s|1으로;로; 생각합니다. 스톰하임에서 함께 낚시를 하십시오.,,,208,2100,604882,0
크로미가 당신을 %s|1으로;로; 생각합니다.,,,209,2135,4191562,0
%s,,,210,1691,666624,0
%s,,,212,1690,666624,0
테러닥스가 %s|1이;가; 되었습니다.,,,213,2233,1391545,0
공포뿔이 자라서 %s|1이;가; 되었습니다.,,,315,2370,604882,0
사냥꾼 아카나는 %s입니다.,사냥꾼 아카나가 %d의 전투 경험치를 획득했습니다,사냥꾼 아카나가 %s|1이;가; 되었습니다.,316,2375,604882,25
선견자 오리는 %s입니다.,선견자 오리가 %d의 전투 경험치를 획득했습니다,선견자 오리가 %s|1이;가; 되었습니다.,317,2376,604882,25
검객 이노와리는 %s입니다.,검객 이노와리가 %d의 전투 경험치를 획득했습니다,검객 이노와리가 %s|1이;가; 되었습니다.,318,2377,604882,25
네리 샤프핀은 %s입니다.,네리 샤프핀이 %d의 전투 경험치를 획득했습니다,네리 샤프핀이 %s|1이;가; 되었습니다.,320,2389,604882,25
포엔 길브랙은 %s입니다.,포엔 길브랙이 %d의 전투 경험치를 획득했습니다,포엔 길브랙이 %s|1이;가; 되었습니다.,323,2388,666624,25
빔 브라인하트는 %s입니다.,빔 브라인하트가 %d의 전투 경험치를 획득했습니다,빔 브라인하트가 %s|1이;가; 되었습니다.,324,2390,604882,25
%s|1은;는; 벌꿀등 수확벌입니다.,,,325,2398,604882,0
%s|1은;는; 벌꿀등 일벌입니다.,,,326,2396,604882,0
%s|1은;는; 벌꿀등 둥지어미입니다.,,,327,2397,604882,0
%s,,,339,2011,666624,0
%s,,,340,2010,666624,0
새끼 아퀴르가 %s|1으로;로; 성장했습니다.,,,365,2427,604882,0
베나리의 시선에서 %s의 감정이 느껴집니다.,당신의 전투부대에 대한 베나리의 평가가 높아졌습니다. [%d 평판 획득],당신의 전투부대에 대한 베나리의 감정이 %s|1으로;로; 변화합니다.,366,2432,4216713,8
남작 바쉬가 당신을 %s|1으로;로; 생각합니다.,,,367,2446,604882,0
대신 문베리는 당신을 %s|1으로;로; 생각합니다.,,,368,2447,604882,0
미카니코스는 당신을 %s|1으로;로; 생각합니다.,,,370,2448,604882,0
백작은 당신을 %s|1으로;로; 생각합니다.,,,371,2449,604882,0
알렉산드로스 모그레인은 당신을 %s|1으로;로; 생각합니다.,,,372,2450,604882,0
사냥대장 코레인은 당신을 %s|1으로;로; 생각합니다.,,,373,2451,604882,0
군정관 아드레스테스는 당신을 %s|1으로;로; 생각합니다.,,,375,2452,604882,0
렌들과 곤봉얼굴은 당신을 %s|1으로;로; 생각합니다.,,,376,2453,604882,0
츄파는 당신을 %s|1으로;로; 생각합니다.,,,377,2454,604882,0
묘지지기 카시르는 당신을 %s|1으로;로; 생각합니다.,,,379,2455,604882,0
수풀사령관 알리오테는 당신을 %s|1으로;로; 생각합니다.,,,381,2456,604882,0
투사단장 볼은 당신을 %s|1으로;로; 생각합니다.,,,382,2457,604882,0
클레이아와 펠라고스는 당신을 %s|1으로;로; 생각합니다.,,,383,2458,604882,0
시카는 당신을 %s|1으로;로; 생각합니다.,,,384,2459,604882,0
바위머리는 당신을 %s|1으로;로; 생각합니다.,,,385,2460,604882,0
역병 설계자 메릴레트는 당신을 %s|1으로;로; 생각합니다.,,,387,2461,604882,0
바느질 대가와 %s 관계입니다.,,,389,2462,604882,8
마라스미우스와 %s 관계입니다.,,,390,2463,604882,8
당신의 전투부대는 밤의 궁정과 %s|1이;가; 됩니다.,,,391,2464,604882,8
%s 등급,분열체 설화 %d만큼 증가,,392,2469,3762255,24
%s 연구,,,393,2472,4191562,16
래시온은 당신의 전투부대를 %s|1으로;로; 생각합니다.,,당신의 전투부대는 이제 래시온과 |5%s|1이;가; 됩니다.,396,2517,604882,0
사벨리안은 당신의 전투부대를 |5%s|1으로;로; 생각합니다.,,당신의 전투부대는 이제 사벨리안과 |5%s|1이;가; 됩니다.,397,2518,604882,0
용의 섬 장인 무역연합과 %s 평판이어야 합니다.,,,398,2544,604882,0
코발트 전당의 비전 마력 수준: %s,코발트 전당의 비전력이 증가합니다.,코발트 전당의 현재 비전 마력 수준: %s,400,2550,4191562,0
브리굴은 당신을 %s 달팽이 조련사로 생각합니다.,,,408,2568,604882,0
소리도르미는 당신의 전투부대를 |5%s|1으로;로; 생각합니다.,,소리도르미는 당신을 |5%s|1으로;로; 생각합니다.,411,2553,604882,0
브란 브론즈비어드가 %s에 도달했습니다.,브란 브론즈비어드가 %d의 경험치를 획득했습니다.,브란 브론즈비어드가 %s에 도달했습니다.,412,2640,604882,1
한때 왕실 방직공이었던 미망인 아라크나이는 이제 비판적인 시선으로 옛 고향을 조심스럽게 응시하고 있습니다. 그물쥐와 첩자들로 구성된 연결망 덕택에 아라크나이의 눈이 닿지 않는 사각지대는 없다시피 합니다.,,방직공에 대한 평판이 %s|1이;가; 됩니다.,416,2601,5862764,0
"아눕아잘은 한때 아즈카헤트에서 가장 이름 높은 군 지휘관이었으나, 안수레크는 그 자리를 자신이 총애하는 승천자에게 넘겨주었습니다. 아눕아잘로서는 절대로 좌시할 수 없는 일입니다.",,장군에 대한 평판이 %s|1이;가; 됩니다.,417,2605,5862762,0
가장 위험한 위치에 있는 집행관 니즈레크는 안수레크 여왕의 충직한 간언을 올리는 조언자로서 하루하루를 보내고 있습니다. 다행히도 안수레크는 니즈레크가 남는 시간을 여왕의 통치를 끝내는 데 투자하고 있다는 사실을 알지 못하고 있습니다.,,재상에 대한 평판이 %s|1이;가; 됩니다.,418,2607,5862763,4
기록관 %s 등급을 달성했습니다.,,기록관 %s 등급을 달성했습니다.,419,2615,1391545,0
