ID,Name_lang,Description_lang,IconFileDataID,Category
1,야생의 공격성,예측할 수 없는 공격을 하기 때문에 적절히 통제해야 하는 적입니다.,136080,2
2,거대한 일격,상대에게 큰 피해를 입히는 적입니다.,132355,2
3,파티 피해,한 번에 다수의 상대에게 피해를 입히는 적입니다.,135826,2
4,마법 약화 효과,해제해야 하는 위험하고 해로운 효과입니다.,136207,2
6,위험 지역,선택한 지점에 영향을 주는 능력입니다. 피하거나 빠져나가야 합니다.,451165,2
7,하수인 군단,약하지만 많은 동료와 함께 행동하는 적입니다. 광역 공격에 취약합니다.,237511,2
8,강력한 주문,무척 위험한 주문입니다. 차단해야 합니다.,136197,2
9,치명적인 하수인들,강력한 일행과 함께 행동하기 때문에 해당 일행을 먼저 무력화시켜야 하는 적입니다.,1035504,2
10,시간 제한,빨리 처리해야 하는 적입니다.,237538,2
11,오크,록타르 오가르!,897144,1
12,오우거,뭘 보는 거야?!,236695,1
13,언데드,뇌를 줘어어어어!,236458,1
14,아라코아,무시무시한 고대의 생물 종입니다.,236435,1
15,야수,그르렁.,298659,1
16,악마,종말이 다가온다.,254651,1
17,파괴자,드레노어의 거대하고 광포한 거인입니다.,236412,1
18,격노,드레노어의 정령입니다.,254652,1
19,돌연변이,공허의 생물입니다.,298680,1
20,원시,원시 드레노어의 고대 생물입니다.,254105,1
21,산,산악 지역입니다.,236848,0
22,사막,황량하고 건조한 지역입니다.,236846,0
23,눈,추운 극지방입니다.,236833,0
24,지하,지하의 어두운 장소입니다.,409595,0
25,밀림,초목으로 뒤덮인 지역입니다.,236850,0
26,숲,나무가 많은 땅입니다.,236830,0
27,마을,좁은 도심지입니다.,462338,0
28,늪,어지간하면 가고 싶지 않은 너저분한 장소입니다.,236819,0
29,평원,언덕과 구릉이 보이는 탁 트인 지역입니다.,236712,0
58,하스스톤 게임판,여기 따뜻한 불가로 오세요!,4620678,0
60,연금술,연금술 전문 기술과 관련된 임무입니다.,4620669,0
61,대장기술,대장기술 전문 기술과 관련된 임무입니다.,4620670,0
62,마법부여,마법부여 전문 기술과 관련된 임무입니다.,4620672,0
63,기계공학,기계공학 전문 기술과 관련된 임무입니다.,136243,0
64,보석세공,보석세공 전문 기술과 관련된 임무입니다.,4620677,0
65,가죽세공,가죽세공 전문 기술과 관련된 임무입니다.,133611,0
66,재봉술,재봉술 전문 기술과 관련된 임무입니다.,4620681,0
67,주문각인,주문각인 전문 기술과 관련된 임무입니다.,4620676,0
73,잠수함,"잠수함은 물속을 소리 없이 이동해, 경계가 느슨한 적 함선을 몰래 지나칩니다.

|cffb2f0ff대응 가능: |r
|TInterface\ICONS\Ships_ABILITY_DepthCharges.blp:24:24:0:0|t |cffffffff 구축함|r",1141396,2
