ID,Name_lang,ResourceName_lang,Verb_lang,CursorName,EnumID,TrackingIcon
1,자물쇠 따기,잠긴 물건,따기,PickLock,0,0
2,약초채집,약초,채집,GatherHerbs,1,17635
3,채광,광맥,채광,Mine,2,17636
4,함정 해제,함정,해제,,3,0
5,열기,잠기지 않은 물건,열기,,4,0
6,보물,보물,,,5,0
7,엘프의 보석,엘프의 보석,,,6,0
8,닫기,잠기지 않은 물건,닫기,,7,0
9,함정 설치,함정,설치,,8,0
10,빨리 열기,잠기지 않은 물건,열기,,9,0
11,빨리 닫기,잠기지 않은 물건,닫기,,10,0
12,열기,잠기지 않은 물건,열기,,11,0
13,열기,잠기지 않은 물건,열기,,12,0
14,열기,잠기지 않은 물건,열기,,13,0
15,가즈리디안,가즈리디안,,,14,0
16,폭파,잠긴 물건,폭파,,15,0
17,PvP 열기,잠기지 않은 물건,열기,,16,0
18,PvP 닫기,잠기지 않은 물건,닫기,,17,0
19,낚시,물고기,물고기,FishingCursor,18,17634
20,주문각인,마법서,판독,,19,0
21,탈것 열기,잠기지 않은 물건,열기,,20,0
22,고고학,조각,조사,,21,0
23,PvP 빨리 열기,잠기지 않은 물건,열기,,22,0
28,제재소,목재,수확,HarvestTimber,23,0
29,무두질,가죽,무두질,skin,24,0
30,고대 마나,마나 비축량,추출,Extract,25,0
31,전쟁 상황판,전쟁 상황판,살펴보기,,26,0
32,약초채집,약초,채집,GatherHerbs,27,17635
33,약초채집,약초,채집,GatherHerbs,28,17635
34,약초채집,약초,채집,GatherHerbs,29,17635
35,약초채집,약초,채집,GatherHerbs,30,17635
36,약초채집,약초,채집,GatherHerbs,31,17635
37,약초채집,약초,채집,GatherHerbs,32,17635
38,약초채집,약초,채집,GatherHerbs,33,17635
39,약초채집,약초,채집,GatherHerbs,34,17635
40,채광,광맥,채광,Mine,35,17636
41,채광,광맥,채광,Mine,36,17636
42,채광,광맥,채광,Mine,37,17636
43,채광,광맥,채광,Mine,38,17636
44,채광,광맥,채광,Mine,39,17636
45,채광,광맥,채광,Mine,40,17636
46,채광,광맥,채광,Mine,41,17636
47,채광,광맥,채광,Mine,42,17636
48,무두질,가죽,무두질,skin,43,0
149,열기 (잠긴 소지품 물건 열기),잠기지 않은 물건,열기,,44,0
150,채집,식량,식량,ForagePlants,45,0
152,젤리 광맥,젤리,채집,,46,0
153,약초채집,약초 상인,채집,GatherHerbs,47,17635
155,채광,광맥,광산,Mine,48,17636
157,성약의 단: 나이트 페이,잠기지 않은 물건,열기,,49,0
158,성약의 단: 벤티르,잠기지 않은 물건,열기,,50,0
159,성약의 단: 키리안,잠기지 않은 물건,열기,,51,0
160,성약의 단: 강령군주,잠기지 않은 물건,열기,,52,0
161,전문 기술: 기계공학,,작동 해제,,53,0
162,용의 섬 약초채집,약초,채집,GatherHerbs,54,17635
163,채광,광맥,광산,Mine,55,17636
166,약초채집,약초,채집,GatherHerbs,56,17635
167,채광,광맥,광산,Mine,57,17636
169,마법부여,마법부여된 아이템,마력 추출,,58,0
170,용의 섬 보물,보물,열기,Open,59,0
172,용의 섬 연금술 25,잠기지 않은 물건,열기,,60,0
173,용의 섬 대장기술 25,잠기지 않은 물건,열기,,61,0
174,용의 섬 마법부여 25,잠기지 않은 물건,열기,,62,0
175,용의 섬 기계공학 25,잠기지 않은 물건,열기,,63,0
176,용의 섬 약초채집 25,잠기지 않은 물건,열기,,64,17635
177,용의 섬 주문각인 25,잠기지 않은 물건,열기,,65,0
178,용의 섬 보석세공 25,잠기지 않은 물건,열기,,66,0
179,용의 섬 가죽세공 25,잠기지 않은 물건,열기,,67,0
180,용의 섬 채광 25,잠기지 않은 물건,열기,,68,17636
181,용의 섬 무두질 25,잠기지 않은 물건,열기,,69,0
182,용의 섬 재봉술 25,잠기지 않은 물건,열기,,70,0
186,열기 - 식물,잠기지 않은 물건,따는 중,,71,0
188,용의 섬 채광,광맥,광산,Mine,72,17636
193,카즈 알가르 채광,광맥,광산,Mine,73,17636
194,카즈 알가르 약초채집,약초,채집,GatherHerbs,74,17635
195,카즈 알가르 연금술 25,잠기지 않은 물건,열기,,75,0
196,카즈 알가르 대장기술 25,잠기지 않은 물건,열기,,76,0
197,카즈 알가르 마법부여 25,잠기지 않은 물건,열기,,77,0
198,카즈 알가르 기계공학 25,잠기지 않은 물건,열기,,78,0
199,카즈 알가르 약초채집 25,잠기지 않은 물건,열기,,79,17635
200,카즈 알가르 주문각인 25,잠기지 않은 물건,열기,,80,0
201,카즈 알가르 보석세공 25,잠기지 않은 물건,열기,,81,0
202,카즈 알가르 가죽세공 25,잠기지 않은 물건,열기,,82,0
203,카즈 알가르 채광 25,잠기지 않은 물건,열기,,83,17636
204,카즈 알가르 무두질 25,잠기지 않은 물건,열기,,84,0
205,카즈 알가르 재봉술 25,잠기지 않은 물건,열기,,85,0
