ID,Title_lang,BodyText_lang,JournalEncounterID,OrderIndex,ParentSectionID,FirstChildSectionID,NextSiblingSectionID,Type,IconCreatureDisplayInfoID,UiModelSceneID,SpellID,IconFileDataID,Flags,IconFlags,DifficultyMask
816,강력한 발구르기,트롱구스가 지면에 발을 굴러 그림 바톨의 벽이 함몰되게 합니다. 트롱구스는 방패를 장착하고 있을 때에는 강력한 발구르기를 사용하지 않습니다.,132,1,0,0,817,2,0,0,0,132368,0,0,-1
817,함몰,"트롱구스의 강력한 발구르기가 그림 바톨의 벽을 약화시키면, $74986A1미터 반경 내에 있는 무작위 플레이어의 머리 위로 바위 덩어리가 떨어지기 시작합니다. 해당 지역 안에 서 있는 플레이어는 1초마다 $74986s1의 물리 피해를 입습니다.",132,2,0,0,818,2,0,0,0,132153,0,0,-1
818,무기 고르기,"제련장인 트롱구스는 무시무시한 여러 무기를 마음대로 사용합니다. 전투 중 때때로 거대한 방패, 검 한 쌍, 처벌의 철퇴 중 하나를 무작위로 고르며, 이렇게 선택한 무기를 사용해서 트롱구스는 전투 중 짧은 시간 동안 새로운 기술을 사용합니다.",132,3,0,0,819,1,0,0,0,134400,0,0,-1
819,방패 기술,,132,4,0,820,823,0,0,0,0,0,1,0,-1
820,개인 밀집,트롱구스가 10초마다 무작위 플레이어를 향해 방패를 듭니다. 방패 전방의 플레이어가 트롱구스에게 입히는 피해가 $74909s1%만큼 감소합니다.,132,5,819,0,821,2,0,0,0,331053,0,2,-1
821,불타오르는 화살,트롱구스가 방패를 장착하고 있을 때는 위쪽의 창문을 통해 궁수들이 계속해서 무작위 플레이어에게 불타오르는 화살을 발사합니다. 각 화살은 $74944s1의 화염 피해를 입힙니다.,132,6,819,0,822,2,0,0,0,132312,0,0,-1
822,불타오르는 보호막,"트롱구스의 방패로부터 전방 60도 범위에 불꽃 돌풍이 생겨나, 불꽃에 휩싸인 모든 적에게 1초마다 $90830s1의 화염 피해를 입힙니다.",132,7,819,0,0,2,0,0,0,134982,2,8,14
823,검 기술,,132,8,0,824,828,0,0,0,0,0,1,0,-1
824,쌍칼,트롱구스가 양손에 각각 불타오르는 검을 들고 두 무기로 동시에 공격합니다. 트롱구스의 근접 공격력이 $74981s3%만큼 감소합니다.,132,9,823,0,825,2,0,0,0,132147,0,0,-1
825,난타,트롱구스가 검을 휘두를 때마다 일정 확률로 두 번의 추가 공격을 합니다.,132,10,823,0,826,2,0,0,0,132152,0,0,-1
