Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
갈색마,|cFFFFD200상인: |r웅거 스타트포스|n|cFFFFD200지역: |r습지대|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,그 인내심과 체력 덕분에 스톰윈드 경비병들이 가장 좋아하는 말로 선정되었습니다.,6,230,0,2,458,0,0,4,0,0
회색 늑대,|cFFFFD200상인: |r오구나로 울프러너|n|cFFFFD200지역: |r오그리마|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,이 늑대는 연기와도 같은 모피 때문에 안개가 낀 날에 사냥을 나가서 먹이를 낚아챕니다.,7,230,64,2,459,0,0,4,0,0
백마,|cFFFFD200옛 공격대|r,불굴의 의지를 지닌 강대한 백마는 고대 인간의 신화에서 자주 나오는 말입니다.,8,230,64,2,468,0,0,4,0,0
흑마,|cFFFFD200상인: |r케이티 스톡스|n|cFFFFD200지역: |r스톰윈드|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,검은 외형 때문에 SI:7 요원들이 야간 임무 때에 주로 타고 다닌다고 합니다.,9,230,0,2,470,0,0,4,0,0
적마,|cFFFFD200상인: |r케이티 스톡스|n|cFFFFD200지역: |r스톰윈드|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,온순한 성격의 적마는 어린 아이들이 처음 승마를 배우기에 적합한 종마입니다.,11,230,0,2,472,0,0,4,0,0
검은색 늑대,|cFFFFD200상인: |r오구나로 울프러너|n|cFFFFD200지역: |r오그리마|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,이 늑대의 울음소리는 먼 거리까지 우렁차게 울려퍼집니다.,12,230,64,2,578,0,0,4,0,0
붉은 늑대,|cFFFFD200옛 공격대|r,붉은 늑대는 아제로스에서 모습을 감췄습니다. 오랜 시간 동안 모험을 한 자들만이 이 종을 목격했다고 전해집니다.,13,230,64,2,579,0,0,4,0,0
회갈색 늑대,|cFFFFD200상인: |r오구나로 울프러너|n|cFFFFD200지역: |r오그리마|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,이 늑대의 울음소리는 먼 거리까지 우렁차게 울려퍼집니다.,14,230,0,2,580,0,0,4,0,0
겨울늑대,|cFFFFD200옛 공격대|r,고대 펄볼그 전설에 의하면 흰색 털을 가지고 태어난 늑대들은 아제로스에 뜨는 두 달의 축복을 받은 존재라고 합니다.,15,230,64,2,581,0,0,4,0,0
지옥마,|cFFFFD200직업: |r흑마법사,악마의 힘에 타락하여 한때 어둠의 의회의 일원들이 타고 다니던 종마입니다.,17,230,0,1,5784,31504,0,4,0,0
적토마,|cFFFFD200상인: |r케이티 스톡스|n|cFFFFD200지역: |r스톰윈드|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,튼튼하고 균형잡힌 이 종마는 스톰윈드의 역사를 함께했습니다.,18,230,0,2,6648,0,0,4,0,0
광포한 늑대,|cFFFFD200상인:|r 오구나로 울프러너|n|cFFFFD200위치:|r 오그리마 |n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,머나먼 북부에서만 모습을 보이는 이 늑대는 겨울을 나는 사람들에게 둘도 없는 친구입니다.,19,230,0,2,6653,0,0,4,0,0
갈색 늑대,|cFFFFD200상인: |r오구나로 울프러너|n|cFFFFD200지역: |r오그리마|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,이 늑대의 울음소리는 먼 거리까지 우렁차게 울려퍼집니다.,20,230,0,2,6654,0,0,4,0,0
회색 산양,|cFFFFD200상인: |r베론 앰버스틸|n|cFFFFD200지역: |r던 모로|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,수컷 산양들은 암컷의 호감을 얻기 위해 몇 시간 동안이라도 서로 박치기를 합니다. 드워프와 매우 유사하다고 할 수 있겠네요.,21,230,0,2,6777,0,0,4,0,0
검은 산양,|cFFFFD200옛 공격대|r,이런 놈은 저도 정말 오랜만에 보는군요. 하지만 다른 놈들처럼 듬직한 건 똑같을 겁니다. -베론 앰버스틸,22,230,64,2,6896,0,0,4,0,0
흰색 산양,|cFFFFD200상인: |r베론 앰버스틸|n|cFFFFD200지역: |r던 모로|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,수컷 산양들은 암컷의 호감을 얻기 위해 몇 시간 동안이라도 서로 박치기를 합니다. 드워프와 매우 유사하다고 할 수 있겠네요.,24,230,0,2,6898,0,0,4,0,0
갈색 산양,|cFFFFD200상인: |r베론 앰버스틸|n|cFFFFD200지역: |r던 모로|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,수컷 산양들은 암컷의 호감을 얻기 위해 몇 시간 동안이라도 서로 박치기를 합니다. 드워프와 매우 유사하다고 할 수 있겠네요.,25,230,0,2,6899,0,0,4,0,0
줄무늬눈호랑이,|cFFFFD200상인: |r렐라나이|n|cFFFFD200지역: |r다르나서스|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"이 호랑이의 식욕은 엄청나답니다. ""용의 위장""이라는 나이트 엘프어 별명까지도 가지고 있다죠.",26,230,0,2,8394,0,0,4,0,0
녹색 랩터,|cFFFFD200상인: |r졸니르|n|cFFFFD200지역: |r듀로타|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,가장 사나운 무리에서 자란 랩터지만 물지는 않습니다... 자주는요.,27,230,0,2,8395,0,0,4,0,0
해골마,|cFFFFD200옛 공격대|r,다른 언데드와 마찬가지로 자신이 되살아날 것이라곤 꿈에도 몰랐습니다.,28,230,64,2,8980,0,0,4,0,0
점박이눈호랑이,|cFFFFD200상인: |r렐라나이|n|cFFFFD200지역: |r다르나서스|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,"너무나도 식욕이 강한 나머지 ""용의 배""라는 뜻의 나이트 엘프어 별명이 있습니다.",31,230,0,2,10789,0,0,4,0,0
호랑이,|cFFFFD200옛 공격대|r,,32,230,64,5,10790,0,0,4,0,0
줄무늬밤호랑이,|cFFFFD200상인: |r렐라나이|n|cFFFFD200지역: |r다르나서스|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,아제로스의 먹이사슬 최상층에 위치한 이 날쌘 야수는 나무가 우거진 숲을 아무런 소리도 내지 않은 채로 질주한다고 합니다.,34,230,0,2,10793,0,0,4,0,0
상아색 랩터,|cFFFFD200옛 공격대|r,가장 사나운 무리에서 자란 랩터지만 물지는 않습니다... 자주는요.,35,230,64,2,10795,0,0,4,0,0
청록색 랩터,|cFFFFD200상인: |r졸니르|n|cFFFFD200지역: |r듀로타|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,가장 사나운 무리에서 자란 랩터지만 물지는 않습니다... 자주는요.,36,230,0,2,10796,0,0,4,0,0
보라색 랩터,|cFFFFD200상인: |r졸니르|n|cFFFFD200지역: |r듀로타|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,가장 사나운 무리에서 자란 랩터지만 물지는 않습니다... 자주는요.,38,230,0,2,10799,0,0,4,0,0
빨간 기계타조,|cFFFFD200상인: |r밀리 페더휘슬|n|cFFFFD200지역: |r던 모로|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""초동력학 도형기를 유압식 처리법으로 평형 개선 장치에 접합하면..."" -빈지 페더휘슬",39,230,0,2,10873,0,0,4,0,0
푸른 기계타조,|cFFFFD200상인: |r밀리 페더휘슬|n|cFFFFD200지역: |r던 모로|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""초동력학 도형기를 유압식 처리법으로 평형 개선 장치에 접합하면..."" -빈지 페더휘슬",40,230,0,2,10969,0,0,4,0,0
전투마,|cFFFFD200성기사|r|n,정의로운 전장에서 당당하게 서도록 훈련받았습니다.,41,230,4,1,13819,27943,0,4,0,0
최신형 흰색 기계타조,|cFFFFD200옛 공격대|r,"구매자들이 ""추진기 제어 불가""라는 이유로 불평을 터뜨리자 노움 기술자들은 이 모델을 회수했고 그후로 시험용 모델에 하자가 있을 때마다 이 이야기가 회자되곤 합니다.",42,230,64,2,15779,0,0,4,0,0
녹색 기계타조,|cFFFFD200상인: |r밀리 페더휘슬|n|cFFFFD200지역: |r던 모로|n|cFFFFD200가격: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""초동력학 도형기를 유압식 처리법으로 평형 개선 장치에 접합하면..."" -빈지 페더휘슬",43,230,64,2,15780,0,0,4,0,0
검은밤호랑이,|cFFFFD200옛 공격대|r,아제로스의 먹이사슬 최상층에 위치한 이 날쌘 야수는 나무가 우거진 숲을 아무런 소리도 내지 않은 채로 질주한다고 합니다.,45,230,64,2,16055,0,0,4,0,0
고대눈호랑이,|cFFFFD200옛 공격대|r,줄무늬나 반점이 없는 이 야수들은 가장 오랜 혈통을 지닌 눈호랑이들입니다.,46,230,64,2,16056,0,0,4,0,0
붉은 늑대,|cFFFFD200옛 공격대|r,붉은 늑대는 아제로스에서 모습을 감췄습니다. 오랜 시간 동안 모험을 한 자들만이 이 종을 목격했다고 전해집니다.,50,230,64,2,16080,0,0,4,0,0
북극 늑대,|cFFFFD200옛 공격대|r,한때 멸종했다고 알려졌지만 노련한 호드 모험가들 중에 이 늑대를 데리고 다니는 이들이 가끔 있습니다.,51,230,64,0,16081,0,0,4,0,0
황토마,|cFFFFD200옛 공격대|r,아름다운 갈색 털과 흰색 갈기가 조화를 이루는 이 위엄있는 종마는 인간 귀족들이 자주 타고 다녔습니다.,52,230,64,2,16082,0,0,4,0,0
백마,|cFFFFD200옛 공격대|r,불굴의 의지를 지닌 강대한 백마는 고대 인간의 신화에서 자주 나오는 말입니다.,53,230,64,2,16083,0,0,4,0,0
