ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
2,최대 보유 골드,0,0,4,0,0,0
3,최대 보유 골드:,2,0,0,4224,1,8
5,소유한 탈것,0,0,4,0,0,0
6,탈것 수,5,0,0,4787,1,0
8,무거운 호박등으로 아래 나열된 각 종족에 호박 머리 올려놓기,0,0,4,0,0,0
9,드워프,8,1,0,5776,3,0
10,노움,8,1,0,5772,4,0
11,블러드 엘프,8,1,0,5774,1,0
12,드레나이,8,1,0,5775,2,0
13,인간,8,1,0,5777,6,0
14,나이트 엘프,8,1,0,5778,7,0
15,오크,8,1,0,5779,8,0
16,타우렌,8,1,0,5780,9,0
17,트롤,8,1,0,5781,10,0
18,언데드,8,1,0,5782,11,0
19,늑대인간,8,1,0,17854,12,0
20,고블린,8,1,0,17855,5,0
22,결투 패배 횟수,0,0,4,0,0,0
23,결투 패배 횟수,22,0,0,3630,1,0
25,리치 왕 25인 공격대 우두머리에게 죽은 전체 횟수,0,0,5,0,0,0
26,XT-002 해체자,25,0,0,11019,25,0
27,프레이야,25,0,0,11027,33,0
28,미미론,25,0,0,11028,34,0
29,장군 베작스,25,0,0,11029,35,0
30,요그사론,25,0,0,11030,36,0
31,관찰자 알갈론,25,0,0,11031,37,0
32,폭풍 감시자 에말론,25,0,0,11032,38,0
33,거대 화염전차,25,0,0,11016,22,0
34,칼날비늘,25,0,0,11017,23,0
35,용광로 군주 이그니스,25,0,0,11018,24,0
36,아우리아야,25,0,0,11024,30,0
37,호디르,25,0,0,11025,31,0
38,강철파괴자,25,0,0,11020,26,0
39,폭풍소환사 브룬디르,25,0,0,11022,28,0
40,콜로간,25,0,0,11023,29,0
41,타디우스,25,0,0,7839,13,0
42,영주 코스아즈,25,0,0,7845,7,0
43,패치워크,25,0,0,7838,14,0
44,사피론,25,0,0,7840,12,0
45,켈투자드,25,0,0,7841,11,0
46,여군주 블라미우스,25,0,0,7842,10,0
47,남작 리븐데어,25,0,0,7843,9,0
48,역병술사 노스,25,0,0,7837,15,0
49,부정의 헤이건,25,0,0,7833,19,0
50,바위 감시자 아카본,25,0,0,7848,4,0
51,아눕레칸,25,0,0,7828,1,0
52,글루스,25,0,0,7829,21,0
53,영혼 착취자 고딕,25,0,0,7830,2,0
54,귀부인 팰리나,25,0,0,7831,20,0
55,그라불루스,25,0,0,7832,3,0
56,훈련교관 라주비어스,25,0,0,7834,18,0
57,로데브,25,0,0,7835,17,0
58,맥스나,25,0,0,7836,16,0
59,살타리온,25,0,0,7846,6,0
60,아눕아락,25,0,0,13296,44,0
61,여교주 데스위스퍼,25,0,0,13298,46,0
62,얼음 감시자 토라본,25,0,0,13291,39,0
63,썩은얼굴,25,0,0,13304,52,0
64,얼음울음,25,0,0,13292,40,0
65,젤리에크 경,25,0,0,7844,8,0
66,말리고스,25,0,0,7847,5,0
67,군주 자락서스,25,0,0,13293,41,0
68,피욜라 라이트베인,25,0,0,13294,42,0
69,군주 매로우가르,25,0,0,13297,45,0
70,죽음의 인도자 사울팽,25,0,0,13299,47,0
71,피의 여왕 라나텔,25,0,0,13300,48,0
72,신드라고사,25,0,0,13301,49,0
73,리치 왕,25,0,0,13302,50,0
74,구린속,25,0,0,13303,51,0
75,교수 퓨트리사이드,25,0,0,13305,53,0
76,아이디스 다크베인,25,0,0,13295,43,0
77,룬술사 몰가임,25,0,0,11021,27,0
78,토림,25,0,0,11026,32,0
80,"""최고사령관"" 칭호 획득",0,0,4,0,0,0
81,최고사령관,80,0,0,707,1,2
83,"""부사령관"" 칭호 획득",0,0,4,0,0,0
84,부사령관,83,0,0,711,1,2
86,"""기사"" 칭호 획득",0,0,4,0,0,0
87,기사,86,0,0,721,1,2
89,신비의 금고 (모구샨 금고 뒤의 반),0,0,4,0,0,0
90,사대왕,89,1,0,19113,0,16
91,엘레곤,89,1,0,19767,1,16
92,황제의 의지,89,1,0,19115,2,16
97,30초 안에 불꽃탄 10발 쏘기,0,0,4,0,0,0
98,30초 안에 불꽃탄 10발 쏘기,97,10,0,5755,1,1
103,칼림도어에 있는 불꽃에 경의 표시하기,0,0,4,0,0,0
104,잿빛 골짜기,103,1,0,3076,0,0
105,핏빛안개 섬,103,1,0,3078,2,0
106,잊혀진 땅,103,1,0,3080,4,0
107,페랄라스,103,1,0,3082,6,0
108,텔드랏실,103,1,0,3085,11,0
109,타나리스,103,1,0,3084,10,0
110,먼지진흙 습지대,103,1,0,3081,5,0
111,하늘안개 섬,103,1,0,3077,1,0
112,실리더스,103,1,0,3083,7,0
113,여명의 설원,103,1,0,3087,13,0
114,어둠해안,103,1,0,3079,3,0
115,남부 불모의 땅,103,1,0,17016,8,0
117,5개 거점 모두 점령한 상태로 아라시 분지 10승,0,10,5,0,0,8193
118,5개 거점 모두 점령한 상태로 아라시 분지 10승,117,10,0,44976,0,0
120,보랏빛 요새에서 시아니고사 처치 (영웅),0,0,4,0,0,0
121,시아니고사,120,1,0,5613,1,2
123,덩치 큰 얼음 매머드 획득,0,1,8,0,0,0
124,덩치 큰 얼음 매머드,123,0,0,7399,3,2
125,덩치 큰 얼음 매머드,123,0,0,7400,4,2
126,덩치 큰 얼음 매머드,123,1,0,7397,1,2
127,덩치 큰 얼음 매머드,123,1,0,7398,2,2
129,아라시 분지 50점 차 이하로 승리,0,1,8,0,0,0
130,아라시 분지 50점 차 이하로 승리,129,1,0,1235,0,2
132,2007년도 노란색 가을 축제 잔 소유자,0,1,8,0,0,0
133,가득 찬 노란색 가을 축제 잔,132,1,0,4073,2,2
134,가득 찬 노란색 가을 축제 잔,132,1,0,4075,4,2
135,가득 찬 노란색 가을 축제 잔,132,1,0,4077,6,2
136,가득 찬 노란색 가을 축제 잔,132,1,0,4076,5,2
137,노란색 가을 축제 잔,132,1,0,4072,1,2
138,가득 찬 노란색 가을 축제 잔,132,1,0,4074,3,2
140,전쟁노래 협곡에서 죽은 횟수,0,0,4,0,0,0
141,전쟁노래 협곡에서 죽은 횟수,140,0,0,107,0,0
143,드렉타르에게 죽은 횟수,0,0,4,0,0,0
144,드렉타르에게 죽음,143,0,0,456,1,0
146,아이템 마력 추출,0,0,4,0,0,0
147,마력 추출된 아이템,146,0,0,4991,1,0
149,응급치료 숙련도 225 달성,0,0,4,0,0,0
150,응급치료 숙련도 225 달성,149,225,0,5592,1,2
152,태양샘 고원에서 킬제덴 처치,0,1,8,0,0,0
153,킬제덴,152,1,0,3261,1,2
154,다트리마의 왕관,152,1,0,4648,24,2
155,비전 정화의 투구,152,1,0,4650,26,2
156,분노의 사냥꾼 복면,152,1,0,4652,28,2
157,아폴리온 - 영혼의 분쇄자,152,1,0,4597,2,2
158,용서할 수 없는 죄악의 망토,152,1,0,4599,4,2
159,알레리아의 코이프,152,1,0,4600,5,2
160,굴단의 수도두건,152,1,0,4602,7,2
161,아나스테리안의 왕관,152,1,0,4604,9,2
162,계시의 십자검,152,1,0,4605,10,2
163,축성의 망치,152,1,0,4609,14,2
164,여명의 손보호대,152,1,0,4612,17,2
165,불타는 정의의 투구,152,1,0,4613,18,2
166,태양불꽃,152,1,0,4614,19,2
167,탈라시안 순찰자의 건틀릿,152,1,0,4616,21,2
168,우서의 결의 투구,152,1,0,4651,27,2
169,교묘한 눈속임의 가면,152,1,0,4607,12,2
170,지혜로운 우르솔의 머리덮개,152,1,0,4601,6,2
171,어둠의 요술사 깃장식,152,1,0,4606,11,2
172,안토니다스의 남루한 망토,152,1,0,4615,20,2
173,더럽혀진 세계의 손보호대,152,1,0,4611,16,2
174,족장 넬쥴의 쓰개,152,1,0,4653,29,2
175,신도레이 황금 지팡이,152,1,0,4608,13,2
