ID,Name_lang,Quantity,Flags
2,보석세공인의 보석,3,1
3,생명석,1,0
4,마나석,1,0
6,폭풍석,1,1
7,마력 깃든 진주,1,1
8,결속의 빛,1,1
9,결속의 돌,1,1
10,죽음의 선택,1,1
11,죽음의 선고,1,1
12,아이트리그의 서약,1,1
13,서릿결 부족의 열정,1,1
14,작열의 우상,1,1
15,돌격전차의 활력,1,1
16,생명이 없는 자의 통치,1,1
17,생명이 사라진 자의 통치,1,1
18,사트리나의 방어 스카라베,1,1
19,패배한 자의 위안,1,1
20,쓰러진 자의 위안,1,1
21,작열의 부적,1,1
22,포세이큰의 원한,1,1
23,승자의 부름,1,1
24,냉담한 침략의 고리,1,0
25,통탄할만한 폭력의 고리,1,1
26,배신자 왕의 고리,1,0
27,발키르 쌍둥이의 고리,1,1
28,격분하는 기질의 고리,1,1
29,탐욕스러운 고리,1,1
30,암흑치유사의 둥근고리,1,1
31,화염폭풍 고리,1,1
32,화염폭풍 반지,1,1
33,고르목의 고리,1,1
34,발키르 쌍둥이의 실반지,1,1
35,소름끼치는 징후,1,1
36,이계추적자 고리,1,1
37,이계추적자 인장,1,1
38,냉담한 침략의 반지,1,1
39,냉담한 침략의 반지,1,1
40,암흑치유사의 반지,1,1
41,격분하는 기질의 반지,1,1
42,배신자 왕의 인장,1,1
43,시험용 반지 제한,1,1
44,알소르의 연산장치,1,1
45,진정한 피의 노리개,1,1
46,시체조각 동전,1,1
47,죽음인도자의 의지,1,1
48,제거된 이물질,1,1
49,이름없는 리치의 성물함,1,1
50,단지 안에 든 작은 누더기골렘,1,1
51,신드라고사의 완전무결한 송곳니,1,1
52,누더기골렘의 혈반지,1,1
53,부패의 인장,1,1
54,선홍색 고리모양 반지,1,1
55,썩은얼굴의 파열 반지,1,1
56,사울팽의 냉기로 벼려낸 고리,1,1
57,황혼 여왕의 인장,1,1
58,삼중 송곳니 인장,1,1
59,해골 괴수의 고리,1,1
60,일탈의 영원한 한기 반지,1,1
61,수많은 입의 인장,1,1
62,서리고룡족 사파이어 반지,1,1
63,무력의 고리,1,1
64,끝없는 미궁의 실반지,1,1
65,매로우가르의 얼어붙은 눈,1,1
66,말리고스의 추억,1,1
67,역병의 힘,1,1
68,광기의 속삭임 반지,1,1
69,재빠른 비상의 반지,1,1
70,해골 군주의 둥근고리,1,1
71,발라나르의 다른 인장 반지,1,1
72,치유의 살구색 고리,1,1
73,무라딘의 망원경,1,1
74,순수한 얼음 조각,1,1
75,정체불명의 기관,1,1
76,속삭이는 송곳니 해골,1,1
77,황혼의 미늘,1,1
78,단계적 재생의 반지,1,1
79,사비아나의 공물,1,1
80,황혼의 인장,1,1
81,자리스리안의 공물,1,1
82,날카로운 황혼의 비늘,1,1
83,석화된 황혼의 비늘,1,1
84,빛나는 황혼의 비늘,1,1
85,그을린 황혼의 비늘,1,1
86,길드 영약,1,0
89,압도하는 무게,1,1
90,회오리의 정수,1,1
91,필멸의 몰락,1,1
92,이그나시우스의 심장,1,1
93,테랄리온의 거울,1,1
94,도난당한 기억의 약병,1,1
95,격노한 공명의 종,1,1
96,분노의 심장,1,1
97,고대 치료제 단지,1,1
98,계략의 프레스톨 부적,1,1
99,공생충,1,1
100,대양의 힘,1,1
101,도자기 게,1,1
102,불가사리,1,1
103,사자의 은총,1,1
104,마녀의 모래시계,1,1
105,무한한 방의 열쇠,1,1
106,납빛 절망,1,1
107,자철석 거울,1,1
108,피눈물,1,1
109,파고드는 어둠의 덩굴,1,1
110,천둥의 심장,1,1
111,비의 노래,1,1
112,위안의 심장,1,1
113,슬픔의 노래,1,1
114,티아의 은총,1,1
115,안후르의 성가집,1,1
116,이시세트의 핏방울,1,1
117,라지의 왼쪽 눈,1,1
118,라지의 오른쪽 눈,1,1
119,썩은 알껍질,1,1
120,암흑 돌풍,1,1
121,카드로스의 징표,1,1
122,스카르딘의 은총,1,1
123,트롱구스의 손가락,1,1
129,담즙로봇 암나사,1,1
130,연금술사 돌,1,1
132,생명의 저울,1,1
133,가변 파동 번개 축전기,1,1
134,타도의 턱뼈,1,1
135,갈구하는 마음,1,1
136,카즈고로스의 기기,1,1
137,거미비단 물레,1,1
138,강령술 집중 장치,1,1
139,타오르는 힘의 눈,1,1
140,행렬 재안정기,1,1
141,가속의 용기,1,1
142,집행유예,1,1
143,제스의 룬,1,1
145,불의 진수,1,1
146,고대의 석화 씨앗,1,1
147,영원한 불꽃의 정수,1,1
148,불꽃보석,1,1
150,복수자의 인장,1,1
151,과부의 입맞춤,1,1
152,수정 감옥 고리,1,1
153,알리스라조르의 고리,1,1
155,유황석 반지,1,1
158,데크의 잿불인장,1,1
166,비상 착륙 고리,1,1
167,대건축가의 인장 반지,1,1
168,재건의 고리,1,1
169,결의의 인장 반지,1,1
170,찢어진 살점의 반지,1,1
171,숨결강탈자 고리,1,1
172,굳은심장 반지,1,1
173,태고의 그림자 인장 반지,1,1
174,무한의 실반지,1,1
175,봉합의 인장 반지,1,1
176,틀어막은 입의 인장 반지,1,1
177,뒤틀린 자의 반지,1,1
178,둥글게 말린 황혼의 발톱,1,1
179,빛의 투영,1,1
180,병에 담긴 소원,1,1
181,익수류 인장,1,1
182,썩어가는 해골,1,1
