ID,QuestTitle_lang,BulletText_lang,UniqueBitFlag,ConditionID,FiltActiveQuest,FiltClasses,FiltCompletedQuestLogic,FiltMaxFactionID,FiltMaxFactionValue,FiltMinFactionID,FiltMinFactionValue,FiltMinSkillID,FiltMinSkillValue,FiltNonActiveQuest,BreadCrumbID,StartItem,WorldStateExpressionID,QuestInfoID,ContentTuningID,CovenantID,Field_9_0_2_36206_022,Flags[0],Flags[1],Flags[2],FiltCompletedQuest[0],FiltCompletedQuest[1],FiltCompletedQuest[2],FiltRaceMasks[0],FiltRaceMasks[1]
11354,구함: 나잔의 비룡 채찍,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4824,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11362,구함: 켈리단의 깃털장식 지팡이,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4825,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11363,구함: 블레이드피스트의 인장,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4826,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11368,구함: 쿠아그미란의 심장,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4827,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11369,구함: 검은 추적자의 알,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4828,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11370,구함: 장군의 병법서,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4829,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11371,현상 수배: 갈퀴송곳니 수호병,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4817,81,233,0,2,4104,0,268435968,0,0,0,-1,-1
11372,구함: 이키스의 머리 깃털,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4830,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11373,구함: 샤파르의 불가사의한 아뮬렛,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4831,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11374,구함: 총독의 영혼 보석,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4832,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11375,구함: 울림의 소리,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4833,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11376,현상 수배: 무시무시한 주임교관,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4818,81,225,0,2,4104,0,268435968,0,0,0,-1,-1
11378,구함: 시대의 사냥꾼 머리,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4834,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11382,구함: 아에누스의 모래시계,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4835,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11383,현상 수배: 균열의 군주,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4819,81,227,0,2,4104,0,268435968,0,0,0,-1,-1
11384,구함: 차원의 분리자 가지,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4836,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11385,현상 수배: 태양추적대 역술사,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4820,81,229,0,2,4104,0,268435968,0,0,0,-1,-1
11386,구함: 파탈리온의 투사기,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4837,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11387,현상 수배: 폭풍우 괴철로 파괴자,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4821,81,230,0,2,4104,0,268435968,0,0,0,-1,-1
11388,구함: 스키리스의 두루마리,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,4838,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11389,현상 수배: 알카트라즈 파수병,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,4822,81,226,0,2,4104,0,268435968,0,0,0,-1,-1
11499,구함: 캘타스 왕자의 인장 반지,,5351,0,0,-1,0,0,0,0,0,0,0,0,0,0,5046,85,820,0,2,4104,0,268435968,0,0,0,-1,-1
11500,현상 수배: 고난의 자매,,5359,0,0,-1,0,0,0,0,0,0,0,0,0,0,5047,81,221,0,2,4104,0,268435968,0,0,0,-1,-1
11580,화톳불 모독!,,5513,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,-1321907123,1427461461
11581,화톳불 모독!,,5514,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11583,불꽃에 경의를,,5516,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,-1321907123,1427461461
11584,불꽃에 경의를,,5517,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11732,화톳불 모독!,,5660,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11734,화톳불 모독!,,5661,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11735,화톳불 모독!,,5662,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11736,화톳불 모독!,,5663,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11737,화톳불 모독!,,5664,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11738,화톳불 모독!,,5665,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11739,화톳불 모독!,,5666,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11740,화톳불 모독!,,5667,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11741,화톳불 모독!,,5668,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11742,화톳불 모독!,,5669,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11743,화톳불 모독!,,5670,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
11744,화톳불 모독!,,5671,9484,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,512,0,0,0,1309324210,-1440044374
