ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,NavigationMaxDistance,PreloadFileDataID,Flags[0],Flags[1],Flags[2]
0,Azeroth,동부 왕국,,,,,0,0,1,0,0,0,4,-1,-1,-1,0,1,-1,0,17,804940,775971,0,0,159399517,134479888,140
1,Kalimdor,칼림도어,,,,,0,0,1,0,0,0,3,-1,-1,-1,0,1,-1,0,17,804935,782779,0,0,159399517,134479888,140
30,PVPZone01,알터랙 계곡,"알터랙 산맥 깊숙한 곳에 자리 잡은 알터랙 계곡은 서리늑대 부족의 고향이다. 최근 스톰파이크 드워프 일족은 자신들의 과거를 밝힐 유물과 지하자원을 탐사하고자 거점을 건설하였다.

광대한 규모의 전장에서 두 진영은 상대편의 방어시설인 탑을 파괴하고 사령관인 반다르 스톰파이크나 드렉타르를 처치하려 한다.","알터랙 산맥 깊숙한 곳에 자리 잡은 알터랙 계곡은 서리늑대 부족의 고향이다. 최근 스톰파이크 드워프 일족은 자신들의 과거를 밝힐 유물과 지하자원을 탐사하고자 거점을 건설하였다.

광대한 규모의 전장에서 두 진영은 상대편의 방어시설인 탑을 파괴하고 사령관인 반다르 스톰파이크나 드렉타르를 처치하려 한다.",적 지도자 처치,"- 적의 탑과 참호 점령
- 적 지도자 처치
- 적 지원 병력 고갈",0,0,1,3,0,0,104,-1,-1,-1,0,1,-1,0,0,0,790112,0,0,1553,135004168,128
33,Shadowfang,그림자송곳니 성채,,,,,-230.989,1571.57,1,1,0,0,204,-1,-1,-1,0,1,0,10,0,0,790796,0,0,134219293,134512648,0
34,StormwindJail,스톰윈드 지하감옥,,,,,-8762.379,848.0103,2,1,0,717,194,-1,-1,-1,0,1,0,10,0,0,791060,0,0,1553,134479880,0
36,DeadminesInstance,죽음의 폐광,,,,,-11207.8,1681.15,1,1,0,0,142,-1,-1,-1,0,1,0,10,0,0,780605,0,0,134219281,134512648,0
43,WailingCaverns,통곡의 동굴,,,,,-751.1312,-2209.2405,2,1,0,718,143,-1,-1,-1,0,1,1,10,0,0,791429,0,0,1553,134479880,0
47,RazorfenKraulInstance,가시덩굴 우리,,,,,-4459.449,-1660.2118,1,1,0,0,188,-1,-1,-1,0,1,1,10,0,0,790640,0,0,1553,134479880,0
48,Blackfathom,검은심연 나락,,,,,4249.1206,748.3871,2,1,0,719,196,-1,-1,-1,0,1,1,10,0,0,780169,0,0,1553,134479880,0
70,Uldaman,울다만,,,,,-6060.1816,-2954.9973,2,1,0,1337,144,-1,-1,-1,0,1,0,10,0,0,791372,0,0,1553,134479880,0
