ID,Name_lang,Description_lang,CategoryID,InventoryIconFileID,SpellWeight,SpellCategory,MaxQty,MaxEarnablePerWeek,Quality,FactionID,ItemGroupSoundsID,XpQuestDifficulty,AwardConditionID,MaxQtyWorldStateID,RechargingAmountPerCycle,RechargingCycleDurationMS,WarbondTransferPercentage,Field_11_1_0_58221_017,Flags[0],Flags[1]
42,정의의 휘장,,1,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,달라란 보석세공사의 징표,달라란에 있는 티파니 까르티엘의 가게에서 보석세공 디자인으로 교환하는 데 사용합니다.,21,134138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,미식가의 상,"대도시와 노스렌드 달라란의 특별한 요리 상인에게서 이색 조리법, 양념, 심지어 멋진 모자도 살 수 있습니다!",1,134411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,무용의 문장,,22,135947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,용맹의 문장,,22,237547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,투기장 점수,,2,135884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,알터랙 계곡 명예 훈장,,2,133308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,아라시 분지 명예 훈장,,2,133282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,폭풍의 눈 명예 훈장,,2,136032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,고대의 해안 명예 훈장,,2,133276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,전쟁노래 협곡 명예 훈장,,2,134420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126,겨울손아귀 명예 훈장,,2,133408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,바위 문지기의 조각,,2,134375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201,투자개발회사 주화,,2,133799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,정복의 문장,,22,135885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,용사의 인장,십자군 원형경기장에서 보여준 용맹한 행위에 대한 보상입니다.,21,236246,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
301,승전의 문장,,22,135979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,정복의 섬 명예 훈장,,2,133314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,서리의 문장,,22,334365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
