ID,TutorialText_lang,SpellID,ActionBarOverrideSpellID,SpellLabel,UiTextureKitID,UiPriority
1,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,170108,0,5289,0
2,키리안 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,313335,0,5290,100
3,키리안 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,326532,0,5290,200
4,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,170097,0,5289,0
5,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,170109,0,5289,0
6,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,166499,0,5291,0
7,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,166498,0,5291,0
8,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,161693,0,5292,0
9,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,161694,0,5293,0
10,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,168474,0,5294,0
11,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,166502,0,5295,0
12,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,162131,0,5296,0
13,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,168478,0,5297,0
14,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,171333,0,5298,0
15,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,171334,0,5298,0
16,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,166500,0,5295,0
17,주둔지 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,161691,162130,0,5299,0
18,,211390,0,193,5300,0
19,,251463,0,321,0,0
20,,264739,0,391,0,0
21,,314955,0,851,0,0
22,벤티르 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,315593,0,5303,100
23,벤티르 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,329350,0,5303,200
24,벤티르 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,329887,0,5303,100
26,나이트 페이 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,331114,0,5310,100
27,나이트 페이 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,331119,0,5310,100
28,나이트 페이 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,331120,0,5310,200
29,강령군주 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,334387,0,5311,100
30,강령군주 지역 능력 잠금해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,334388,0,5311,200
31,벤티르 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,340716,0,5303,200
32,키리안 지역 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,340757,0,5290,200
33,키리안 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,340835,0,5290,100
34,키리안 고유 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,326526,341085,0,5290,200
35,강령군주 능력 잠금 해제!|n|n행동 단축바로 끌어 옮겨 사용할 수 있습니다.,313347,341090,0,5311,100
