ID,Text_lang
2,"칠흑의 기사단의 방패 역할을 하는 구울은 혼자일 때는 나약하고 아둔하지만, 보통 엄청난 숫자로 적을 압도합니다."
3,"나약하지만 유연한 외눈깨비는 경계를 게을리하는 먹잇감을 잡기 위해 벽을 수직으로 오르내리고, 고르지 않은 지형에서도 빠르게 이동할 수 있습니다."
4,리치 왕의 손에 무덤에서 되살아난 칠흑의 기사단 기사는 단 하나의 목적을 위해 만들어졌습니다. 죽이거나 죽거나. 그게 전부입니다.
5,"노련한 용사인 칠흑의 약탈자들은 수많은 전장에서 살아남고 수많은 적을 처치한, 칠흑의 기사단 중에서도 가장 뛰어난 병사들입니다."
6,"뒤틀린 잿빛혓바닥 드레나이는 지옥 마력에 노출된 뒤 퇴화했고, 수단과 방법을 가리지 않고 숨어서 살아 남는 방법을 배웠습니다. 이들은 은밀하게, 또는 공개적으로 전투를 벌일 것입니다."
7,"한때 여군주 바쉬와 캘타스를 섬기던 갈퀴흉터 부족 나가들은, 그들의 미르미돈을 강인하고 무시무시한 전사로 훈련시켰습니다."
8,일리다리 악마사냥꾼은 불타는 군단을 더욱 효과적으로 처치하기 위해 엘프의 외모를 포기하면서까지 악마의 힘을 받아들입니다.
9,극한까지 성장한 일리다리는 악마의 형체와 힘을 온전히 포용하여 날개가 달린 검은 생명체로 변신한 후 적을 말살합니다.
10,"숲이 위험에 처하면, 나무들이 살아나 고향을 수호합니다."
11,"세나리우스의 딸은 엘프와 사슴의 피가 반씩 석인 드리아드로, 평화로운 시기에는 친절하고 천진하기도 합니다. 하지만 자연을 해치려는 자가 있다면, 끝까지 추적할 것입니다."
12,"변신의 대가인 발톱의 드루이드는 곰의 힘을 이용하여 야수의 형상을 취하고, 그 강력한 힘과 탄탄한 저항을 이용하여 적을 처치합니다."
13,"반은 엘프이고 반은 사슴의 모습을 하고, 한 손에는 나뭇가지 같은 손톱이 돋은 숲의 수호자는 세나리우스의 후손이며, 자연의 거대한 힘을 사용합니다."
14,능숙한 궁술로 대개 원거리에서 보병을 지원하는 궁수는 단일 대상이나 모여 있는 적들에게 화력을 집중할 때 공격 효과를 극대화할 수 있습니다.
15,드러나지 않은 길의 명사수들은 솜씨를 극한까지 갈고 닦은 덕분에 거의 보이지 않는 적도 명중시킬 수 있습니다.
16,드러나지 않은 추적자는 극심한 악천후 속에서나 희미한 흔적을 쫓을 때에도 능숙하게 사냥감을 찾아내 처리합니다.
17,"모든 사냥꾼은 야생에서 사용하는 기술을 어느 정도 알고 있지만, 길잡이는 이러한 생활 방식을 전적으로 받아들여 야생에서 얼마든지 생존할 수 있습니다. 지형지물을 활용해 적을 상대하는 능력에는 따라올 자가 없습니다."
18,"대부분의 마법사들이 정령들을 예상할 수 없는 존재로 보지만, 냉기 마법사는 여러 세기 동안 마법의 동료로 물의 정령을 차용해 왔습니다."
19,"강력한 마법으로 살아 움직이는 비전 골렘은 뛰어난 석공과 금속공들의 손에 제작되었으며, 포악한 힘으로 마법사를 보호하곤 합니다."
20,"티리스가드는 가장 재능이 뛰어난 주문술사만을 제자로 받아들이며, 이들은 수습생이더라도 어지간한 하급 단체의 지도자보다 더 강합니다."
21,"키린 토 기원사는 신비술과 정령술에 있어 최고의 경지에 오른 대가로, 메디브의 아버지인 니엘라스 아란이 남긴 유산을 추종하며, 타의 추종을 불허하는 마법 능력을 자랑합니다."
22,"""물리적인 힘은 외적으로 길러지지만, 불굴의 정신력은 내면에서 비롯된다."" - 래시온"
23,"수많은 적과의 싸움을 견뎌낼 수 있는 전투 양식을 익힌 흑우 숙련병은, 전력을 다해 약한 이들을 지키기로 맹세했습니다."
24,"흑우 수도사 중에서 가장 굳세고 끈기 있는 이들은 사부로 인정받는데, 보통 최악의 두려움을 극복하는 시험을 치러낸 후에야 이런 영예를 누리곤 합니다."
25,"""힘과 능력은 해와 달만큼이나 다르다."" - 백호 쉬엔"
26,"백호 숙련병들은 번개처럼 신속한 공격을 날리는 훈련을 받지만, 그보다 더 중요한 것은 자제력의 중요성을 이해하여 더 강력한 공격보다는 정확한 때 공격하다는 것이 중요함을 깨닫는 것입니다."
27,"신속하고 차분한 백호의 길의 사부는 인내와 타의 추종을 불허하는 힘을 바탕으로, 내면의 힘을 발휘해 다른 이들을 돕습니다."
28,"많은 종자들이 언젠가는 은빛 성기사단의 기사가 되기를 꿈꾸지만, 일부는 빛에 자신을 바친 이들을 섬기는 것만으로도 충분히 명예로운 일이라 여기기도 합니다."
29,"은빛 성기사단의 성기사는 대부분 군마를 타고 전장으로 돌진하지만, 방패병은 누구도 뚫을 수 없는 보호의 벽을 만들어내는 방어 위주의 전투를 전문화로 삼았습니다."
30,"은빛 성기사단의 기사들은 매일 기도를 하듯 성실히 전투 훈련에 정진하며, 전투 기술을 갈고 닦아 힘없고 순수한 이들을 지킵니다."
31,"은빛 성기사단의 기사단원은 가장 뛰어난 투사일 뿐 아니라, 가장 품행이 방정한 이들이기도 합니다. 강건한 힘과 순수한 정신이 요구되며, 이 두 가지를 모두 갖춘 자만이 용사로 불립니다."
32,비밀결사의 수행사제들은 종종 영적인 길을 열어 배우고자 하는 깊은 열의를 느끼고 가르침과 임무를 열정적으로 받아들입니다.
