ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
1,서리불꽃 그론링,80693,1067373,0,0.75,0.55,0,0
2,천둥군주 정찰병,87430,1067284,0,1.4,0.5,0,0
4,오크 전투 1,78009,1067281,0,1.5,0.5,0,0
5,오크 전투 2,79359,1067297,0,1.5,0.5,0,0
7,오우거 전투 1,79378,1067321,0,1.5,0.55,0,0
29,크리스의 임무 설정 시험용 전투,0,0,0,1,0.4,0,0
30,서리불꽃 그론링,80704,1067391,0,0.75,0.55,0,0
31,서리불꽃 그론링,80693,1067373,0,0.75,0.55,0,0
32,얼음아귀 라일라크,80705,1067265,0,0.55,0.45,0,0
33,천둥군주 정찰병,80192,1067335,0,0.6,0.9,0,0
34,천둥군주 정찰병,80172,1067334,0,1.2,0.5,0,0
35,오우거 전투 2,79380,1067230,0,0.9,0.55,0,0
36,언데드 전투 1,79380,1067230,0,1,0.5,0,0
37,돌연변이 전투 1,79383,1067191,0,0.8,0.5,0,0
38,아라코아 전투 1,79387,1067348,0,0.5,0.5,0,0
39,아라코아 전투 2,81338,1067462,0,0.9,0.5,0,0
40,야수 전투 1,79384,1067296,0,1.1,0.5,0,0
41,야수 전투 2,79386,1067246,0,1.4,0.5,0,0
42,악마 전투 1,79381,1067240,0,1.1,0.6,0,0
43,악마 전투 2,81339,1067193,0,0.6,0.6,0,0
44,파괴자 전투 1,79382,1067290,0,1,0.5,0,0
45,파괴자 전투 2,79385,1067311,0,1.5,0.6,0,0
46,격노 전투 1,81340,1067223,0,1.2,0.5,0,0
47,격노 전투 2,81341,2395691,0,1,0.5,0,0
48,원시 전투 1,81342,1067224,0,1,0.5,0,0
49,원시 전투 2,81343,1067208,0,1,0.5,0,0
50,버림받은 거머리,19787,0,0,1,0.4,0,0
51,숨은 약탈자,81538,1067344,0,0.9,0.45,0,0
52,천둥군주 산악수렵꾼,81562,1067236,0,1.55,0.5,0,0
53,천둥군주 바람길잡이,81565,1067286,0,1.55,0.5,0,0
54,저주받은 늑대,81568,1067253,0,1.5,0.5,0,0
55,잔혹서리 노역꾼,81580,1067268,0,1.2,0.55,0,0
56,서리부리 청소부,81583,1067178,0,1.3,0.9,0,0
57,칼날첨탑 약탈자,81587,1067336,0,1.2,0.5,0,0
58,창백한 포식자,82405,1067305,0,1,0.45,0,0
59,오염된 두꺼비,82410,1067273,0,1,0.45,0,0
60,달빛내림 까마귀,82409,1067466,0,0.8,0.5,0,0
61,어둠달 강령사,82413,1067287,0,1.55,0.5,0,0
62,어둠달 암흑술사,82414,1067282,0,1.55,0.5,0,0
63,천둥발굽 그론,83059,1067312,0,0.75,0.55,0,0
64,고리안 비전술사,83067,1067413,0,1.2,0.5,0,0
65,고리안 오우거,83071,1067409,0,1.2,0.5,0,0
66,강철 화염현자,83128,1067339,0,1.4,0.5,0,0
67,강철 화염현자,83126,1067270,0,1.4,0.5,0,0
68,감독관 베레무스,83236,1067399,0,0.9,0.53,0,0
69,고대의 탈르나,83236,1067399,0,0.9,0.53,0,0
70,하늘탑 폭풍소환사,83357,1067403,0,0.9,0.55,0,0
71,태양신봉자 유린날개,83363,1067405,0,0.9,0.55,0,0
72,지옥강림 파멸자,83379,1067240,0,0.75,0.55,0,0
73,우두머리 핏빛갈기,83074,1067433,0,0.8,0.55,0,0
74,그림자 호랑이,83347,1067465,0,1.2,0.5,0,0
75,악마불정령,83170,1067195,0,0.75,0.55,0,0
76,불타는 강탈자,83382,1067237,0,0.9,0.55,0,0
77,어둠의 정수,83256,1067191,0,1.4,0.55,0,0
78,공허의 정수,83251,1416404,0,1.4,0.55,0,0
79,고르,83098,1067407,0,0.75,0.55,0,0
80,굶주린 강철야금이,83193,1067290,0,0.75,0.55,0,0
81,칼날첨탑 투사,83043,1067419,0,1.2,0.5,0,0
82,칼날첨탑 싸움꾼,83042,1067420,0,1.2,0.5,0,0
83,칼날첨탑 흙점쟁이,83045,1067422,0,1.2,0.5,0,0
84,천둥군주 바람길잡이,83120,1067286,0,1.5,0.5,0,0
85,이그드렐,83225,1067302,0,0.55,0.55,0,0
86,천둥군주 야성궁수,83118,1067285,0,1.5,0.5,0,0
87,천둥군주 야수기수,83122,1067284,0,1.5,0.5,0,0
88,달빛껍질 고대정령,83226,1067303,0,0.55,0.55,0,0
89,나그란드 약탈자,83135,1067388,0,1.5,0.5,0,0
90,전쟁노래 대지소환사,83140,1067358,0,1.5,0.5,0,0
91,서슬아귀 비술사,83084,1067432,0,0.8,0.55,0,0
92,서슬아귀 흉터송곳니,83074,1067433,0,0.8,0.55,0,0
93,서슬아귀 투사,83081,1067431,0,0.8,0.55,0,0
94,태양신봉자 비행소환사,83353,1067381,0,0.9,0.55,0,0
95,태양신봉자 칼날날개,83354,1067401,0,0.9,0.55,0,0
96,태양신봉자 태양사제,83356,1067404,0,0.9,0.55,0,0
97,살게레이 감시자,83241,1067367,0,1.3,0.5,0,0
98,살게레이 역술사,83242,1067368,0,1.3,0.5,0,0
99,살게레이 영혼왜곡사,83243,1067366,0,1.3,0.5,0,0
100,돌망치 노예사냥꾼,83045,1067422,0,1.2,0.5,0,0
101,노예감독 오크목,83062,1067418,0,1.2,0.5,0,0
102,대지전복 비전술사,83070,1067414,0,1.2,0.5,0,0
103,고리안 전투대장,83072,1067410,0,1.2,0.5,0,0
104,고리안 전투대장,83072,1067410,0,1.2,0.5,0,0
105,서슬달빛 제네사우루스,83233,1067400,0,0.9,0.53,0,0
106,신록 재배사,83217,1067380,0,0.9,0.55,0,0
107,신록 감시자,83217,1067380,0,0.9,0.55,0,0
108,그늘등 칼날발톱,83103,1067345,0,0.9,0.45,0,0
109,그늘등 칼날발톱,83106,1067346,0,0.9,0.45,0,0
110,그늘등 칼날발톱,83107,1067343,0,0.9,0.45,0,0
111,타오르는 지옥불정령,83170,1067195,0,0.75,0.55,0,0
112,돌비늘,83214,1067187,0,1.45,0.4,0,0
113,핏빛가죽 망꾼,83213,1067186,0,1.45,0.4,0,0
114,설원잠복꾼,84858,1087727,0,1.45,0.4,0,0
115,용암 정령,83147,1067228,0,1.2,0.4,0,0
116,얼어붙은 바람,83152,1067233,0,1.2,0.4,0,0
118,히아신스 만드라고라,83301,1067341,0,1,0.4,0,0
119,어둠달 공허발톱,83129,1067347,0,1.5,0.5,0,0
120,새끼 포들링,83292,1067330,0,1.9,0.45,0,0
121,서리의 격노,83151,1067221,0,1.2,0.4,0,0
122,굶주린 강철야금이,83192,1067288,0,1.4,0.45,0,0
123,검댕투성이 집행자,83041,1067421,0,1.2,0.5,0,0
124,달빛껍질 고대정령,83225,1067302,0,0.55,0.55,0,0
125,어둠달 공허도끼병,83133,1067294,0,1.5,0.5,0,0
126,어둠의 정수,83386,1067428,0,1.4,0.55,0,0
