ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
7,알렉산더의 주먹,적에게 달려들어 피해를 입힙니다.,132109,2,0,0,0
70,뒷줄 치료 테스트,"뒷줄 치료 50, 하지만 2라운드 대기시간을 가집니다.",135915,0,2,0,0
71,피해 테스트,,135807,6,0,0,0
72,광역 효과 테스트,,135817,0,0,0,0
73,여러 턴 테스트,"대상을 물어뜯어 [StandardDamage(1,1)]의 피해를 즉시 입히고, 다음 라운드에 [StandardDamage(2,1)]의 피해를 입힙니다.

[numTurns()]라운드 동안 지속됩니다.",0,1,0,0,0
74,광역 효과 그리고 여러 턴 테스트,,0,1,0,0,0
77,강력한 덫,생명력이 35% 미만인 애완동물을 사로잡습니다. 실패할 때마다 포획 확률이 25%씩 증가합니다.,646380,0,0,0,6
78,지속 피해 적용 테스트,,0,0,5,0,0
79,오라 피해10 테스트,,0,-1,0,0,0
80,Apply Aura Test,,237179,0,0,0,0
81,오라 폭탄 75 테스트,,0,0,0,0,0
82,지속 피해 취소 전까지 적용 테스트,,0,6,0,0,0
83,장판 효과 적용 테스트,,460858,2,0,0,0
84,장판 오라 테스트,,132325,-1,0,104,0
85,기절 적용 테스트,,135891,1,0,0,0
86,기절 오라 테스트,ㅁㄴㅇㄻㄴㅇㄻㄴㅇㄹ,135906,-1,0,103,0
87,교체 불능 적용,,460694,9,0,0,0
88,교체 불능 오라,,132089,-1,0,0,0
97,충격탄,,0,6,0,0,0
110,물기,"|cffffffff적중률|r [StandardAccuracy(1,1)]

적을 물어서 [StandardDamage(1,1)]의 [School()] 피해를 입힙니다.",132127,7,0,0,0
111,주먹질,"|cffffffff적중률|r [StandardAccuracy(1,1)]

적을 강타해 [StandardDamage(1,1)]의 [School()] 피해를 입힙니다.",132298,0,0,0,0
112,쪼기,"|cffffffff적중률|r [StandardAccuracy(1,1)]

날카로운 부리로 적을 쪼아 [StandardDamage(1,1)]의 [School()] 피해를 입힙니다.",133707,2,0,0,0
113,태우기,"|cffffffff적중률|r [StandardAccuracy(1,1)]

적을 화염으로 태워 [StandardDamage(1, 1)]의 [School()] 피해를 입힙니다.",132839,6,0,0,0
114,빛줄기,"|cffffffff적중률|r [StandardAccuracy(1,1)]

비전의 힘을 한 줄기로 쏘아 [StandardDamage(1,1)]의 [petTypeName(abilityPetType())] 피해를 입힙니다.",135189,5,0,0,0
115,용숨결,"|cffffffff적중률|r [StandardAccuracy(1,1)]

적을 용숨결에 휩싸이게 해서 [StandardDamage(1, 1)]의 [School()] 피해를 입힙니다.",135807,1,0,0,0
116,감전,"|cffffffff적중률|r [StandardAccuracy(1,1)]

대상에게 전기를 방출해 [StandardDamage(1,1)]의 [School()] 피해를 입힙니다.",136099,9,0,0,0
117,감염된 발톱,"|cffffffff적중률|r [StandardAccuracy(1,1)]

적에게 병균이 득실대는 발톱을 휘둘러 [StandardDamage(1, 1)]의 [School()] 피해를 입힙니다.",237390,3,0,0,0
118,물 분출,"|cffffffff적중률|r [StandardAccuracy(1,1)]

적에게 물줄기를 쏘아 [StandardDamage(1,1)]의 [petTypeName(abilityPetType())] 피해를 입힙니다.",463570,8,0,0,0
119,긁기,"|cffffffff적중률|r [StandardAccuracy(1,1)]

적을 긁어 [StandardDamage(1,1)]의 [School()] 피해를 입힙니다.",611425,4,0,0,0
120,울부짖는 한파,"|cffffffff적중률|r [StandardAccuracy(1,1)]

[StandardDamage(1,1)]의 [School()] 피해를 입힙니다.

|cFF0070DD얼어붙은|r 대상의 팀에는 [StandardDamage(1,4)]의 추가 피해를 입힙니다.",135833,6,3,0,0
121,죽음의 고리,"|cffffffff적중률|r [StandardAccuracy(1,1)]

[StandardDamage(1,1)]의 언데드 피해를 입히고, 입힌 피해의 [points(1,3)]%만큼 자신의 생명력을 회복합니다.",136145,3,0,0,0
122,꼬리 휩쓸기,"|cffffffff적중률|r [StandardAccuracy(1,1)]

[StandardDamage(1,2)]의 [School()] 피해를 입히거나, 마지막에 공격하면 [StandardDamage(1,1)]의 [School()] 피해를 입힙니다.",237407,1,0,0,0
123,치유의 물결,"생명력을 [StandardDamage(1,1)]만큼 회복합니다.",136042,8,3,0,2
124,광란,"|cffffffff적중률|r [StandardAccuracy(1,1)]

광란하여 [StandardDamage(1,1)]의 [School()] 피해를 입힙니다.

[numTurns()]라운드 동안 지속됩니다.",132176,7,3,0,0
125,기절 테스트 2.0,테스트: 패티 맥 테스트,460857,3,0,0,0
131,기절 오라 테스트 2.0,,0,-1,0,3,0
132,커스텀 스크립트 효과 테스트,,132090,0,0,0,0
133,오라 - 피해 보호막 2.0,,0,-1,0,2,0
134,피해 보호막 2.0 테스트,,0,0,0,0,0
135,온전한 덫,생명력이 35% 미만인 애완동물을 사로잡습니다. 실패할 때마다 포획 확률이 30%씩 증가합니다.,638662,0,0,0,6
149,치유 테스트 2.0,,538569,4,0,0,0
150,커스텀 스크립트 턴 테스트,,236216,4,0,0,0
151,독송곳니,"매 라운드마다 [StandardDamage(1,1)]의 [School()] 피해를 입힙니다.

|cFF1EFF00중독되었습니다|r.",136067,7,0,25,1
152,독송곳니,"|cffffffff적중률|r [StandardAccuracy(1,1)]

즉시 [StandardDamage(1,1)]의 [School()] 피해를 입히고 대상을 |cFF1EFF00중독|r시켜 추가로 [duration(1,2)]라운드 동안 매 라운드마다 [StandardDamage(1,1,379)]의 [School(379)] 피해를 입힙니다.",136067,7,0,0,0
153,공격력 감소,"공격력이 [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 153 ))]%만큼 감소합니다.",653219,-1,0,334,3
154,속도 감소,"속도가 [abs(abilityStateMod(25,154))]%만큼 감소합니다.",653221,-1,0,316,3
155,쉭쉭,"|cffffffff적중률|r [StandardAccuracy(1,1)]

[StandardDamage(1,1)]의 [School()] 피해를 입히고 [duration(1,2)]라운드 동안 대상의 속도를 [abs(abilityStateMod(25,154))]%만큼 감소시킵니다.",132211,7,3,0,0
156,흉포한 송곳니,"|cffffffff적중률|r [StandardAccuracy(1,1)]

[StandardDamage(1,1)]의 [School()] 피해를 입힙니다. 적중할 때마다 피해량이 [FormatDamage (pointsincreaseperuse(1,1)*AttackBonus())]씩 증가하여 최대 [FormatDamage (pointsmax(1,1)*AttackBonus())]의 [School()] 피해를 입힙니다.",236177,7,0,0,0
157,제이콥의 테스트 기술,"대상은 [abilityName(220)]를 지니고 [cond(unitHasAura(220, ENEMY), ""있습니다."", ""있지 않습니다."")]",132311,2,0,0,2
158,반격,"|cffffffff적중률|r [StandardAccuracy(1,1)]

[StandardDamage(1,1)]의 [School()] 피해를 입힙니다.

이번 라운드에 공격을 받았다면 추가로 [StandardDamage(1,2)]의 [School()] 피해를 입힙니다.",132269,0,2,0,0
159,숨기,"|cffffffff적중률|r [StandardAccuracy(2,1)]

땅 밑으로 숨어 한 라운드 동안 공격당하지 않습니다.

다음 라운드에 대상을 공격하여 [StandardDamage(2, 1)]의 [School()] 피해를 입힙니다.",136025,7,4,0,0
160,먹어치우기,"|cffffffff적중률|r [StandardAccuracy(1,1)]

[StandardDamage(1,1)]의 [School()] 피해를 입힙니다.

입힌 피해의 [points(1,3)]%만큼 자신의 생명력을 회복합니다.",136214,3,1,0,0
161,아드레날린,"속도가 [abs(abilityStateMod(25,161))]%만큼 증가합니다.",648208,-1,0,113,2
162,아드레날린 촉진,"|cffffffff적중률|r [StandardAccuracy(1,1)]

[StandardDamage(1,1)]의 [School()] 피해를 입히고 [duration(1,2)]라운드 동안 속도가 [abs(abilityStateMod(25,161))]%만큼 증가합니다.",132307,4,0,0,0
163,동물 쇄도,"|cffffffff적중률|r [StandardAccuracy(1,1)]

쇄도를 시작해 첫 번째 라운드에 [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))]의 [School()] 피해를, 두 번째 라운드에 [FormatDamage(SimpleDamage(2,1)+SimpleDamage(2,2)+SimpleDamage(2,3))]의 [School()] 피해를, 세 번째 라운드에 [FormatDamage(SimpleDamage(3,1)+SimpleDamage(3,2)+SimpleDamage(3,3))]의 [School()] 피해를 입힙니다.

쇄도에 당한 대상은 [duration(1,4)]라운드 동안 받는 피해가 [abs(abilityStateMod( 24, 542 ))]%만큼 증가합니다.

[numTurns()]라운드 동안 지속됩니다.",134060,4,0,0,0
164,웅크리기,"받는 피해가 [abs(abilityStateMod(24,164))]%만큼 감소합니다.",132118,-1,0,27,2
165,웅크리기,"최대한 몸을 낮춰서 [duration(1,2)]라운드 동안 받는 피해를 50%만큼 감소시킵니다.",132118,4,4,0,2
166,도토리 세례,"매 라운드마다 현재 대상에게 [StandardDamage(1,1)]의 [School()] 피해를 입힙니다.",134057,4,0,0,0
