ID,Title_lang,GarrTypeID,ClassID,MaxTiers,UiOrder,Flags,UiTextureKitID,GarrTalentTreeType,PlayerConditionID,FeatureTypeIndex,FeatureSubtypeIndex,CurrencyID
4,,3,10,7,0,0,0,0,0,0,0,0
31,,3,7,7,0,0,0,0,0,0,0,0
107,,3,11,7,0,0,0,0,0,0,0,0
110,,3,9,7,0,0,0,0,0,0,0,0
113,,3,3,7,0,0,0,0,0,0,0,0
116,,3,8,7,0,0,0,0,0,0,0,0
119,,3,2,7,0,0,0,0,0,0,0,0
122,,3,1,7,0,0,0,0,0,0,0,0
125,,3,12,7,0,0,0,0,0,0,0,0
128,,3,6,7,0,0,0,0,0,0,0,0
131,,3,4,7,0,0,0,0,0,0,0,0
134,,3,5,7,0,0,0,0,0,0,0,0
150,,111,0,8,0,0,0,1,0,0,0,0
151,,3,0,7,0,0,253,0,0,0,0,0
152,전쟁 연구,9,0,6,0,1,0,0,0,0,0,0
153,전쟁 연구,9,0,6,0,1,0,0,0,0,0,0
260,Visions Research [NYI],9,0,6,0,0,253,0,0,0,0,0
263,마더의 연구 - 개인,9,0,4,0,0,253,0,0,0,0,0
264,마더의 연구 - 무리,9,0,4,0,0,253,0,0,0,0,0
265,마더의 연구 - 도박사,9,0,2,0,0,253,0,0,0,0,0
266,마더의 연구 - 질주자,9,0,2,0,0,253,0,0,0,0,0
267,마더의 연구 - 탐험가,9,0,3,0,0,253,0,0,0,0,0
268,마더의 연구 - 지표,9,0,2,0,0,253,1,0,0,0,0
271,마더의 연구,9,0,6,0,0,5273,1,0,0,0,1719
272,안개칼날 나지아,111,0,5,0,0,253,1,0,6,0,0
275,드림위버,111,0,12,0,16,0,0,79281,6,3,0
276,니야,111,0,12,0,16,0,0,79279,6,3,0
304,장군 드레이븐,111,0,12,0,16,0,0,79288,6,2,0
307,이동 연결망,111,0,3,0,16,0,0,0,2,3,0
308,이동 연결망,111,0,3,0,16,5283,0,0,2,1,0
309,이동 연결망,111,0,3,0,16,0,0,0,2,2,0
310,이동 연결망,111,0,3,0,16,0,0,0,2,4,0
311,령 전도체,111,0,3,0,16,0,0,0,1,3,0
312,령 전도체,111,0,3,0,16,5283,0,0,1,1,0
313,령 전도체,111,0,3,0,16,0,0,0,1,4,0
314,령 전도체,111,0,3,0,16,0,0,0,1,2,0
315,사령관의 탁자,111,0,3,0,16,0,0,0,3,3,0
316,사령관의 탁자,111,0,3,0,16,5283,0,0,3,1,0
317,사령관의 탁자,111,0,3,0,16,0,0,0,3,2,0
318,사령관의 탁자,111,0,3,0,16,0,0,0,3,4,0
319,여왕의 정원,111,0,5,0,16,0,0,0,5,3,0
320,승천의 길,111,0,5,0,16,5283,0,0,5,1,0
321,누더기골렘 작업장,111,0,5,0,16,0,0,0,5,4,0
324,잿불 궁정,111,0,5,0,0,0,1,0,5,2,0
325,역병 설계자 메릴레트,111,0,12,0,16,0,0,79284,6,4,0
326,레벤드레스 - 저장소 강화,111,0,3,0,16,5285,0,0,4,2,0
327,승천의 보루 - 저장소 강화,111,0,3,0,16,5283,0,0,4,1,0
328,몽환숲 - 저장소 강화,111,0,3,0,16,5305,0,0,4,3,0
329,말드락서스 - 저장소 강화,111,0,3,0,16,5287,0,0,4,4,0
330,에메니,111,0,12,0,16,0,0,79285,6,4,0
334,코레인,111,0,12,0,16,0,0,79283,6,3,0
335,Chris Test Tree Set,3,0,2,0,0,0,0,0,0,0,0
345,령 집중,111,0,1,0,0,5283,1,0,7,1,0
346,령 집중,111,0,1,0,0,5305,1,0,7,3,0
347,령 집중,111,0,1,0,0,5287,1,0,7,4,0
348,령 집중,111,0,1,0,0,5285,1,0,7,2,0
349,뼈장장이 에어미르,111,0,12,0,16,0,0,81502,6,4,0
357,펠라고스,111,0,12,0,16,0,0,81504,6,1,0
360,클레이아,111,0,12,0,16,0,0,81505,6,1,0
365,미카니코스,111,0,12,0,16,0,0,81506,6,1,0
368,안개칼날 나지아,111,0,12,0,16,0,0,81503,6,2,0
392,미치광이 공작 테오타르,111,0,12,0,16,0,0,83261,6,2,0
393,승천의 보루 - 성약의 단 능력,111,0,2,0,0,5283,1,0,0,1,0
395,말드락서스 - 성약의 단 능력,111,0,2,0,0,5287,1,0,0,4,0
396,레벤드레스 - 성약의 단 능력,111,0,2,0,0,5279,1,0,0,2,0
397,몽환숲 - 성약의 단 능력,111,0,2,0,0,5301,1,0,0,3,0
461,무수히 많은 것이 든 상자,111,0,6,0,4,5400,1,0,0,0,1904
463,비룡 특화 진행 상황,111,0,9,0,0,0,0,0,0,0,42
465,장치 강화 제어장치,111,0,3,0,0,253,1,0,0,0,1979
466,창시자 핵,111,0,4,0,0,5273,1,0,0,0,1979
467,비룡 특화 진행 상황,111,0,3,0,0,0,1,0,0,0,0
468,창시자 핵 JZB,9,0,7,0,0,5273,0,0,0,0,1979
474,암호 연구 제어장치,111,0,7,0,12,5415,1,0,8,0,1979
476,포코폭 세부 설정,111,0,6,0,0,5419,0,0,0,0,0
479,천둥도마뱀 입상,111,0,3,0,0,5166,1,0,0,0,2011
482,용 조련술,111,0,9,0,0,5273,1,0,0,0,0
483,괴물 사냥꾼의 장비 선반,111,0,5,0,0,5419,0,0,0,0,0
484,숙련된 용 조련술,111,0,9,0,0,0,1,0,0,0,2045
485,시카르 사냥 전술,111,0,4,0,0,5415,1,0,0,0,2003
486,동료 선택,111,0,2,0,0,5487,0,0,0,0,2003
487,티라이 부족 진행 상황,111,0,4,0,0,5419,1,0,0,0,0
488,투스카르 낚시,111,0,5,0,0,5415,1,0,0,0,0
489,원정대 보급품,111,0,6,0,0,5481,1,99463,0,0,2003
491,사냥단 군장,111,0,4,0,0,5487,0,0,0,0,2003
