ID,Name_lang,PlayerConditionID,VisibleTrackingQuestID,QuestFeedbackEffectID,Flags,MaxHeight,MinHeight,VignetteType,RewardQuestID,UiWidgetSetID,UiMapPinInfoID,ObjectiveType
4,난입 시험용 처치,0,0,89,66,0,0,0,0,0,1,0
5,난입 시험용 획득,18071,0,108,0,0,0,0,0,0,0,0
9,난입 시험용 이벤트,10345,0,90,2,0,0,0,0,0,0,0
10,별분쇄자 로가쉬,22188,0,89,0,0,0,0,0,0,0,0
11,파라 보물수집꾼,22189,0,88,0,0,0,0,0,0,0,0
12,사로잡힌 드레나이,22190,0,89,0,0,0,0,0,0,0,0
13,공허현자,22191,0,89,0,0,0,0,0,0,0,0
14,우라카,22192,0,89,0,0,0,0,0,0,0,0
15,시노디쿠스,22193,0,89,0,0,0,0,0,0,0,0
16,엠바리 방어 수정,22194,0,90,0,0,0,0,0,0,0,0
17,수수께끼의 공허,22196,0,90,0,0,0,0,0,0,0,0
18,박살전차,22197,0,89,0,0,0,0,0,0,0,0
19,제리카르의 예언,22198,0,89,0,0,0,0,0,0,0,0
20,크라토르의 예언,22199,0,89,0,0,0,0,0,0,0,0
21,차원의 감시자의 예언,22200,0,89,0,0,0,0,0,0,0,0
22,파멸포 건설,22201,0,89,0,0,0,0,0,0,0,0
23,나뭇잎예언자 쿠리,22202,0,89,0,0,0,0,0,0,0,0
24,강철 사슬 보물,22203,0,88,0,0,0,0,0,0,0,0
25,하이그로사이브,22205,0,89,0,0,0,0,0,0,0,0
26,바위발굽,22206,0,89,0,0,0,0,0,0,0,0
27,탈비,22213,0,90,0,0,0,0,0,0,0,0
28,어둠달 보물,22215,0,88,0,0,0,0,0,0,0,0
29,버그조이드,22216,0,89,0,0,0,0,0,0,0,0
30,이그드렐,22217,33389,89,0,0,0,0,0,0,0,0
33,피돌기,19147,0,89,0,0,0,0,0,0,0,0
34,따닥송곳니,0,0,89,0,0,0,0,0,0,0,0
35,무쇠턱,0,0,89,0,0,0,0,0,0,0,0
36,퀴드,0,0,89,0,0,0,0,0,0,0,0
37,애타,0,0,89,0,0,0,0,0,0,0,0
38,라오페의 영혼,0,0,89,0,0,0,0,0,0,0,0
39,도살자 바이진,0,0,89,0,0,0,0,0,0,0,0
40,무쇠주먹 고차오,19146,0,89,0,0,0,0,0,0,0,0
41,영혼절단자 가오훈,19147,0,89,0,0,0,0,0,0,0,0
42,장군 테무자,0,0,89,0,0,0,0,0,0,0,0
43,어둠의 주인 사이도우,0,0,89,0,0,0,0,0,0,0,0
44,우론,0,0,89,0,0,0,0,0,0,0,0
45,후오슈앙,19147,0,89,0,0,0,0,0,0,0,0
46,불태우는 자 바오라이,0,0,89,0,0,0,0,0,0,0,0
47,바이락시스,0,0,89,0,0,0,0,0,0,0,0
48,크리촌,0,0,89,0,0,0,0,0,0,0,0
49,지독한 고주망태 맥주,0,0,90,0,50,-50,0,0,0,0,0
50,제스쿠아,0,0,89,0,50,-50,0,0,0,0,0
51,가라앉은 보물,22051,0,88,0,50,-50,0,0,0,0,0
52,자림 올투게더,22056,0,90,0,50,-50,0,0,0,0,0
53,학포식자,0,0,89,0,50,-50,0,0,0,0,0
54,검은 수호자의 화물,22347,0,88,0,50,0,0,0,0,0,0
55,쿠쿠루의 보물 상자,0,0,88,0,50,-50,0,0,0,0,0
56,밧줄에 묶인 보물 상자,0,0,88,8,0,-30,0,0,0,0,0
57,빛나는 보물 상자,0,0,88,8,0,-50,0,0,0,0,0
58,빛나는 보물 가방,0,0,88,8,50,-50,0,0,0,0,0
59,첼론,0,0,89,0,50,-50,0,0,0,0,0
60,카르카노스,0,0,89,0,50,-50,0,0,0,0,0
61,조가비호 전투,0,0,90,0,0,0,0,0,0,0,0
62,Jeremy's Test Vignette,0,0,252,66,0,0,0,0,0,0,0
63,달송곳니,0,0,89,0,0,0,0,0,0,0,0
64,함몰,22415,0,90,0,50,-50,0,0,0,0,0
65,무쇠가죽 강철뿔,0,0,89,0,50,-50,0,0,0,0,0
66,낙엽치유사,0,0,89,0,0,-50,0,0,0,0,0
67,거대거북 분노등딱지,0,0,89,0,50,-50,0,0,0,0,0
68,에메랄드 학,0,0,89,0,50,-50,0,0,0,0,0
69,무리인도자 구치,0,0,89,0,50,-50,0,0,0,0,0
70,비취불꽃의 영혼,22604,0,89,0,50,-50,0,0,0,0,0
71,해골엄니,0,0,89,0,50,-50,0,0,0,0,0
72,휘지그,0,0,90,0,50,-50,0,0,0,0,0
73,시큼한 주곤,0,0,89,0,50,-50,0,0,0,0,0
74,스페럴크,0,0,89,0,50,-50,0,0,0,0,0
75,갈니아,120653,0,977,66660,0,0,0,0,0,0,0
76,바위 이끼,120653,0,977,66660,0,0,0,0,0,0,0
77,잿불폭포,120653,0,977,66660,0,0,0,0,0,0,0
78,차보카,120653,0,977,66660,0,0,0,0,0,0,0
79,후오론,120653,0,977,66660,0,0,0,0,0,0,0
80,괴물 가시집게 게,120653,0,977,66660,0,0,0,0,0,0,0
81,부포,120653,0,977,66660,0,0,0,0,0,0,0
82,공포의 유령선 바주비어스호,120653,0,977,66660,0,0,0,0,0,0,0
83,골가나르,120653,0,977,66660,0,0,0,0,0,0,0
84,황실 비단뱀,120653,0,977,66660,0,0,0,0,0,0,0
85,영원아귀,120653,0,977,66660,0,0,0,0,0,0,0
86,화염의 대제사장,120653,0,977,66660,0,0,0,0,0,0,0
87,감시자 오수,120653,0,977,66660,0,0,0,0,0,0,0
88,소작술사 우르두르,120653,0,977,66660,0,0,0,0,0,0,0
89,오르도의 자쿠르,120653,0,977,66660,0,0,0,0,0,0,0
90,바위군주 가이란,120653,0,977,66660,0,0,0,0,0,0,0
91,검은 불꽃의 용사,120653,0,977,66660,0,0,0,0,0,0,0
92,빛나는 학 석상,22067,0,90,8,0,-50,0,0,0,0,0
93,고대 소금턱 거북,23564,0,89,0,0,0,0,0,0,0,0
94,숯검댕이,0,0,90,0,50,50,0,0,0,0,0
95,구린수염,120653,0,977,66660,0,0,0,0,0,0,0
96,라샤,0,0,89,0,0,-50,0,0,0,0,0
97,윌리 와일더,0,0,89,0,0,-50,0,0,0,0,0
98,잔달라 전투정찰병,0,0,89,0,0,-50,0,0,0,0,0
99,무에르타,0,0,89,0,0,-50,0,0,0,0,0
100,카르 워메이커,0,0,89,0,0,-50,0,0,0,0,0
101,그늘의 우분티,0,0,89,0,0,-50,0,0,0,0,0
102,디샤 피어워든,0,0,89,0,0,-50,0,0,0,0,0
103,달란 나이트브레이커,0,0,89,0,0,-50,0,0,0,0,0
104,메이비스 함즈,0,0,89,0,0,-50,0,0,0,0,0
105,퍼디난드,0,0,89,0,0,-50,0,0,0,0,0
106,블랙후프,0,0,89,0,0,-50,0,0,0,0,0
107,상사 내너스,0,0,89,0,0,-50,0,0,0,0,0
108,잽싼 익익,0,0,89,0,0,-50,0,0,0,0,0
109,울부짖는 자,0,0,89,0,0,-50,0,0,0,0,0
110,할퀴,0,0,89,0,0,-50,0,0,0,0,0
111,스프리긴,0,0,89,0,0,-50,0,0,0,0,0
112,보노보스,0,0,89,0,0,-50,0,0,0,0,0
113,포악 군,0,0,89,0,0,-50,0,0,0,0,0
114,변화하는 구름의 아이란,0,0,89,0,0,-50,0,0,0,0,0
115,아이리 스카이미러,0,0,89,0,0,-50,0,0,0,0,0
116,율 와일드포우,0,0,89,0,0,-50,0,0,0,0,0
117,방랑자 아혼,0,0,89,0,0,-50,0,0,0,0,0
118,루운 고스트포우,0,0,89,0,0,-50,0,0,0,0,0
119,나스라 스팟하이드,0,0,89,0,0,-50,0,0,0,0,0
120,걷는 자 우로비,0,0,89,0,0,-50,0,0,0,0,0
121,애꾸눈 몰도,0,0,89,0,0,-50,0,0,0,0,0
122,옴니스 그린록,0,0,89,0,0,-50,0,0,0,0,0
123,벼리는 자 실트리스,0,0,89,0,0,-50,0,0,0,0,0
124,예언자 네소스,0,0,89,0,0,-50,0,0,0,0,0
125,비늘의 아르네스,0,0,89,0,0,-50,0,0,0,0,0
126,살리인 전투정찰병,0,0,89,0,0,-50,0,0,0,0,0
127,사르낙,0,0,89,0,0,-50,0,0,0,0,0
128,산 타이드헌터,0,0,89,0,0,-50,0,0,0,0,0
129,날라쉬 베르단티스,0,0,89,0,0,-50,0,0,0,0,0
130,에셜론,0,0,89,0,0,-50,0,0,0,0,0
131,추방자 자이,0,0,89,0,0,-50,0,0,0,0,0
132,컬니스 워터스트라이더,0,0,89,0,0,-50,0,0,0,0,0
133,셀레나,0,0,89,0,0,-50,0,0,0,0,0
134,애티스,0,0,89,0,0,-50,0,0,0,0,0
135,역병의 칼티크,0,0,89,0,0,-50,0,0,0,0,0
136,가르로크,0,0,89,0,0,-50,0,0,0,0,0
137,추적자 리시크,0,0,89,0,0,-50,0,0,0,0,0
138,스키티크,0,0,89,0,0,-50,0,0,0,0,0
139,토릭에디스,0,0,89,0,0,-50,0,0,0,0,0
140,학살자 날라크,0,0,89,0,0,-50,0,0,0,0,0
141,크락시크,0,0,89,0,0,-50,0,0,0,0,0
142,어골락스,0,0,89,0,0,-50,0,0,0,0,0
143,칼날의 크롤,0,0,89,0,0,-50,0,0,0,0,0
144,카흐티르,0,0,89,0,0,-50,0,0,0,0,0
