ID,ReqSource_lang,ReqType,ClassMask,RegionGroupMask,ReqAchievementID,ReqQuestID,OverrideArchive,ReqItemModifiedAppearanceID,RaceMasks[0],RaceMasks[1]
10,,4,0,0,0,0,-1,0,-1,-1
12,,2,0,0,0,0,-1,0,-1,-1
35,,3,-1,0,0,0,-1,0,-1,-1
36,,3,-1,0,0,0,-1,0,-1,-1
37,,3,-1,0,0,0,-1,0,-1,-1
41,,3,-1,0,0,0,-1,0,-1,-1
42,,3,-1,0,0,0,-1,0,-1,-1
43,,3,-1,0,0,0,-1,0,-1,-1
53,,3,32,0,0,0,-1,0,-1,-1
55,,3,-1,0,0,0,0,0,-1,-1
58,,3,-1,0,0,0,-1,0,-1,-1
59,,3,-1,0,0,0,-1,0,-1,-1
61,,3,-1,0,0,0,0,0,-1,-1
62,,3,-1,0,0,0,-1,0,-1,-1
63,,3,-1,0,0,0,-1,0,-1,-1
64,,3,-1,0,0,0,-1,0,-1,-1
65,,3,-1,0,0,0,-1,0,-1,-1
66,,3,-1,0,0,0,0,0,-1,-1
75,,3,-7168,0,0,0,-1,76335,-1,-1
76,,3,-7168,0,0,0,-1,76336,-1,-1
77,,3,-7168,0,0,0,-1,76337,-1,-1
78,,3,-7168,0,0,0,-1,76338,-1,-1
80,,3,32,0,0,0,-1,0,-1,-1
89,,3,32,0,0,0,-1,0,-1,-1
91,,3,32,0,0,0,-1,0,-1,-1
93,,3,32,0,0,0,-1,0,-1,-1
95,,3,32,0,0,0,-1,0,-1,-1
97,,3,32,0,0,0,-1,0,-1,-1
103,,3,32,0,0,0,-1,0,-1,-1
105,,3,32,0,0,0,-1,0,-1,-1
109,,3,32,0,0,0,-1,0,-1,-1
115,,3,32,0,0,0,-1,0,-1,-1
117,,3,32,0,0,0,-1,0,-1,-1
119,,3,32,0,0,0,-1,0,-1,-1
121,,3,32,0,0,0,-1,0,-1,-1
123,,3,32,0,0,0,-1,0,-1,-1
126,,3,32,0,0,0,-1,0,-1,-1
128,,3,32,0,0,0,-1,0,-1,-1
130,,3,32,0,0,0,-1,0,-1,-1
132,,3,32,0,0,0,-1,0,-1,-1
134,,3,32,0,0,0,-1,0,-1,-1
136,,3,32,0,0,0,-1,0,-1,-1
137,,3,-1,0,0,0,-1,0,-1,-1
138,,3,-1,0,13251,0,-1,0,-1,-1
141,,3,-1,0,0,0,-1,0,-1,-1
142,,3,32,0,0,0,-1,0,-1,-1
143,,3,2048,0,0,0,-1,0,-1,-1
144,,3,30687,0,0,0,-1,0,-1,-1
145,,3,30719,0,0,0,-1,0,-1,-1
146,,3,32735,0,0,0,-1,0,-1,-1
147,,3,1024,0,0,0,-1,0,-1,-1
148,,3,31743,0,0,0,-1,0,-1,-1
159,,3,-1,0,0,0,-1,0,-1,-1
160,,3,-1,0,0,0,-1,0,-1,-1
161,,3,-1,0,0,0,-1,0,-1,-1
163,,3,-1,0,0,0,-1,0,-1,-1
164,,3,-1,0,0,0,-1,0,-1,-1
165,,3,-1,0,0,0,-1,0,-1,-1
169,,3,-1,0,0,0,-1,0,-1,-1
170,,3,2048,0,0,0,-1,0,-1,-1
171,,3,-1,0,0,0,-1,0,-1,-1
172,,3,2048,0,0,0,-1,0,-1,-1
173,,3,-1,0,0,0,-1,0,-1,-1
174,,3,-1,0,0,0,-1,0,-1,-1
175,,3,-8160,0,0,0,-1,0,-1,-1
176,,3,-2081,0,0,0,-1,0,-1,-1
177,,3,-2081,0,0,0,-1,0,-1,-1
178,,3,-2081,0,0,0,-1,0,-1,-1
179,,3,-2081,0,0,0,-1,0,-1,-1
180,,3,-1,0,0,0,-1,0,-1,-1
181,,3,-1,0,0,0,-1,0,-1,-1
182,,3,-1,0,0,0,-1,0,-1,-1
183,,3,-1,0,0,0,-1,0,-1,-1
184,,3,-1,0,0,0,-1,0,-1,-1
185,,3,-1,0,0,0,-1,0,-1,-1
186,,3,-1,0,0,0,-1,0,-1,-1
187,,3,-1,0,0,0,-1,0,-1,-1
188,,3,-1,0,0,0,-1,0,-1,-1
189,,3,-2049,0,13251,0,-1,0,-1,-1
190,,3,32,0,0,0,-1,0,-1,-1
191,,3,32,0,0,0,-1,0,-1,-1
192,,3,-1,0,0,0,-1,0,-1,-1
193,,3,-1,0,0,0,-1,0,-1,-1
194,,3,-1,0,0,0,-1,0,-1,-1
195,,3,-1,0,0,0,-1,0,-1,-1
196,,3,-1,0,0,0,-1,0,-1,-1
197,,3,-1,0,0,0,-1,0,-1,-1
198,,3,-1,0,0,0,-1,0,-1,-1
199,,3,-1,0,0,0,-1,0,-1,-1
200,,3,-1,0,0,0,-1,0,-1,-1
201,,3,-1,0,0,0,-1,0,-1,-1
203,,3,-1,0,0,0,-1,0,-1,-1
204,,3,-1,0,0,0,-1,0,-1,-1
205,,3,-1,0,0,0,-1,0,-1,-1
206,,3,-1,0,0,0,-1,0,-1,-1
207,,3,-1,0,0,0,-1,0,-1,-1
208,,3,-1,0,0,0,-1,0,-1,-1
209,,3,-1,0,0,0,-1,0,-1,-1
212,,3,32,0,0,0,-1,0,-1,-1
213,,3,32,0,0,0,-1,0,-1,-1
218,,3,32,0,0,0,-1,0,-1,-1
225,,3,-1,0,0,0,-1,0,-1,-1
226,,3,-1,0,0,0,-1,0,-1,-1
227,,3,-1,0,0,0,-1,0,-1,-1
228,,3,2048,0,0,0,-1,0,-1,-1
229,,3,-1,0,0,0,-1,0,-1,-1
