ID,Name_lang,Description_lang,Flags,ClassMask,SpellIconFileID,RaceMasks[0],RaceMasks[1]
1,순간이동,자신을 대도시로 순간이동시킵니다.,0,128,237509,1309324210,-1440044374
8,순간이동,자신을 대도시로 순간이동시킵니다.,0,128,237509,-1321907123,1427461461
9,야수 부르기,길들인 야수를 소환합니다.,0,4,132161,-1,-1
10,악마 소환,악마를 소환합니다.,0,256,136082,-1,-1
11,차원문,"차원문을 생성하여, 차원문을 사용하는 파티원들을 대도시로 순간이동시킵니다.",0,128,135744,1309324210,-1440044374
12,차원문,"차원문을 생성하여, 차원문을 사용하는 파티원들을 대도시로 순간이동시킵니다.",0,128,135748,-1321907123,1427461461
66,독,무기에 강력한 독을 바릅니다.,0,8,136242,-1,-1
67,흑마법서: 봉사,25초 동안 싸우는 두 번째 악마를 즉시 소환합니다.,0,256,538444,-1,-1
84,영웅의 길: 판다리아의 안개,금메달 또는 쐐기돌 영웅 업적을 획득한 판다리아의 안개 던전의 입구로 순간이동합니다. 이 주문의 재사용 대기시간은 신화 쐐기돌 던전을 완료하면 초기화됩니다.,0,-1,519384,-1,-1
92,변이 변형,변이의 외형 규칙을 변경해 대상을 다양한 생물체로 바꿉니다.,0,128,575586,-1,-1
93,특수 탄환,원거리 무기를 개조해 특수 탄환을 쓸 수 있도록 합니다.,0,4,249177,-1,-1
96,영웅의 길: 드레노어의 전쟁군주,금메달 또는 쐐기돌 영웅 업적을 획득한 드레노어의 전쟁군주 던전의 입구로 순간이동합니다. 이 주문의 재사용 대기시간은 신화 쐐기돌 던전을 완료하면 초기화됩니다.,0,-1,519384,-1,-1
103,야수 관리,야수를 관리하는 데 필요한 여러 기술입니다.,0,4,132179,-1,-1
106,사술 변형,사술의 외형 규칙을 변경해 대상을 다양한 생물체로 바꿉니다.,0,64,538518,-1,-1
217,키리안 악기,키리안 악기를 연주합니다.,0,0,454048,-1,-1
219,적응,마법의 유형에 적응해 숨결 공격을 변화시킵니다.,0,4096,254886,-1,-1
220,영웅의 길: 어둠땅,쐐기돌 영웅 업적을 획득한 어둠땅 던전 입구로 순간이동합니다. 신화 쐐기돌 던전을 완료하면 주문의 재사용 대기시간이 초기화됩니다.,0,-1,519384,-1,-1
222,영웅의 길: 어둠땅 공격대,어둠땅 공격대의 입구로 순간이동합니다. 신화: 운명의 어둠땅 공격대원 업적을 달성한 후 사용할 수 있습니다.,0,-1,519384,-1,-1
223,영웅의 길: 격전의 아제로스,쐐기돌 영웅 업적을 획득한 격전의 아제로스 던전 입구로 순간이동합니다. 신화 쐐기돌 던전을 완료하면 주문의 재사용 대기시간이 초기화됩니다.,0,-1,519384,-1,-1
224,영웅의 길: 군단,쐐기돌 영웅 업적을 획득한 군단 던전 입구로 순간이동합니다. 신화 쐐기돌 던전을 완료하면 주문의 재사용 대기시간이 초기화됩니다.,0,-1,519384,-1,-1
225,사냥꾼 추적,주변에 있는 생명체 유형의 위치를 미니맵에 표시합니다.,0,4,132328,-1,-1
226,전문 기술 재료 채집 추적,주변에 있는 채집 재료의 위치를 미니맵에 표시합니다.,0,-1,134441,-1,-1
227,영웅의 길: 용군단,쐐기돌 영웅 업적을 획득한 용군단 던전 입구로 순간이동합니다. 신화 쐐기돌 던전을 완료하면 주문의 재사용 대기시간이 초기화됩니다.,0,-1,519384,-1,-1
229,하늘비행,하늘비행 탈것에 올라타 하늘 높이 날아오릅니다. 능력을 사용해 창공을 마음껏 누빌 수 있습니다.,0,-1,4640486,-1,-1
230,영웅의 길: 대격변,쐐기돌 영웅 업적을 획득한 대격변 던전 입구로 순간이동합니다. 신화 쐐기돌 던전을 완료하면 주문의 재사용 대기시간이 초기화됩니다.,0,-1,519384,-1,-1
231,영웅의 길: 용군단 공격대,용군단 공격대의 입구로 순간이동합니다. 신화: 각성의 용군단 공격대원 업적을 달성한 후 사용할 수 있습니다.,0,-1,519384,-1,-1
232,영웅의 길: 내부 전쟁,쐐기돌 영웅 업적을 획득한 내부 전쟁 던전 입구로 순간이동합니다. 신화 쐐기돌 던전을 완료하면 주문의 재사용 대기시간이 초기화됩니다.,0,-1,519384,-1,-1
235,전투부대,이 능력으로 전투부대의 잠재적인 협동력을 극대화할 수 있습니다.,0,16383,6124644,-1,-1
236,숫자 암호,주위의 장치에 숫자 암호를 입력해야 합니다.,0,-1,3610509,-1,-1
237,페레니우스의 하늘의 무기고,"페레니우스에게 받은 능력으로, 특정 군단 적에게 사용할 수 있습니다. 하늘 공습에서만 사용할 수 있습니다.",0,-1,1029590,-1,-1
238,칼 연마,칼을 연마하는 다양한 기법,0,-1,4046656,-1,-1
239,약초 과부하,특별한 약초에 과부하를 거는 다양한 기법,0,-1,4554443,-1,-1
240,광석 과부하,특별한 광맥에 과부하를 거는 다양한 기법,0,-1,4554442,-1,-1
241,원예의 재능,원예의 재능을 활용하는 다양한 기법,0,-1,348566,-1,-1
242,영웅의 길: 내부 전쟁 공격대,내부 전쟁 공격대 입구로 순간이동합니다. 특정 진영 최고 영예 등급을 달성하거나 영웅적인 업적을 세운 후에 이용할 수 있습니다.,0,-1,519384,-1,-1
243,하늘비행 비행 방식 전환,탈것의 비행 방식을 변경합니다.,0,-1,5145511,-1,-1
244,영웅의 길: 한밤 1 시즌,쐐기돌 영웅 업적을 획득한 시즌 던전 입구로 순간이동합니다. 신화 쐐기돌 던전을 완료하면 주문의 재사용 대기시간이 초기화됩니다.,0,-1,511651,-1,-1
245,고기 베어내기,무두질 중 고기를 손질하는 다양한 기법,0,-1,1059120,-1,-1
246,영웅의 길: 한밤,쐐기돌 영웅 업적을 획득한 한밤 던전 입구로 순간이동합니다. 신화 쐐기돌 던전을 완료하면 주문의 재사용 대기시간이 초기화됩니다.,0,-1,519384,-1,-1
247,덫,"술래를 느리게 만들거나, 유인하여 은신자 추적을 방해해야 합니다.",0,0,461122,0,0
