ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
4,오크사냥꾼,오크와 싸울 때 승리할 확률을 증가시킵니다.,1,1,897144,0,1
5,눈보라,마법사가 다수의 적에게 피해를 주는 데 사용합니다.,0,1,135857,0,0
6,방패의 벽,전사가 받는 피해를 크게 감소시키는 데 사용합니다.,0,1,132362,0,0
7,산악경비대,산에서 싸울 때 승리할 확률을 증가시킵니다.,6,1,236848,0,1
8,냉혈한,눈 속에서 싸울 때 승리할 확률을 증가시킵니다.,6,1,236833,0,1
9,황무지인,사막에서 싸울 때 승리할 확률을 증가시킵니다.,6,1,236846,0,1
10,신의의 도약,사제가 대상을 위험 지역에서 탈출시키는 데 사용합니다. (그냥 장난을 치고 싶을 때도 사용합니다.),0,1,463835,0,0
11,치유의 기원,사제가 다수의 아군을 치유하는 데 사용합니다.,0,1,135943,0,0
29,학습 능력 강화,이 추종자가 임무를 통해 받는 경험치가 50%% 증가합니다.,7,1,236225,0,33
30,선천적 지도자,모든 추종자가 임무를 통해 얻는 경험치를 증가시킵니다.,0,1,236362,0,3
36,악마사냥꾼,악마와 싸울 때 승리할 확률을 증가시킵니다.,1,1,254651,0,1
37,야수사냥꾼,야수와 싸울 때 승리할 확률을 증가시킵니다.,1,1,298659,0,1
38,오우거사냥꾼,오우거와 싸울 때 승리할 확률을 증가시킵니다.,1,1,236695,0,1
39,원시사냥꾼,원시 생물과 그 하수인과 싸울 때 승리할 확률을 증가시킵니다.,1,1,254105,0,1
40,그론사냥꾼,파괴자와 그 하수인과 싸울 때 승리할 확률을 증가시킵니다.,1,1,236412,0,1
41,격노사냥꾼,드레노어의 정령인 격노와 싸울 때 승리할 확률을 증가시킵니다.,1,1,254652,0,1
42,공허사냥꾼,돌연변이와 언데드와 싸울 때 승리할 확률을 증가시킵니다.,1,1,298680,0,1
43,발톱사냥꾼,아라코아와 그 하수인과 싸울 때 승리할 확률을 증가시킵니다.,1,1,952507,0,1
44,자연의 탐구자,숲에서 싸울 때 승리할 확률을 증가시킵니다.,6,1,236830,0,1
45,동굴 괴수,지하에서 싸울 때 승리할 확률을 증가시킵니다.,6,1,409595,0,1
46,게릴라 투사,밀림에서 싸울 때 승리할 확률을 증가시킵니다.,6,1,236850,0,1
47,일급 암살자,임무에서 성공할 확률이 엄청나게 증가합니다.,11,1,458726,0,19
48,늪지걸이,늪에서 싸울 때 승리할 확률을 증가시킵니다.,6,1,236819,0,1
49,평원의 여행자,평원에서 싸울 때 승리할 확률을 증가시킵니다.,6,1,236712,0,1
52,채광,광산에 배치되면 제품 생산량을 증가시킵니다.,5,1,4620679,0,33
53,약초채집,"약초밭에 배치되면 약초채집과 관련된 혜택을 주고, 제품 생산량을 증가시킵니다.",5,1,4620675,0,33
54,연금술,"연금술 연구소에 배치되면 연금술과 관련된 다양한 혜택을 주고, 연금술 임무의 성공 확률을 증가시킵니다.",5,1,4620669,0,33
55,대장기술,"제련소에 배치되면 내구도의 감소량을 완화시키고, 제품 생산량을 증가시키며, 대장기술 임무의 성공 확률을 증가시킵니다.",5,1,4620670,0,33
56,마법부여,"마법부여사의 연구실에 배치되면 마법부여와 관련된 다양한 혜택을 주며, 마법부여 임무의 성공 확률을 증가시킵니다.",5,1,4620672,0,33
57,기계공학,"기계공학 작업장에 배치되면 각종 기계공학 장치를 판매하고, 제품 생산량을 증가시키며, 기계공학 임무의 성공 확률을 증가시킵니다.",5,1,136243,0,33
58,주문각인,"주문각인사의 처소에 배치되면 특별한 문서를 만들고, 제품 생산량을 증가시키며, 주문각인 임무의 성공 확률을 증가시킵니다.",5,1,4620676,0,33
59,보석세공,"보석 양품점에 배치되면 보석세공과 관련된 다양한 혜택을 주고, 보석세공 임무의 성공 확률을 증가시킵니다.",5,1,4620677,0,33
60,가죽세공,"가죽상점에 배치되면 천막을 제작할 수 있고, 제품 생산량을 증가시키며, 가죽세공 임무의 성공 확률을 증가시킵니다.",5,1,4620678,0,33
61,재봉술,"재봉술 잡화점에 배치되면 재봉술과 관련된 다양한 혜택을 주고, 재봉술 임무의 성공 확률을 증가시킵니다.",5,1,4620681,0,33
62,무두질,외양간에 배치되면 추종자의 레벨에 따라 제품 생산량을 증가시킵니다.,5,1,4620680,0,33
63,노움 애호가,노움과 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236446,73,9
64,인본주의자,인간과 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236447,71,9
65,낮은 시선,드워프와 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236443,70,9
66,달의 자식,나이트 엘프와 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236450,74,9
67,아르거스의 동맹,드레나이와 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236442,72,9
68,반려견,늑대인간과 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,528692,75,9
69,맥주광,판다렌과 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,626190,0,1
70,드레노어의 자식,오크와 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236451,65,5
71,매혹적인 죽음,언데드와 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236457,64,5
72,토템의 화신,타우렌과 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236454,67,5
73,부두교 광신도,트롤과 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236456,63,5
74,엘프족,블러드 엘프와 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,236440,66,5
75,경제학자,고블린과 함께 떠나는 임무에서 성공할 확률을 증가시킵니다.,4,1,632354,68,5
76,강인한 체력,지속시간이 7시간 이상인 임무에서 성공할 확률을 증가시킵니다.,8,1,135987,0,1
77,폭발적인 힘,지속시간이 7시간 미만인 임무에서 성공할 확률을 증가시킵니다.,8,1,136088,0,1
78,고독한 늑대,혼자 떠나는 임무의 성공 확률이 증가합니다.,9,1,538568,0,3
79,시체청소부,임무를 통해 얻는 주둔지 자원이 100% 증가합니다.,7,1,413571,0,1
80,추가 훈련,임무를 통해 모든 추종자가 받는 경험치를 30%% 증가시킵니다.,7,1,975743,0,1
100,도발,적이 전사를 공격하게 합니다.,0,1,136080,0,0
101,일제 사격,사냥꾼이 다수의 적에게 피해를 입히는 데 사용합니다.,0,1,132330,0,0
102,영웅의 도약,전사가 빠르게 위험 지역에서 탈출하는 데 사용합니다.,0,1,236171,0,0
103,속사,사냥꾼의 순간적인 공격력을 크게 증가시킵니다.,0,1,132208,0,0
104,혼절시키기,도적이 위험한 적(또는 못살게 구는 사람)을 무력화시키는 데 사용합니다.,0,1,132310,0,0
105,발차기,도적이 주문을 차단하는 데 사용합니다 (정말 짜증나지요).,0,1,132219,0,0
106,연쇄 치유,주술사가 다수의 아군을 치유하는 데 사용합니다.,0,1,136042,0,0
107,영혼 정화,주술사가 해로운 마법 효과를 제거하는 데 사용합니다.,0,1,236288,0,0
108,포효,적이 드루이드를 공격하게 합니다.,0,1,132270,0,0
114,어둠의 명령,적이 죽음의 기사를 공격하게 합니다.,0,1,136088,0,0
115,뼈의 보호막,뼈의 보호막으로 죽음의 기사를 보호합니다.,0,1,458717,0,0
116,죽음과 부패,죽음의 기사가 다수의 적에게 피해를 입히는 데 사용합니다.,0,1,136144,0,0
117,정신 얼리기,상대의 정신을 얼려 마법을 차단합니다.,0,1,237527,0,0
118,룬 무기 강화,죽음의 기사의 순간적인 공격력을 크게 증가시킵니다.,0,1,135372,0,0
119,대마법 보호막,해로운 마법 효과로부터 죽음의 기사를 보호합니다.,0,1,136120,0,0
120,회전베기,전사가 다수의 적을 공격하는 데 사용합니다. 적 투기장 팀을 어지럽게 하는 데도 사용됩니다.,0,1,132338,0,0
121,들이치기,전사가 주문을 차단하는 데 사용합니다.,0,1,132938,0,0
122,무모한 희생,전사가 순간적인 공격력을 크게 증가시키는 데 사용합니다.,0,1,603532,0,0
123,심판의 손길,적이 성기사를 공격하게 합니다.,0,1,135984,0,0
124,천상의 보호막,성기사가 피해를 방지하는 데 사용합니다. 강한 적에게서 겁쟁이처럼 도망칠 때도 사용합니다. (부끄러운 일이지만요.),0,1,524354,0,0
125,정화,성기사가 해로운 마법 효과를 제거하는 데 사용합니다.,0,1,135949,0,0
126,비난,성기사가 주문을 차단하는 데 사용합니다.,0,1,523893,0,0
127,참회,성기사가 위험한 적을 무력화시키는 데 사용합니다.,0,1,135942,0,0
128,신성한 광휘,성기사가 다수의 아군을 치유하는 데 사용합니다.,0,1,457654,0,0
129,신성한 기도,성기사가 마나를 빨리 회복하는 데 사용합니다.,0,1,237537,0,2
130,천상의 폭풍,성기사가 다수의 적에게 피해를 주는 데 사용합니다.,0,1,236250,0,0
131,응징의 격노,성기사가 순간적인 공격력을 크게 증가시키는 데 사용합니다.,0,1,135875,0,0
132,나무 껍질,드루이드의 피부가 딱딱하게 변화하여 받는 피해를 크게 감소시킵니다.,0,1,136097,0,0
133,정신 자극,드루이드가 대상의 마나를 빠른 속도로 회복시키는 데 사용합니다.,0,1,136048,0,2
134,휘감는 뿌리,드루이드가 위험한 적을 무력화시키는 데 사용합니다.,0,1,136100,0,0
135,급속 성장,드루이드가 다수의 아군을 치유하는 데 사용합니다.,0,1,236153,0,0
136,자연의 치유력,드루이드가 해로운 마법 효과를 제거하는 데 사용합니다.,0,1,236288,0,0
137,싹쓸바람,드루이드가 다수의 적에게 피해를 입히는 데 사용합니다.,0,1,136018,0,0
138,광폭화,드루이드의 순간적인 공격력을 크게 증가시킵니다.,0,1,236149,0,0
139,천체의 정렬,드루이드의 순간적인 공격력을 크게 증가시킵니다.,0,1,136060,0,0
140,조롱,적이 수도사를 공격하게 합니다.,0,1,620830,0,0
141,방어 자세,수도사가 받는 피해를 크게 감소시키는 데 사용합니다.,0,1,611417,0,0
142,기의 물결,수도사가 다수의 아군을 치유하는 데 사용합니다.,0,1,606541,0,0
143,구르기,수도사가 위험 지역에서 빠르게 벗어나는 데 사용합니다.,0,1,574574,0,0
144,마비,수도사가 위험한 적을 무력화시키는 데 사용합니다.,0,1,629534,0,0
145,해독,수도사가 해로운 마법 효과를 제거하는 데 사용합니다.,0,1,460692,0,0
146,마나 차,성기사가 대상의 마나를 빠른 속도로 회복시키는 데 사용합니다.,0,1,608949,0,2
147,손날 찌르기,수도사가 주문을 차단하는 데 사용합니다.,0,1,608940,0,0
148,마법 무효화,사제가 해로운 마법 효과를 제거하는 데 사용합니다.,0,1,135894,0,0
149,어둠의 마귀,사제가 순간적인 공격력과 마나 회복 속도를 크게 증가시키는 데 사용합니다.,0,1,136199,0,2
150,정신 불태우기,사제가 다수의 적에게 피해를 입히는 데 사용합니다.,0,1,237565,0,0
151,정신 지배,사제가 위험한 적을 무력화시키는 데 사용합니다. 아라시 분지와 폭풍의 눈에서 인기가 많습니다.,0,1,136206,0,0
152,마력 주입,사제가 순간적인 공격력을 크게 증가시키는 데 사용합니다.,0,1,135939,0,0
153,물의 보호막,주술사가 마나 회복 속도를 크게 증가시키는 데 사용합니다.,0,1,132315,0,2
154,연쇄 번개,주술사가 다수의 적에게 피해를 입히는 데 사용합니다.,0,1,136015,0,0
155,날카로운 바람,주술사가 주문을 차단하는 데 사용합니다.,0,1,463565,0,0
156,늑대 정령,주술사가 위험 지역에서 빠르게 벗어나는 데 사용합니다.,0,1,136095,0,0
157,사술,주술사가 위험한 적을 무력화시키는 데 사용합니다. 또한 대상을 멍청하게 만듭니다.,0,1,237579,0,0
158,승천,주술사가 순간적인 공격력을 크게 증가시키는 데 사용합니다. 불공평하다는 생각이 들 때도 있습니다.,0,1,135791,0,0
159,회피,도적이 큰 피해를 회피하는 데 사용합니다.,0,1,136205,0,0
160,전력 질주,도적이 빠르게 위험 지역에서 탈출하는 데 사용합니다. 우체통과 경매장 사이를 빠르게 왕복할 때도 유용합니다.,0,1,132307,0,0
161,칼날 부채,도적이 다수의 적에게 피해를 입히는 데 사용합니다.,0,1,236273,0,0
162,죽음의 표적,도적이 순간적인 공격력을 크게 증가시키는 데 사용합니다.,0,1,236364,0,0
163,죽은 척하기,"사냥꾼이, 적이 다른 대상을 공격하게 하는 데 사용합니다.",0,1,132293,0,0
164,공격 저지,사냥꾼이 피해를 방지하는 데 사용합니다.,0,1,132369,0,0
165,철수,사냥꾼이 위험 지역에서 빠르게 벗어나는 데 사용합니다.,0,1,132294,0,0
166,반격의 사격,사냥꾼이 주문을 차단하는 데 사용합니다.,0,1,249170,0,0
167,빙결 덫,사냥꾼이 위험한 적을 무력화시키는 데 사용합니다. 발 밑을 조심하세요!,0,1,135834,0,0
168,얼음 방패,마법사가 큰 피해를 방어하는 데 사용합니다. 아주 잠깐 동안이지만요.,0,1,135841,0,0
169,음식 창조,제대로 힘을 발휘하려면 영양분이 필요합니다!,0,1,609812,0,2
170,점멸,마법사가 순간이동으로 위험한 지역을 빠져나가는 데 사용합니다. 반칙이라고요.,0,1,135736,0,0
171,마법 차단,마법사가 주문을 차단하는 데 사용합니다.,0,1,135856,0,0
172,변이,마법사가 위험한 적을 무력화시키는 데 사용합니다.,0,1,136071,0,0
173,시간 왜곡,마법사가 순간적인 공격력을 크게 증가시키는 데 사용합니다.,0,1,458224,0,0
