ID,Text_lang,SortIndex,Min_level,Max_level,ContentTuningID
201,|cffffd100오늘의 팁:|r 주문을 시전할 때 움직이거나 제자리 뛰기를 하거나 <ESC> 키를 눌러 시전을 취소할 수 있습니다.,2,0,0,6416
222,|cffffd100오늘의 팁:|r 아이템을 <Ctrl> 키를 누른 채로 클릭하면 착용한 모습을 미리 볼 수 있습니다.,4,0,0,6416
223,|cffffd100오늘의 팁:|r 이름이 회색으로 표시되는 아이템은 품질이 낮은 아이템이므로 상인에게 판매해 버리십시오.,5,0,0,6419
224,|cffffd100오늘의 팁:|r 이름이 흰색으로 표시되는 아이템은 쓸모가 있는 아이템이며 상인이나 경매장을 통해 팔 수 있습니다.,6,0,0,6419
225,|cffffd100오늘의 팁:|r 게임 내에 있는 우체통을 이용하여 같은 서버 내의 다른 플레이어나 자신의 다른 캐릭터에게 소포를 보낼 수 있습니다.,7,0,0,6416
226,|cffffd100오늘의 팁:|r 대화창이 열려 있는 상태에서 <Shift> 키를 누른 채로 아이템을 클릭하면 대화창에 아이템 링크가 표시되어 다른 플레이어가 정보를 살펴볼 수 있습니다.,8,0,0,6417
227,|cffffd100오늘의 팁:|r 행동 단축바의 모든 아이콘 단축키는 <ESC> 키를 눌러 나오는 설정의 단축키 설정 항목에서 변경할 수 있습니다.,11,0,0,6415
229,"|cffffd100오늘의 팁:|r 미니맵에 대상이 회색으로 표시되면, 자신과는 다른 동굴이나 건물 내부에 있다는 의미입니다.",12,0,0,6415
230,|cffffd100오늘의 팁:|r 감정 표현을 이용해서 다양한 재미있는 행동을 할 수 있습니다. 춤을 추려면 대화창에 /춤을 입력해 보세요!,17,0,0,6416
231,|cffffd100오늘의 팁:|r <ESC> 키를 눌러 나오는 인터페이스 메뉴에서 게임 관련 설정을 변경할 수 있습니다.,20,0,0,6416
234,|cffffd100오늘의 팁:|r 미니맵 가장자리에 표시되는 편지봉투 아이콘은 새로운 우편이 도착했다는 의미입니다! 가까운 우체통에서 확인해 보세요.,21,0,0,6416
235,"|cffffd100오늘의 팁:|r 화면에 표시된 행동 단축바가 부족하다면 <ESC>를 누른 뒤, 인터페이스 설정 메뉴에서 추가 행동 단축바를 사용하도록 변경할 수 있습니다.",22,0,0,6424
236,|cffffd100오늘의 팁:|r 전리품을 획득할 때 SHIFT 키를 누른 채로 대상을 오른쪽 클릭하면 대상의 모든 아이템을 자동으로 집을 수 있습니다.,23,0,0,6417
237,|cffffd100오늘의 팁:|r 마음에 맞는 친구를 만났다면 친구 목록에 추가하세요!,27,0,0,6416
240,"|cffffd100오늘의 팁:|r 특정 플레이어의 대화를 듣고 싶지 않다면 대상의 이름을 오른쪽 클릭해 차단할 수 있고, 또 언제든지 차단을 해제할 수도 있습니다.",159,0,0,6414
241,"|cffffd100오늘의 팁:|r 단축키를 사용하여 파티원을 선택할 수 있습니다. F1 키는 자신, F2 키는 두 번째 파티원을 대상으로 선택하며, 그 외의 설정도 가능합니다.",31,0,0,6418
242,|cffffd100오늘의 팁:|r 파티 플레이 시에는 예의를 꼭 지키세요.,30,0,0,6423
243,|cffffd100오늘의 팁:|r 평판 창에서 각 진영 이름을 클릭하여 추가 정보를 확인하거나 해당 진영에 대한 설정을 할 수 있습니다.,32,0,0,6417
244,|cffffd100오늘의 팁:|r 초상화 아래에 별이 표시된 몬스터는 좀 더 좋은 전리품을 주는 희귀한 몬스터입니다.,33,0,0,6415
245,|cffffd100오늘의 팁:|r 지도에서 마우스 휠을 사용하면 세부 지역을 확대할 수 있습니다.,36,0,0,6423
251,|cffffd100오늘의 팁:|r 퀘스트와 던전 공략을 통해 레벨을 올리는 것이 효과적입니다.,45,0,0,6420
254,|cffffd100오늘의 팁:|r ALT + Z 키를 누르면 사용자 인터페이스가 모두 사라져서 <Print Screen>을 눌러 멋진 스크린샷을 찍을 수 있습니다.,44,0,0,6417
256,"|cffffd100오늘의 팁:|r 지도를 오른쪽 클릭하면 대륙 또는 세계 지도로 빠져나가고, 왼쪽 클릭하면 세부 지역 지도로 들어갑니다.",40,0,0,6419
258,|cffffd100오늘의 팁:|r 대화창의 플레이어 이름을 <Shift> 키를 누른 채로 마우스로 클릭하면 해당 플레이어의 정보를 볼 수 있습니다.,3,0,0,6424
261,|cffffd100오늘의 팁:|r NPC 위의 파란색 물음표는 반복할 수 있는 퀘스트를 준다는 것을 의미합니다.,48,0,0,6418
263,|cffffd100오늘의 팁:|r <Tab> 키를 여러 번 눌러서 자신의 앞쪽에 있는 몬스터들을 번갈아 선택할 수 있습니다.,13,0,0,6415
281,|cffffd100오늘의 팁:|r 상인에게 물건을 팔 때 겹쳐진 아이템에 <Shift> + 마우스 왼쪽 클릭으로 팔 수량을 결정할 수 있습니다.,50,0,0,6415
282,|cffffd100오늘의 팁:|r 전문 기술을 배운 뒤에는 전문 기술 인터페이스(기본 단축키: K)에서 해당 기술을 선택하여 사용할 수 있습니다.,10,0,0,6416
321,|cffffd100오늘의 팁:|r 대도시의 경비병을 클릭하면 원하는 곳으로 찾아가는 길을 안내받을 수 있습니다.,14,0,0,6417
341,|cffffd100오늘의 팁:|r 모든 것은 적당히 즐기시는 것이 좋습니다. (그게 월드 오브 워크래프트라도 말이죠!),143,0,0,6423
381,|cffffd100오늘의 팁:|r 겹쳐지는 아이템을 <Shift> + 마우스 왼쪽 클릭을 하여 수량을 나눌 수 있습니다.,54,0,0,6415
382,|cffffd100오늘의 팁:|r 마우스의 왼쪽 버튼과 오른쪽 버튼을 동시에 눌러 캐릭터를 앞으로 이동시킬 수도 있습니다.,55,0,0,6423
384,|cffffd100오늘의 팁:|r 자신에게 도움이 되는 마법 효과는 화면 상단의 아이콘을 마우스 오른쪽 버튼으로 클릭하여 해제할 수 있습니다.,9,0,0,6417
388,|cffffd100오늘의 팁:|r 대화 창에 다른 플레이어가 링크하는 아이템을 클릭하면 해당 아이템에 대한 자세한 정보를 살펴볼 수 있습니다.,57,0,0,6423
389,"|cffffd100오늘의 팁:|r 전문 기술은 최대 2개까지 배울 수 있지만, 요리, 낚시, 고고학 같은 보조 기술은 개수에 제한 없이 배울 수 있습니다.",19,0,0,6414
390,|cffffd100오늘의 팁:|r 파티에 초대하거나 거래를 요청하기 전에 먼저 상대방의 의사를 물어보는 것이 좋습니다.,58,0,0,6423
392,|cffffd100오늘의 팁:|r 적 진영의 플레이어에게 처치당할 경우엔 아이템의 내구도가 감소되지 않습니다.,60,0,0,6418
393,|cffffd100오늘의 팁:|r 퀘스트 목록에서 퀘스트 제목에 <Shift> 키를 누른 채로 클릭하면 화면에 퀘스트 알림 내용이 표시되어 쉽게 상황을 살펴볼 수 있습니다.,61,0,0,6424
394,|cffffd100오늘의 팁:|r 퀘스트를 완료할 수 있는 NPC가 근처에 있다면 미니맵에 노란색 물음표로 표시됩니다.,63,0,0,6424
396,|cffffd100오늘의 팁:|r 퀘스트를 완료할 수 있는 NPC가 근처에 있다면 미니맵에 물음표로 표시됩니다.,1,0,0,6419
398,|cffffd100오늘의 팁:|r 퀘스트 추적 창의 숫자 아이콘을 클릭하면 추적할 퀘스트를 선택할 수 있습니다.,41,0,0,6414
399,|cffffd100오늘의 팁:|r 최고 레벨에 도달한 후 퀘스트를 완료하면 경험치 대신 추가 골드로 보상을 받습니다.,64,0,0,6421
403,|cffffd100오늘의 팁:|r 기본 설정에서는 B 키를 누르면 모든 가방을 한번에 엽니다.,65,0,0,6416
404,|cffffd100오늘의 팁:|r 플레이어에게 친절하게 대한다면 오래도록 함께할 동료를 얻게될 것입니다.,156,0,0,6423
405,|cffffd100오늘의 팁:|r 여행 중에 길을 따라가면 몬스터의 습격을 받을 위험이 거의 없습니다.,42,0,0,6423
406,|cffffd100오늘의 팁:|r 던전 찾기를 이용하여 빠르게 5인 던전 탐험에 참가하세요!,28,0,0,6416
