ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1074,치명적인 단검,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n치명적인 단검 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""술통다리 해적단의 선원이 되었습니다. 자, 이 단검을 받고 약탈을 시작하십시오!""",23,1,2175564,0,0,0
1075,뱃사람의 장갑,"|cFF00ccff용군단 형상|r|n|n뱃사람의 장갑 형상을 해제합니다.|n|n""노획물을 낚아채는 데 도움이 되는 가죽 장갑입니다.""",23,2,1063260,0,0,439457
1076,안정적인 장화,"|cFF00ccff용군단 형상|r|n|n안정적인 장화 형상을 해제합니다.|n|n""선상이나 육지에서 균형을 잃지 않게 해주는 데 보탬이 됩니다.""",23,3,590806,0,0,439448
1077,누비 짧은바지,"|cFF00ccff용군단 형상|r|n|n누비 짧은바지 형상을 해제합니다.|n|n""착지 시의 충격을 완화해 주는 바지입니다.""",23,4,5489011,0,0,439451
1078,석회질 클레이모어,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n석회질 클레이모어 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""검은 단검하고 비슷합니다. 크기만 더 클 뿐이죠.""",23,5,2182692,0,0,439390
1231,방적 면 셔츠,|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n방적 면 셔츠 형상을 해제합니다.|n|n추가로 약탈폭풍에서 추레한 뱃사람 의상을 해제합니다. 다카쉬 그림레저를 통해 의상을 변경할 수 있습니다.,23,6,4279080,0,0,439453
1232,잠복꾼의 망토,"|cFF00ccff용군단 형상|r|n|n잠복꾼의 망토 형상을 해제합니다.|n|n""어둠 속에 머무르는 걸 선호하는 해적들도 있는 법이죠.""",23,7,2124014,0,0,439455
1233,구리 대포,"|cFF00ccff용군단 형상|r|n|cFF1eff00약탈폭풍 형상|r|n|n구리 대포 형상을 해제합니다. 약탈폭풍에서 다카쉬 그림레저를 통해 형상을 변경할 수 있습니다.|n|n""허리춤에 찬 대포와 함께라면 약탈이 훨씬 쉬워집니다.""",23,8,304333,0,0,439393
1234,따뜻한 양모 모자,"|cFF00ccff용군단 형상|r|n|n따뜻한 양모 모자 형상을 해제합니다.|n|n""아무리 바닷바람에 익숙한 해적이라도 감기에 걸릴 때가 있습니다.""",23,9,1676426,0,0,439445
1235,은빛 바다군마,"|cFF00ccff용군단 탈것|r|n|n은빛 바다군마 수중 탈것을 해제합니다.|n|n""새우 냄새가 진동합니다.""",23,10,2741477,0,0,437516
