ID,Name_lang,MapID,QuestPOIBlobID,AreaPOIIconEnum
9,아이언밴드의 발굴현장,0,54097,177
10,아이언비어드의 고분,0,54124,177
12,웰가르의 발굴현장,0,54126,177
13,신록수호자의 화석 강둑,0,54127,177
15,소라딘의 성벽,0,54129,177
18,마른나무껍질 발굴현장,0,54132,177
19,탄돌 교각,0,54133,177
20,던 가록 발굴현장,0,54134,177
21,남녘해안 화석 벌판,0,54135,177
22,맹금의 봉우리 발굴현장,0,54136,177
23,샤드라알로 발굴현장,0,54137,177
24,줄의 제단 발굴현장,0,54138,177
25,진타알로 하층부 발굴현장,0,54139,177
26,진타알로 상층부 발굴현장,0,54140,177
27,아골와타 발굴현장,0,54141,177
140,트롤 견본,0,54828,177
142,TEMPLATE DWARF,0,54830,177
144,해머토의 발굴현장,0,54832,177
146,감시자의 무덤 발굴현장,0,54834,177
150,울다만 입구 발굴현장,0,54838,177
152,가라앉은 사원 발굴현장,0,54862,177
154,안개갈대 화석 강둑,0,54864,177
161,나이트 엘프 견본,0,55348,177
163,황혼의 숲 발굴현장,0,55350,177
165,벌골 화석 강둑,0,55352,177
167,나즈벨 발굴현장,1,55354,177
169,조람 해안 발굴현장,1,55356,177
171,오르딜아란의 폐허,1,55398,177
173,별가루의 폐허,1,55400,177
175,숲의 노래 발굴현장,1,55402,177
177,돌발톱 봉우리,1,55404,177
179,엘드레타르 폐허,1,55406,177
181,발굴된 땅,1,55408,177
183,바엘 모단 발굴현장,1,55410,177
185,엘다라스 폐허,1,55412,177
187,아크코란의 폐허,1,55414,177
189,호수마루 오솔길 화석 강둑,0,55416,177
191,뱀갈퀴 해안 발굴현장,1,55418,177
193,에텔 레소르 발굴현장,1,55420,177
195,뼈의 골짜기,1,55422,177
197,만노로크 소굴 발굴현장,1,55424,177
199,코도 무덤,1,55426,177
201,살게론 발굴현장,1,55428,177
203,붉은 굽이 화석 강둑,0,55434,177
205,우레망치 화석 벌판,0,55436,177
207,검댕가루 발굴현장,0,55438,177
209,휘석 평원 발굴현장,0,55440,177
211,타우릿산의 폐허 서부,0,55442,177
213,타우릿산의 폐허 동부,0,55444,177
215,공포의 날개 화석 벌판,0,55446,177
217,줄마샤르 발굴현장,0,55448,177
219,쿠엘리시엔 오두막 발굴현장,0,55450,177
221,오염의 흉터 화석 벌판,0,55452,177
223,동부 줄쿤다 발굴현장,0,55454,177
225,서부 줄쿤다 발굴현장,0,55456,177
227,발랄 폐허 발굴현장,0,55458,177
229,발리아마 발굴현장,0,55460,177
231,지아타자이 발굴현장,0,55462,177
233,동부 줄맘웨 발굴현장,0,55464,177
235,서부 줄맘웨 발굴현장,0,55466,177
237,폭풍 해안 랩터 벌판,0,55468,177
239,아보라즈의 폐허,0,55470,177
241,주부왈의 폐허,0,55472,177
243,구루바시 투기장 발굴현장,0,55474,177
245,네크마니 수원지 발굴현장,0,55476,177
247,펠스톤 화석 벌판,0,55478,177
249,북마루 화석 벌판,0,55480,177
251,안돌할 화석 강둑,0,55482,177
259,용의 둥지 화석 벌판,1,55755,177
261,먼지 수렁 화석 벌판,1,55757,177
279,혈투의 전장 발굴현장,1,56327,177
281,파괴된 광장 발굴현장,1,56329,177
283,까마귀바람 발굴현장,1,56331,177
285,오네이로스 발굴현장,1,56333,177
287,솔라살 발굴현장,1,56335,177
289,암흑안개 발굴현장,1,56337,177
291,이실디엔 남부 발굴현장,1,56339,177
293,이실디엔 북부 발굴현장,1,56341,177
295,콘스텔라스 발굴현장,1,56343,177
297,모를로스아란 발굴현장,1,56345,177
299,제데나르 발굴현장,1,56347,177
301,강철나무 발굴현장,1,56349,177
303,켈테릴 호수 발굴현장,1,56351,177
305,올빼미날개 숲 발굴현장,1,56354,177
307,서리속삭임 골짜기 발굴현장,1,56356,177
309,피의 들판 화석 강둑,1,56358,177
313,악몽의 흉터 발굴현장,1,56362,177
315,줄파락 발굴현장,1,56364,177
317,무너진 기둥 발굴현장,1,56367,177
319,동쪽 달 폐허 발굴현장,1,56369,177
321,남쪽 달 폐허 발굴현장,1,56371,177
323,모래망치 화석 마루,1,56373,177
325,끝없는 사막 화석 마루,1,56375,177
327,락카리 잿구덩이 하층,1,56380,177
329,락카리 잿구덩이 상층,1,56382,177
331,공포의 터 화석 벌판,1,56384,177
333,비명굽이 산마루 화석 벌판,1,56386,177
335,늪지대 화석 강둑,1,56388,177
337,마파람 마을 발굴현장,1,56390,177
339,고르가즈 전초기지 발굴현장,530,56392,177
341,제스고르 발굴현장,530,56394,177
343,지옥불 분지 발굴현장,530,56396,177
345,지옥불 성채 발굴현장,530,56398,177
347,샤나르 발굴현장,530,56400,177
349,보하무 폐허 발굴현장,530,56402,177
351,쌍둥이 첨탑 폐허 발굴현장,530,56404,177
353,엔카트 폐허 발굴현장,530,56406,177
355,알클론 폐허 발굴현장,530,56408,177
357,파랄론 폐허 발굴현장,530,56410,177
359,선조의 터 발굴현장,530,56412,177
363,태양여울 주둔지 발굴현장,530,56416,177
365,웃는 해골 발굴현장,530,56418,177
367,불타는 칼날단 발굴현장,530,56420,177
369,할라아 발굴현장,530,56422,177
371,그란골바르 마을 발굴현장,530,56424,177
373,투렘 발굴현장,530,56426,177
375,피눈물 폐허 발굴현장,530,56428,177
377,해골이빨 폐허 발굴현장,530,56430,177
379,해골 무덤 발굴현장,530,56432,177
381,아킨둔 동부 발굴현장,530,56434,177
383,아킨둔 서부 발굴현장,530,56437,177
385,일리다리 거점 발굴현장,530,56439,177
387,갈퀴흉터 거점 발굴현장,530,56441,177
391,바아리 폐허 발굴현장,530,56446,177
393,해그늘 주둔지 발굴현장,530,56448,177
395,감시자의 수용소 발굴현장,530,56450,177
399,용아귀 요새,530,56455,177
401,스코른 발굴현장,571,56504,177
403,할그린드 발굴현장,571,56506,177
405,고룡해골 발굴현장,571,56508,177
407,방패 언덕 발굴현장,571,56510,177
409,베일하임 발굴현장,571,56512,177
411,니플바르 발굴현장,571,56514,177
413,샬레르브론 발굴현장,571,56516,177
415,나르준의 구덩이 발굴현장,571,56518,177
417,달쉼터 정원 발굴현장,571,56520,177
