ID,Name_lang,SafeLocID,PlayerConditionID,Flags,Field_8_2_0_30080_005,Field_8_2_0_30080_006,WaypointMapVolumeID
6,마법사의 성소에서 비취 숲으로 통하는 차원문 사용,7262,67395,4,1,10,0
7,"마법사의 성소, 비취 숲으로 통하는 차원문",7263,924,0,2,0,0
8,마법사의 성소 나가기,7264,924,4,0,30,0
9,마법사의 성소로 들어가기,7266,924,0,0,0,0
10,동부 대지제단에서 울둠으로 통하는 차원문 사용,7267,37426,0,1,0,0
11,동부 대지제단에서 하이잘 산으로 통하는 차원문 사용,7268,37427,0,1,0,0
12,동부 대지제단에서 황혼의 고원으로 통하는 차원문 사용,7269,37428,0,1,0,0
13,동부 대지제단에서 바쉬르로 통하는 차원문 사용,7270,57340,0,1,0,0
14,동부 대지제단에서 톨 바라드로 통하는 차원문 사용,7271,924,0,1,0,0
15,동부 대지제단에서 심원의 영지로 통하는 차원문 사용,7272,37429,0,1,0,0
16,울둠,7273,0,0,2,0,0
17,하이잘 산,7274,0,0,2,0,0
18,놀드랏실에서 스톰윈드로 통하는 차원문 사용,7275,924,0,1,0,0
19,"스톰윈드, 동부 대지제단",7276,924,0,2,0,0
20,황혼의 고원,7277,924,0,2,0,0
21,바쉬르,7278,924,0,2,0,0
22,"동부 대지제단, 톨 바라드로 통하는 차원문",7279,924,0,2,0,0
23,바라딘 주둔지에서 스톰윈드로 통하는 차원문 사용,7280,924,0,1,0,0
24,심원의 영지,7281,924,0,2,0,0
25,대지의 사원에서 스톰윈드로 통하는 차원문 사용,7282,924,0,1,0,0
26,포우돈 마을에서 스톰윈드로 통하는 차원문 사용,7283,924,0,1,0,0
27,마법사의 성소에서 수정노래 숲으로 통하는 차원문 사용,7284,76876,4,1,10,0
28,"마법사의 성소, 수정노래 숲으로 통하는 차원문",7285,924,0,2,0,0
29,은빛 자치구에서 스톰윈드로 통하는 차원문 사용,7286,924,0,1,0,0
30,마법사의 성소에서 엑소다르로 통하는 차원문 사용,7287,924,4,1,10,0
31,"마법사의 성소, 엑소다르로 통하는 차원문",7288,924,0,2,0,0
32,하늘안개 섬에서 다르나서스로 통하는 차원문 사용,7289,924,1,1,0,0
33,"어둠해안, 다르나서스로 통하는 차원문",7290,924,0,2,0,0
36,운명의 계단에서 스톰윈드로 통하는 차원문 사용,7293,924,0,1,0,0
37,마법사의 성소에서 샤트라스로 통하는 차원문 사용,7294,6289,4,1,10,0
38,"샤트라스, 빛의 정원",7295,0,0,2,0,0
39,빛의 정원에서 쿠엘다나스 섬으로 통하는 차원문 사용,7296,0,0,1,0,0
40,"빛의 정원, 쿠엘다나스 섬으로 통하는 차원문",7297,0,0,2,0,0
41,빛의 정원에서 스톰윈드로 통하는 차원문 사용,7298,924,0,1,0,0
42,마법사의 성소에서 아쉬란으로 통하는 차원문 사용,7299,67397,4,1,10,0
43,"아쉬란, 폭풍방패",7300,924,2,2,0,0
44,폭풍방패에서 다르나서스로 통하는 차원문 사용,7301,924,1,1,0,0
45,폭풍방패에서 아이언포지로 통하는 차원문 사용,7302,924,1,1,0,0
46,"폭풍방패, 아이언포지로 통하는 차원문",7303,924,0,2,0,0
47,폭풍방패에서 스톰윈드로 통하는 차원문 사용,7304,924,0,1,0,0
48,마법사의 성소에서 아즈스나로 통하는 차원문 사용,7305,67396,4,1,10,0
49,"마법사의 성소, 아즈스나로 통하는 차원문",7306,924,0,2,0,0
50,바스러진 궁전에서 스톰윈드로 통하는 차원문 사용,7307,924,0,1,0,0
51,마법사의 성소에서 보랄러스로 통하는 차원문 사용,7308,67398,4,1,10,0
52,"마법사의 성소, 보랄러스로 통하는 차원문",7309,924,0,2,0,0
53,잿빛송곳니 자치구에서 스톰윈드로 통하는 차원문 사용,7314,924,0,1,0,0
54,일곱 별의 제단에서 스톰윈드로 통하는 차원문 사용,7315,924,0,1,0,0
55,신비의 전당에서 지옥불 반도로 통하는 차원문 사용,7316,924,1,1,0,0
56,"운명의 계단, 스톰윈드로 통하는 차원문",7317,924,1,2,0,0
57,깊은굴 지하철로 들어가기,7318,924,0,1,0,0
58,아이언포지로 나가기,7319,924,0,2,0,0
59,지하철 탑승,7320,924,0,0,0,0
60,지하철 탑승,7321,924,0,0,0,0
61,현자의 성소에서 스톰윈드로 통하는 차원문 사용,7322,62085,0,1,0,0
62,현자의 성소에서 엑소다르로 통하는 차원문 사용,7323,62085,0,1,0,0
63,현자의 성소에서 아이언포지로 통하는 차원문 사용,7324,62085,0,1,0,0
64,스톰윈드에서 보랄러스로 가는 배 탑승,7325,924,0,1,0,0
65,보랄러스에서 스톰윈드로 가는 배 탑승,7326,924,0,1,0,0
66,스톰윈드에서 용맹의 성채로 가는 배 탑승,7327,924,0,0,0,0
67,용맹의 성채에서 스톰윈드로 가는 배 탑승,7343,924,0,0,0,0
68,바라딘 만에서 테라모어 섬으로 가는 배 탑승,7328,924,0,0,0,0
69,테라모어 섬에서 메네실 항구로 가는 배 탑승,7329,924,0,0,0,0
70,메네실 항구에서 비수집 만으로 가는 배 탑승,7330,924,0,0,0,0
71,비수집 만에서 메네실 항구로 가는 배 탑승,7331,924,0,0,0,0
72,무법항에서 톱니항으로 가는 배 탑승,7332,0,0,0,0,0
73,톱니항에서 무법항으로 가는 배 탑승,7333,0,0,0,0,0
74,우누페에서 모아키 항구로 가는 배 탑승,7334,0,0,0,0,0
75,모아키 항구에서 우누페로 가는 배 탑승,7335,0,0,0,0,0
76,모아키 항구에서 카마구아로 가는 배 탑승,7336,0,0,0,0,0
77,카마구아에서 모아키 항구로 가는 배 탑승,7337,0,0,0,0,0
78,마법사의 성소로 들어가기,7338,924,1,0,0,0
79,깊은굴 지하철로 들어가기,7339,924,0,1,0,0
80,스톰윈드로 나가기,7340,924,0,2,0,0
81,보랄러스 항구,7344,924,0,2,0,0
82,보랄러스행 담당 부두주임과 대화,7345,924,0,1,0,0
83,보랄러스행 담당 부두주임과 대화,7346,924,0,1,0,0
84,볼둔에서 보랄러스로 가는 배 탑승,7347,924,0,1,0,0
85,드레노어로 통하는 차원문 사용,7348,69532,0,1,0,0
86,아쉬란의 폭풍방패로 통하는 어둠의 문,7349,33093,2,2,0,0
87,어둠달 골짜기로 통하는 어둠의 문,7350,924,2,2,0,0
88,타나안 공격으로 통하는 어둠의 문,7351,87481,0,2,0,0
89,지옥불 반도로 통하는 어둠의 문,7352,0,0,2,0,0
90,저주받은 땅으로 통하는 어둠의 문 사용,7353,0,0,1,0,0
91,"저주받은 땅, 어둠의 문",7348,0,0,2,0,0
92,아웃랜드로 통하는 차원문 사용,7348,69535,0,1,0,0
93,구원호에서 달라란으로 통하는 차원문 사용,7354,0,0,1,0,0
94,구원호에서 달라란으로 통하는 차원문 사용,7355,0,0,1,0,0
95,구원호에서 달라란으로 통하는 차원문 사용,7356,0,0,1,0,0
96,"크라서스 착륙장, 달라란",7357,0,0,2,0,0
97,아이언포지 입구,7358,924,1,0,0,0
98,"Wizard's Sanctum, Portal to Shattrath [DNT TEMP]",7294,70119,1,1,0,0
99,서부 대지제단에서 하이잘 산으로 통하는 차원문 사용,7386,37427,0,1,0,0
100,놀드랏실에서 오그리마로 통하는 차원문 사용,7387,923,0,1,0,0
101,길잡이의 은신처,7388,923,0,2,0,0
102,서부 대지제단에서 심원의 영지로 통하는 차원문 사용,7389,37429,0,1,0,0
103,심원의 영지,7390,923,0,2,0,0
104,대지의 사원에서 오그리마로 통하는 차원문 사용,7391,923,0,1,0,0
105,서부 대지제단에서 황혼의 고원으로 통하는 차원문 사용,7392,37428,0,1,0,0
106,황혼의 고원,7393,923,0,2,0,0
107,용아귀 항구에서 오그리마로 통하는 차원문 사용,7394,76948,0,1,0,0
108,서부 대지제단,7395,923,0,2,0,0
109,서부 대지제단에서 울둠으로 통하는 차원문 사용,7396,37426,0,1,0,0
110,서부 대지제단에서 바쉬르로 통하는 차원문 사용,7397,57341,0,1,0,0
111,바쉬르,7398,923,0,2,0,0
112,서부 대지제단에서 톨 바라드로 통하는 차원문 사용,7399,923,0,1,0,0
113,톨 바라드,7400,923,0,2,0,0
114,헬스크림의 손아귀에서 오그리마로 통하는 차원문 사용,7401,923,0,1,0,0
115,길잡이의 은신처에서 실버문으로 통하는 차원문 사용,7402,923,0,1,0,0
116,실버문,7403,923,0,2,0,0
117,성난태양 첨탑에서 오그리마로 통하는 차원문 사용,7404,923,0,1,0,0
118,내부 성소에서 언더시티로 통하는 순간이동의 보주 사용,7405,923,0,1,0,0
119,티리스팔 숲,7406,923,0,2,0,0
120,길잡이의 은신처에서 샤트라스로 통하는 차원문 사용,7407,6289,0,1,0,0
121,빛의 정원에서 오그리마로 통하는 차원문 사용,7408,923,0,1,0,0
122,길잡이의 은신처에서 아쉬란으로 통하는 차원문 사용,7409,67336,0,1,0,0
123,"아쉬란, 전쟁의 창",7410,923,2,2,0,0
124,폭풍방패에서 타나안 밀림으로 통하는 차원문 사용,7411,33077,0,1,0,0
125,사자의 감시터에서 아쉬란으로 통하는 차원문 사용,7412,33077,0,1,0,0
126,원소의 탑에서 오그리마로 통하는 차원문 사용,7413,923,0,1,0,0
127,볼마르에서 아쉬란으로 통하는 차원문 사용,7414,33174,0,1,0,0
128,전쟁의 창에서 타나안 밀림으로 통하는 차원문 사용,7415,32338,0,1,0,0
129,길잡이의 은신처에서 아즈스나로 통하는 차원문 사용,7416,67394,0,1,0,0
130,바스러진 궁전에서 오그리마로 통하는 차원문 사용,7417,923,0,1,0,0
131,아즈스나,7417,923,0,2,0,0
132,길잡이의 은신처에서 줄다자르로 통하는 차원문 사용,7418,67389,0,1,0,0
133,"줄다자르, 고대 길의 전당",7419,923,0,2,0,0
134,고대 길의 전당에서 실버문으로 통하는 차원문 사용,7420,923,0,1,0,0
135,고대 길의 전당에서 오그리마로 통하는 차원문 사용,7421,74271,0,1,0,0
