ID,Name_lang,Description_lang,Rarity,SpellID,ResearchBranchID,NumSockets,TextureFileID,RequiredWeight
9,땜납 잔,"아이언포지의 드워프는 처음에 브론즈비어드, 와일드해머, 검은무쇠라는 세 부족으로 나뉘어 있었습니다. 처절한 내란을 치른 후 브론즈비어드 부족이 아이언포지를 지배하게 되자, 와일드해머 부족은 동부 내륙지와 황혼의 고원으로 물러나야 했습니다. 한편 검은무쇠 부족은 붉은마루 산맥과 불타는 평원의 사이, 으슥한 검은바위 산자락에 자리를 잡았습니다.",0,86857,1,1,461832,35
13,시험용: 희귀한 드워프 과제 시험용 1,,1,84796,0,5,0,50
40,도자기 유골단지,"아이언포지의 드워프는 처음에 브론즈비어드, 와일드해머, 검은무쇠라는 세 부족으로 나뉘어 있었습니다. 처절한 내란을 치른 후 브론즈비어드 부족이 아이언포지를 지배하게 되자, 와일드해머 부족은 동부 내륙지와 황혼의 고원으로 물러나야 했습니다. 한편 검은무쇠 부족은 붉은마루 산맥과 불타는 평원의 사이, 으슥한 검은바위 산자락에 자리를 잡았습니다.",0,86864,1,1,461832,35
42,낡은 사냥용 손칼,"아이언포지의 드워프는 처음에 브론즈비어드, 와일드해머, 검은무쇠라는 세 부족으로 나뉘어 있었습니다. 처절한 내란을 치른 후 브론즈비어드 부족이 아이언포지를 지배하게 되자, 와일드해머 부족은 동부 내륙지와 황혼의 고원으로 물러나야 했습니다. 한편 검은무쇠 부족은 붉은마루 산맥과 불타는 평원의 사이, 으슥한 검은바위 산자락에 자리를 잡았습니다.",0,86865,1,0,461832,30
44,놀이용 뼈 주사위,"아이언포지의 드워프는 처음에 브론즈비어드, 와일드해머, 검은무쇠라는 세 부족으로 나뉘어 있었습니다. 처절한 내란을 치른 후 브론즈비어드 부족이 아이언포지를 지배하게 되자, 와일드해머 부족은 동부 내륙지와 황혼의 고원으로 물러나야 했습니다. 한편 검은무쇠 부족은 붉은마루 산맥과 불타는 평원의 사이, 으슥한 검은바위 산자락에 자리를 잡았습니다.",0,86866,1,0,461832,32
70,돌 그리핀,"아이언포지의 드워프는 처음에 브론즈비어드, 와일드해머, 검은무쇠라는 세 부족으로 나뉘어 있었습니다. 처절한 내란을 치른 후 브론즈비어드 부족이 아이언포지를 지배하게 되자, 와일드해머 부족은 동부 내륙지와 황혼의 고원으로 물러나야 했습니다. 한편 검은무쇠 부족은 붉은마루 산맥과 불타는 평원의 사이, 으슥한 검은바위 산자락에 자리를 잡았습니다.",0,88180,1,1,461832,35
72,은 목걸이,"아이언포지의 드워프는 처음에 브론즈비어드, 와일드해머, 검은무쇠라는 세 부족으로 나뉘어 있었습니다. 처절한 내란을 치른 후 브론즈비어드 부족이 아이언포지를 지배하게 되자, 와일드해머 부족은 동부 내륙지와 황혼의 고원으로 물러나야 했습니다. 한편 검은무쇠 부족은 붉은마루 산맥과 불타는 평원의 사이, 으슥한 검은바위 산자락에 자리를 잡았습니다.",0,88181,1,1,461832,34
77,잔달라 부두 인형,"지금까지 알려진 최초의 트롤은 잔달라 부족입니다. 이후 다른 모든 트롤 부족이 이 부족으로부터 파생되었습니다. 잔달라 부족은 트롤 사회에서 아주 중요한 역할을 맡은 사제 계급이었다고 전해지며, 트롤 사회의 역사와 전통을 기록하고 보존하기 위해 끊임없이 노력했습니다. 이후 파생된 여러 부족 중 가장 영향력이 컸던 두 부족은 구루바시 부족과 아마니 부족입니다.",0,88262,8,0,461842,27
87,히르이크의 우상,"지금까지 알려진 최초의 트롤은 잔달라 부족입니다. 이후 다른 모든 트롤 부족이 이 부족으로부터 파생되었습니다. 잔달라 부족은 트롤 사회에서 아주 중요한 역할을 맡은 사제 계급이었다고 전해지며, 트롤 사회의 역사와 전통을 기록하고 보존하기 위해 끊임없이 노력했습니다. 이후 파생된 여러 부족 중 가장 영향력이 컸던 두 부족은 구루바시 부족과 아마니 부족입니다.",0,88907,8,0,461842,30
89,도마뱀 발 부적,"지금까지 알려진 최초의 트롤은 잔달라 부족입니다. 이후 다른 모든 트롤 부족이 이 부족으로부터 파생되었습니다. 잔달라 부족은 트롤 사회에서 아주 중요한 역할을 맡은 사제 계급이었다고 전해지며, 트롤 사회의 역사와 전통을 기록하고 보존하기 위해 끊임없이 노력했습니다. 이후 파생된 여러 부족 중 가장 영향력이 컸던 두 부족은 구루바시 부족과 아마니 부족입니다.",0,88908,8,0,461842,32
91,나무 호루라기,"아이언포지의 드워프는 처음에 브론즈비어드, 와일드해머, 검은무쇠라는 세 부족으로 나뉘어 있었습니다. 처절한 내란을 치른 후 브론즈비어드 부족이 아이언포지를 지배하게 되자, 와일드해머 부족은 동부 내륙지와 황혼의 고원으로 물러나야 했습니다. 한편 검은무쇠 부족은 붉은마루 산맥과 불타는 평원의 사이, 으슥한 검은바위 산자락에 자리를 잡았습니다.",0,88909,1,0,461832,28
93,앤빌마 문장이 달린 허리띠 죔쇠,"아이언포지의 드워프는 처음에 브론즈비어드, 와일드해머, 검은무쇠라는 세 부족으로 나뉘어 있었습니다. 처절한 내란을 치른 후 브론즈비어드 부족이 아이언포지를 지배하게 되자, 와일드해머 부족은 동부 내륙지와 황혼의 고원으로 물러나야 했습니다. 한편 검은무쇠 부족은 붉은마루 산맥과 불타는 평원의 사이, 으슥한 검은바위 산자락에 자리를 잡았습니다.",0,88910,1,0,426727,34
95,검은 삼엽충,고대 동식물의 유해가 형태를 유지한 채로 보존되면 화석이 됩니다. 일반적으로는 세포가 사라진 자리를 광물이 차지하면서 유기체의 원래 형태를 유지하는 경우가 많습니다.,0,88929,3,0,426727,31
97,아름답게 보존된 고사리,고대 동식물의 유해가 형태를 유지한 채로 보존되면 화석이 됩니다. 일반적으로는 세포가 사라진 자리를 광물이 차지하면서 유기체의 원래 형태를 유지하는 경우가 많습니다.,0,88930,3,0,426727,25
99,명가 보석함,"칼도레이는 아제로스에서 가장 오랜 역사를 지닌 종족 중 하나이며, 씻을 수 없는 아픈 기억을 지니고 있습니다. 명가로도 알려진 쿠엘도레이, 즉 신분이 가장 높은 귀족 엘프들이 위험한 마법의 힘을 해방시키면서 불타는 군단을 세상에 불러들였고, 그 때문에 셀 수 없이 많은 사람이 죽음의 구렁텅이에 빠졌던 때가 있었습니다.",0,89009,4,0,426727,30
101,세공된 상아 빗,"칼도레이는 아제로스에서 가장 오랜 역사를 지닌 종족 중 하나이며, 씻을 수 없는 아픈 기억을 지니고 있습니다. 명가로도 알려진 쿠엘도레이, 즉 신분이 가장 높은 귀족 엘프들이 위험한 마법의 힘을 해방시키면서 불타는 군단을 세상에 불러들였고, 그 때문에 셀 수 없이 많은 사람이 죽음의 구렁텅이에 빠졌던 때가 있었습니다.",0,89012,4,0,426727,30
103,불미스러운 비단 잠옷,"칼도레이는 아제로스에서 가장 오랜 역사를 지닌 종족 중 하나이며, 씻을 수 없는 아픈 기억을 지니고 있습니다. 명가로도 알려진 쿠엘도레이, 즉 신분이 가장 높은 귀족 엘프들이 위험한 마법의 힘을 해방시키면서 불타는 군단을 세상에 불러들였고, 그 때문에 셀 수 없이 많은 사람이 죽음의 구렁텅이에 빠졌던 때가 있었습니다.",0,89014,4,0,426727,30
106,새끼 화석 랩터,"작은 랩터 뼈에서 뭔가 이상한 기운이 느껴집니다. 눈구멍은 텅 비어 있지만 어째 비어 있지 않아 보입니다. 솔직히 말하면, 어째 그 안에서 미미한 생명의 기미가 반짝이는 것 같습니다.",1,89693,3,0,458961,85
