Name_lang,Description_lang,ID,Pos[0],Pos[1],Pos[2],PortLocID,PlayerConditionID,UiTextureAtlasMemberID,Flags,WMOGroupID,PoiDataType,PoiData,Field_9_1_0_38783_011,ContinentID,AreaID,WorldStateID,Field_10_0_0_45141_012,UiWidgetSetID,UiTextureKitID,Field_9_1_0_38783_017,Importance,Icon
앤빌마,,1,-6134.28,383.763,399.254,0,0,0,517,0,0,0,0,0,132,0,0,0,0,0,3,7
브릴,,2,2249.85,278.414,34.1137,0,0,0,517,0,0,0,0,0,159,0,0,0,0,0,2,7
어둠골,,3,-10564.7,-1170.65,28.0505,0,0,0,517,0,0,0,0,0,10,0,0,0,0,0,3,0
죽음의 종소리 마을,,4,1879.83,1588.2,90.172,0,0,0,517,0,0,0,0,0,154,0,0,0,0,0,3,7
던 알가즈,,5,-4191.02,-2373.14,205.151,0,0,0,517,0,0,0,0,0,836,0,0,0,0,0,3,7
던 모드르,,6,-2610.26,-2350.56,81.5912,0,0,0,517,0,0,0,0,0,205,0,0,0,0,0,3,7
황금골,,7,-9480.09,63.5218,56.1757,0,0,0,517,0,0,0,0,0,87,0,0,0,0,0,3,7
아이언포지,,8,-4798.776,-1107.4966,498.8072,0,0,0,541,0,0,0,0,0,1,0,0,0,0,0,3,46
카라노스,,9,-5585.95,-482.127,397.017,0,0,0,517,0,0,0,0,0,131,0,0,0,0,0,2,7
호숫골,,10,-9227.69,-2201.47,63.9334,0,0,0,517,0,0,0,0,0,44,0,0,0,0,0,3,0
메네실 항구,,11,-3672.7,-828.455,9.89915,0,0,0,525,0,0,0,0,0,11,0,0,0,0,0,3,5
달빛시내 마을,,12,-11017.1,1510.17,43.1657,0,0,0,517,0,0,0,0,0,20,0,0,0,0,0,3,7
북녘골 수도원,,13,-8896.16,-179.328,80.2909,0,0,0,517,0,0,0,0,0,24,0,0,0,0,0,3,7
까마귀 언덕,,14,-10752.5,310.433,40.1628,0,0,0,517,0,0,0,0,0,94,0,0,0,0,0,3,7
감시의 언덕,,15,-10503.7,1027.76,55.5831,0,0,0,517,0,0,0,0,0,40,0,0,0,0,0,3,0
